,Layer1_top10,Layer2_top10,Layer3_top10,Layer4_top10,Layer5_top10,Layer6_top10,Layer7_top10,Layer8_top10,Layer9_top10,Layer10_top10
0,"('basketballrim (2).jpg', 1.000009743789258)","('fries (2).jpg', 1.1512983738452074)","('lamp (2).jpg', 1.3068473956973277)","('lamp (2).jpg', 1.307826276996399)","('lamp (2).jpg', 1.307826276996399)","('lamp (2).jpg', 1.506843839193266)","('bike (2).jpg', 1.4502211230691622)","('pizza (2).jpg', 2.1451426422672677)","('burger (2).jpg', 2.6304964430674667)","('rolette (2).jpg', 1.0696389622806617)"
1,"('highchair (2).jpg', 1.0000096725620395)","('beachball (2).jpg', 1.1441843012734283)","('bike (2).jpg', 1.2630741316159777)","('bike (2).jpg', 1.2644039590161322)","('bike (2).jpg', 1.2644039590161322)","('bike (2).jpg', 1.4817518177813853)","('rolette (2).jpg', 1.4162718272763308)","('carpet (2).jpg', 2.118561465673013)","('coatrack (2).jpg', 2.176753581821208)","('bike (2).jpg', 1.0538010978923698)"
2,"('tent (2).jpg', 1.0000095331866181)","('cow (2).jpg', 1.1286494177504671)","('carpet (2).jpg', 1.2100982896561994)","('easel (2).jpg', 1.2103829041406244)","('easel (2).jpg', 1.2103829041406244)","('rubberduck (2).jpg', 1.4191766256914335)","('rubberduck (2).jpg', 1.3664561929894934)","('helmet (2).jpg', 1.924249718666854)","('rolette (2).jpg', 1.84069992026)","('umbrella (2).jpg', 1.0522332175009852)"
3,"('dresser (2).jpg', 1.0000095331866181)","('tennisball (2).jpg', 1.1162707427622944)","('easel (2).jpg', 1.2097084867900743)","('carpet (2).jpg', 1.2103036183117868)","('carpet (2).jpg', 1.2103036183117868)","('carpet (2).jpg', 1.4177576575901418)","('carpet (2).jpg', 1.3535191390578016)","('rolette (2).jpg', 1.9074506597692338)","('hammer (2).jpg', 1.8402768716278788)","('horse (2).jpg', 1.0502807514260064)"
4,"('footballball (2).jpg', 1.0000095331866181)","('burger (2).jpg', 1.1104216397344666)","('rubberduck (2).jpg', 1.1889129274803238)","('rubberduck (2).jpg', 1.1884667933944826)","('rubberduck (2).jpg', 1.1884667933944826)","('rolette (2).jpg', 1.4079848759538867)","('excersiceequipment (2).jpg', 1.3467910418063571)","('bike (2).jpg', 1.8631128493876838)","('bowlingpin (2).jpg', 1.821578853809987)","('coatrack (2).jpg', 1.0498940643620318)"
5,"('motorcycle (2).jpg', 1.0000095331866181)","('rubberduck (2).jpg', 1.1034058148104475)","('pants (2).jpg', 1.1619327434781521)","('pants (2).jpg', 1.1624052322654073)","('pants (2).jpg', 1.1624052322654073)","('excersiceequipment (2).jpg', 1.4014982564218375)","('scissors (2).jpg', 1.3070503066393746)","('motorhelmet (2).jpg', 1.843040096874452)","('toothbrush (2).jpg', 1.8147472762029793)","('burger (2).jpg', 1.0480755571059697)"
6,"('stroller (2).jpg', 1.0000095331866181)","('pallette (2).jpg', 1.1016742605682033)","('coatrack (2).jpg', 1.151939800624116)","('coatrack (2).jpg', 1.1524463874690691)","('coatrack (2).jpg', 1.1524463874690691)","('ambulance (2).jpg', 1.3950363857128836)","('pizza (2).jpg', 1.2861735525589686)","('coatrack (2).jpg', 1.7675704367576426)","('scissors (2).jpg', 1.6595312117830843)","('pizza (2).jpg', 1.0475374687056624)"
7,"('bike (2).jpg', 1.0000095331866181)","('carpet (2).jpg', 1.0969683920298445)","('baseballball (2).jpg', 1.1494979640318566)","('baseballball (2).jpg', 1.1498411982931505)","('baseballball (2).jpg', 1.1498411982931505)","('easel (2).jpg', 1.3290704488946115)","('bowlingball (2).jpg', 1.2761827201162004)","('scissors (2).jpg', 1.7174454350095931)","('medal (2).jpg', 1.6144324302432145)","('ambulance (2).jpg', 1.045660078410088)"
8,"('sippycup (2).jpg', 1.0000094649943658)","('chicken (2).jpg', 1.0901310849683572)","('ambulance (2).jpg', 1.1466546078640656)","('ambulance (2).jpg', 1.1469566893219978)","('ambulance (2).jpg', 1.1469566893219978)","('coatrack (2).jpg', 1.3216105568244003)","('burger (2).jpg', 1.2618645041909418)","('bowlingball (2).jpg', 1.7163651088680056)","('trafficlight (2).jpg', 1.6066903397954377)","('helm2.jpg', 1.0455283304455059)"
9,"('ovenmitt (2).jpg', 1.0000094649943658)","('pants (2).jpg', 1.087532263957766)","('garbagebin (2).jpg', 1.1452528112405946)","('garbagebin (2).jpg', 1.1452968808597206)","('garbagebin (2).jpg', 1.1452968808597206)","('baseballball (2).jpg', 1.3082991686978327)","('ambulance (2).jpg', 1.2580347879938654)","('lipstick (2).jpg', 1.6991817754006513)","('motorcycle (2).jpg', 1.5803140999922054)","('toothpaste (2).jpg', 1.0447818601400056)"
