,Layer1_bottom10,Layer2_bottom10,Layer3_bottom10,Layer4_bottom10,Layer5_bottom10,Layer6_bottom10,Layer7_bottom10,Layer8_bottom10,Layer9_bottom10,Layer10_bottom10
0,"('chesspiece (2).jpg', 0.9994479582366893)","('lego (2).jpg', 0.9637641902662586)","('chopsticks (2).jpg', 0.9738819237486122)","('chopsticks (2).jpg', 0.973933058880699)","('chopsticks (2).jpg', 0.973933058880699)","('fish (2).jpg', 0.968807166026457)","('fishbowl (2).jpg', 0.9875984460083299)","('dustpan (2).jpg', 0.977917286791423)","('beachchair (2).jpg', 0.6118774492213683)","('nail (2).jpg', 0.9846790144817543)"
1,"('basketball (2).jpg', 0.9997396363836301)","('balloon (2).jpg', 0.9693034344779693)","('strecher (2).jpg', 0.9847574952459969)","('strecher (2).jpg', 0.9845127798085402)","('strecher (2).jpg', 0.9845127798085402)","('washer (2).jpg', 0.9746670244213674)","('nail (2).jpg', 0.9879918478993613)","('footballball (2).jpg', 1.014734875162057)","('laundry (2).jpg', 0.6824556402008692)","('cow (2).jpg', 0.9880191625872398)"
2,"('fries (2).jpg', 1.0)","('toothbrush (2).jpg', 0.969594684362862)","('bathrobe (2).jpg', 0.9944152038598009)","('bathrobe (2).jpg', 0.9945009091484794)","('bathrobe (2).jpg', 0.9945009091484794)","('fishbowl (2).jpg', 0.9822092238308439)","('balloon (2).jpg', 1.0002611419536809)","('cheesegrater (2).jpg', 1.0241232137044964)","('desk (2).jpg', 0.7872829268064649)","('trophy (2).jpg', 0.9887815842047728)"
3,"('burger (2).jpg', 1.0)","('bat (2).jpg', 0.973202477475254)","('bat (2).jpg', 0.996818660413198)","('bat (2).jpg', 0.9966368505933281)","('bat (2).jpg', 0.9966368505933281)","('bathrobe (2).jpg', 0.9834456709384776)","('sushi (2).jpg', 1.0062887198673083)","('basketballrim (2).jpg', 1.0542680879686208)","('fishbowl (2).jpg', 0.8181757093304618)","('chopsticks (2).jpg', 0.9913220850093418)"
4,"('cow (2).jpg', 1.0)","('bowlingball (2).jpg', 0.9805771722247928)","('fishbowl (2).jpg', 1.0023954547795806)","('fishbowl (2).jpg', 1.0022710537216495)","('fishbowl (2).jpg', 1.0022710537216495)","('umbrella (2).jpg', 0.9907300259373709)","('chopsticks (2).jpg', 1.0083282807262353)","('fries (2).jpg', 1.0585407764821357)","('backyard_grill (2).jpg', 0.9053002797573969)","('television (2).jpg', 0.993251463353033)"
5,"('chicken (2).jpg', 1.0)","('cake (2).jpg', 0.9848110817244922)","('balloon (2).jpg', 1.0086141398411161)","('umbrella (2).jpg', 1.008702945476285)","('umbrella (2).jpg', 1.008702945476285)","('chopsticks (2).jpg', 1.0049259385527916)","('rainboots (2).jpg', 1.0175546854761044)","('dishrack (2).jpg', 1.0748335653722718)","('footballball (2).jpg', 0.9074219754210335)","('birdcage (2).jpg', 0.9934017901215098)"
6,"('tennisball (2).jpg', 1.0000081872830517)","('fish (2).jpg', 0.9896747399096159)","('umbrella (2).jpg', 1.008930220802607)","('balloon (2).jpg', 1.0088849616755418)","('balloon (2).jpg', 1.0088849616755418)","('bat (2).jpg', 1.007231203700414)","('umbrella (2).jpg', 1.0213467138109178)","('sushi (2).jpg', 1.0814443366598199)","('cheesegrater (2).jpg', 0.9310865106986105)","('dresser (2).jpg', 0.9963106032658808)"
7,"('bowlingpin (2).jpg', 1.0000081872830517)","('broom (2).jpg', 0.9905441119020431)","('highchair (2).jpg', 1.011146801690906)","('highchair (2).jpg', 1.0110411836890192)","('highchair (2).jpg', 1.0110411836890192)","('helmet (2).jpg', 1.0141481328584583)","('birdcage (2).jpg', 1.0267930327953354)","('sippycup (2).jpg', 1.0819033814912167)","('chair (2).jpg', 0.9566158283244958)","('boxing_gloves (2).jpg', 0.99863343706303)"
8,"('helmet (2).jpg', 1.0000081872830517)","('dustpan (2).jpg', 0.9912571272121137)","('fish (2).jpg', 1.0137945475176278)","('fish (2).jpg', 1.0142008541870393)","('fish (2).jpg', 1.0142008541870393)","('coffeemaker (2).jpg', 1.015508733562884)","('hairdryer (2).jpg', 1.0275973613085243)","('ovenmitt (2).jpg', 1.0915857127213089)","('fridge (2).jpg', 0.9662509740490689)","('belt (2).jpg', 1.0003269229747853)"
9,"('bat (2).jpg', 1.0000081872830517)","('dumbbell (2).jpg', 0.9933367891750208)","('helmet (2).jpg', 1.0152763069469863)","('helmet (2).jpg', 1.0154455352542544)","('helmet (2).jpg', 1.0154455352542544)","('garbagebag (2).jpg', 1.0190237600950738)","('bowlingpin (2).jpg', 1.0298777280296463)","('dresser (2).jpg', 1.096845394629165)","('dresser (2).jpg', 0.9685286262877248)","('parrot (2).jpg', 1.0013922366207098)"
