,Layer1_bottom10,Layer2_bottom10,Layer3_bottom10,Layer4_bottom10,Layer5_bottom10,Layer6_bottom10,Layer7_bottom10,Layer8_bottom10,Layer9_bottom10,Layer10_bottom10
0,"('22chess', 0.9994718178634568)","('69tub', 0.9164155970097043)","('70tv', 0.8129805212580401)","('70tv', 0.8132014747910998)","('70tv', 0.8132014747910998)","('70tv', 0.8169492949525999)","('05baseball', 0.7968436554811529)","('51makeup', 0.641148981320586)","('22chess', 0.7022113074712841)","('12birdcage', 0.9829341860171923)"
1,"('06basketball', 0.9998745821547136)","('38groceryshopping', 0.931496101201676)","('49livingroom-chair', 0.899584901921714)","('49livingroom-chair', 0.8994871559054787)","('49livingroom-chair', 0.8994871559054787)","('64tennis', 0.8446914582498117)","('11biking', 0.8231295220106832)","('19carpet', 0.7242746472885924)","('70tv', 0.7581166475472425)","('66tools', 0.9830927519172695)"
2,"('17burger', 1.0)","('64tennis', 0.9391245693199082)","('11biking', 0.9015148796356806)","('11biking', 0.9012924841224473)","('11biking', 0.9012924841224473)","('40gym', 0.8657377118594182)","('01art', 0.826685654125817)","('01art', 0.7827229928379635)","('06basketball', 0.773193066575035)","('28construction', 0.9842960602101128)"
3,"('32farm_animals', 1.0)","('21cheese', 0.9433955590920562)","('06basketball', 0.9205756476354816)","('06basketball', 0.9205213310142913)","('06basketball', 0.9205213310142913)","('11biking', 0.8740216350760918)","('59pizza', 0.861047626238218)","('22chess', 0.8032352360738814)","('09beachumbrella-chair', 0.8160748733761986)","('15bowling', 0.9851935386563174)"
4,"('02baby', 1.0000054538854783)","('73winter', 0.9678050319694127)","('64tennis', 0.934230384061329)","('64tennis', 0.934497493135241)","('64tennis', 0.934497493135241)","('26coathanging', 0.8776224892320774)","('70tv', 0.8672940368987412)","('05baseball', 0.8102978239332348)","('52motorbike', 0.8188216717385459)","('67toy', 0.9855389662982891)"
5,"('46kitchen2', 1.0000055379211592)","('01art', 0.9735383945434615)","('40gym', 0.9355286331778534)","('40gym', 0.9350757897315114)","('40gym', 0.9350757897315114)","('06basketball', 0.8818075179808825)","('06basketball', 0.8694339022824439)","('15bowling', 0.8167563118088106)","('19carpet', 0.8302946228748632)","('25clothing', 0.9873293521220374)"
6,"('45kitchen', 1.0000055379211592)","('05baseball', 0.9762397462261585)","('15bowling', 0.9451740466905499)","('55office-computer-printer', 0.94562062012718)","('55office-computer-printer', 0.94562062012718)","('49livingroom-chair', 0.8908925071936001)","('19carpet', 0.8788122623207566)","('39gun', 0.8310517198707007)","('39gun', 0.8658144568839262)","('68toys', 0.988135647906441)"
7,"('10bed-dresser', 1.0000089655355493)","('63teethhygene', 0.97765052059474)","('55office-computer-printer', 0.9454029084498211)","('15bowling', 0.9456357893806691)","('15bowling', 0.9456357893806691)","('58party', 0.91679134925229)","('64tennis', 0.8934572157077999)","('44kayak', 0.835463978794179)","('73winter', 0.8881241643569711)","('11biking', 0.9899138990720355)"
8,"('69tub', 1.000009099550753)","('23childEating', 0.9786394933503785)","('26coathanging', 0.9546706568028881)","('61street', 0.9541111093512115)","('61street', 0.9541111093512115)","('73winter', 0.9256007363579377)","('33fishtank', 0.8978465133988045)","('12birdcage', 0.841356489167875)","('10bed-dresser', 0.893879200059496)","('62sushi', 0.991200130814383)"
9,"('65toilet', 1.000009099550753)","('24cleaning', 0.979843700420405)","('61street', 0.9548432531180816)","('26coathanging', 0.9546801764850176)","('26coathanging', 0.9546801764850176)","('01art', 0.9297743960302391)","('15bowling', 0.9042222761860935)","('25clothing', 0.8549557160891839)","('47laundry', 0.8977642795340788)","('19carpet', 0.9913790938692657)"
