,Layer1_top10,Layer2_top10,Layer3_top10,Layer4_top10,Layer5_top10,Layer6_top10,Layer7_top10,Layer8_top10,Layer9_top10,Layer10_top10
0,"('01art', 1.0000091889294935)","('17burger', 1.1269511210589782)","('08beachball-pail', 1.06225323898814)","('08beachball-pail', 1.0597338298322099)","('08beachball-pail', 1.0597338298322099)","('08beachball-pail', 1.0795073341701031)","('03backyard', 1.1406249245274547)","('53ocean', 1.491932564807714)","('32farm_animals', 2.0690049745927093)","('17burger', 1.9701882045664159)"
1,"('38groceryshopping', 1.0000091889294935)","('71valentines', 1.089264354760549)","('18car', 1.0493783649870103)","('18car', 1.0489315172375624)","('18car', 1.0489315172375624)","('53ocean', 1.0750999499252285)","('65toilet', 1.140614976484949)","('32farm_animals', 1.3906799175759919)","('17burger', 2.0580280759078153)","('55office-computer-printer', 1.8513243168903168)"
2,"('54office_supply', 1.0000091889294935)","('18car', 1.0875221295544506)","('37golf', 1.0471709807425307)","('37golf', 1.0467718828098234)","('37golf', 1.0467718828098234)","('17burger', 1.0681250186105817)","('17burger', 1.1328686470249152)","('45kitchen', 1.385316295712883)","('55office-computer-printer', 1.8345479240314968)","('32farm_animals', 1.7799955382158406)"
3,"('53ocean', 1.0000091889294935)","('57pancakes', 1.085615012064985)","('14boat', 1.044733717711038)","('14boat', 1.0445088796973259)","('14boat', 1.0445088796973259)","('37golf', 1.0630789533653162)","('53ocean', 1.1320422499960718)","('17burger', 1.3781859028045702)","('41hiking', 1.67252971742415)","('45kitchen', 1.6699290094050325)"
4,"('52motorbike', 1.0000091889294935)","('03backyard', 1.0855180512802531)","('53ocean', 1.0395580080395237)","('53ocean', 1.0396195458086182)","('53ocean', 1.0396195458086182)","('52motorbike', 1.0604021040354512)","('07bathrobe-slippers', 1.1199369310691314)","('65toilet', 1.3771006177030687)","('65toilet', 1.6554430892194754)","('65toilet', 1.5828543584613581)"
5,"('51makeup', 1.0000091889294935)","('65toilet', 1.0801263505692826)","('31farm', 1.0390025764507336)","('31farm', 1.0386545412804409)","('31farm', 1.0386545412804409)","('14boat', 1.0600662764520217)","('46kitchen2', 1.1170263697948026)","('55office-computer-printer', 1.3548151050748045)","('45kitchen', 1.606875699504082)","('41hiking', 1.5322190712815622)"
6,"('50lock', 1.0000091889294935)","('37golf', 1.0769479243145494)","('30emergency', 1.0388745871823613)","('30emergency', 1.0385088059447152)","('30emergency', 1.0385088059447152)","('30emergency', 1.0546520791892056)","('45kitchen', 1.111619052974535)","('08beachball-pail', 1.3497841696688087)","('66tools', 1.4952824709146613)","('66tools', 1.4281762571256584)"
7,"('49livingroom-chair', 1.0000091889294935)","('08beachball-pail', 1.0752258417574552)","('42horseriding', 1.0380205163743332)","('03backyard', 1.037595031164039)","('03backyard', 1.037595031164039)","('65toilet', 1.0542552590124057)","('18car', 1.1100921317043089)","('41hiking', 1.3328863623388338)","('08beachball-pail', 1.4594052033996299)","('30emergency', 1.4145966374000647)"
8,"('48livingroom', 1.0000091889294935)","('46kitchen2', 1.0749861487456)","('03backyard', 1.038019904573034)","('42horseriding', 1.0375933034096692)","('42horseriding', 1.0375933034096692)","('31farm', 1.0532246461838897)","('14boat', 1.1092868014219424)","('42horseriding', 1.316640797610125)","('27coffeemaking', 1.4520460952377838)","('27coffeemaking', 1.4042517441579663)"
9,"('47laundry', 1.0000091889294935)","('42horseriding', 1.0703893669675455)","('71valentines', 1.0370292051475916)","('17burger', 1.0368706694006173)","('17burger', 1.0368706694006173)","('04barber', 1.0531405459792342)","('42horseriding', 1.10853076100919)","('18car', 1.2884517463121956)","('53ocean', 1.443266666555514)","('08beachball-pail', 1.390045187929248)"
