,Layer1_top10,Layer2_top10,Layer3_top10,Layer4_top10,Layer5_top10,Layer6_top10,Layer7_top10,Layer8_top10,Layer9_top10,Layer10_top10
0,"('easel (2).jpg', 1.0000091255569876)","('beachball (2).jpg', 1.2743669285035595)","('beachball (2).jpg', 1.11050517696762)","('beachball (2).jpg', 1.1105322342879722)","('beachball (2).jpg', 1.1105322342879722)","('beachball (2).jpg', 1.1743077456576512)","('carpet (2).jpg', 1.3380294911107293)","('carpet (2).jpg', 2.770033762924809)","('tableset (2).jpg', 4.20045304842284)","('tableset (2).jpg', 4.407121479206783)"
1,"('printer (2).jpg', 1.0000091255569876)","('fries (2).jpg', 1.2284698589422278)","('fries (2).jpg', 1.0943004143119113)","('tennisball (2).jpg', 1.0943647012210076)","('tennisball (2).jpg', 1.0943647012210076)","('remotecontrol (2).jpg', 1.128662578353914)","('remotecontrol (2).jpg', 1.3217962348790466)","('remotecontrol (2).jpg', 2.502417333287197)","('backhoe (2).jpg', 3.260557691409831)","('pizza (2).jpg', 3.7962341837371114)"
2,"('washer (2).jpg', 1.0000091255569876)","('pallette (2).jpg', 1.2113467296540998)","('tennisball (2).jpg', 1.0907438882373899)","('fries (2).jpg', 1.0930033539658315)","('fries (2).jpg', 1.0930033539658315)","('carpet (2).jpg', 1.120325493276014)","('beachball (2).jpg', 1.2901363749531203)","('rolette (2).jpg', 2.244565013260885)","('television (2).jpg', 3.2206166607348043)","('television (2).jpg', 3.180162693246932)"
3,"('coffeetable (2).jpg', 1.0000091255569876)","('tennisball (2).jpg', 1.19841890310802)","('pallette (2).jpg', 1.069761772521378)","('pallette (2).jpg', 1.0694739565973654)","('pallette (2).jpg', 1.0694739565973654)","('fries (2).jpg', 1.1192329549164421)","('rolette (2).jpg', 1.283365631999397)","('pizza (2).jpg', 2.1563729802689404)","('pizza (2).jpg', 3.162226533549342)","('carpet (2).jpg', 2.997000848497655)"
4,"('sofa (2).jpg', 1.0000091255569876)","('rubberduck (2).jpg', 1.1903402828708503)","('pants (2).jpg', 1.0686467884448647)","('pants (2).jpg', 1.068822073082051)","('pants (2).jpg', 1.068822073082051)","('pizza (2).jpg', 1.1135059335467254)","('pizza (2).jpg', 1.2452430609485483)","('burger (2).jpg', 2.103794290855639)","('carpet (2).jpg', 3.1043932652029573)","('crib (2).jpg', 2.9959642108442552)"
5,"('chair (2).jpg', 1.0000091255569876)","('sippycup (2).jpg', 1.1451332617116878)","('sippycup (2).jpg', 1.0672067198162205)","('sippycup (2).jpg', 1.0673649734396622)","('sippycup (2).jpg', 1.0673649734396622)","('motorcycle (2).jpg', 1.105621201911476)","('backhoe (2).jpg', 1.2434917485632444)","('lipstick (2).jpg', 1.9925845766281665)","('motorcycle (2).jpg', 3.0904049764953303)","('backhoe (2).jpg', 2.9732619615215516)"
6,"('lamp (2).jpg', 1.0000091255569876)","('pizza (2).jpg', 1.1321880598606509)","('bike (2).jpg', 1.0660592503096589)","('bike (2).jpg', 1.0656917738442409)","('bike (2).jpg', 1.0656917738442409)","('bike (2).jpg', 1.1020969815654205)","('bike (2).jpg', 1.2359417427694745)","('bike (2).jpg', 1.9661033866651192)","('horse (2).jpg', 2.970325426593739)","('motorcycle (2).jpg', 2.946382572119344)"
7,"('key (2).jpg', 1.0000091255569876)","('mailbox (2).jpg', 1.1304863546111839)","('carpet (2).jpg', 1.0652024502808368)","('carpet (2).jpg', 1.0648482710950362)","('carpet (2).jpg', 1.0648482710950362)","('steering_wheel (2).jpg', 1.1005903354614794)","('rubberduck (2).jpg', 1.2331956441021479)","('television (2).jpg', 1.9611733635424369)","('plant (2).jpg', 2.9606870194577004)","('tractor (2).jpg', 2.8614425087223982)"
8,"('lock (2).jpg', 1.0000091255569876)","('pancake (2).jpg', 1.1295296011188403)","('rubberduck (2).jpg', 1.0634785176548904)","('rubberduck (2).jpg', 1.063207347448928)","('rubberduck (2).jpg', 1.063207347448928)","('tennisball (2).jpg', 1.0984375193206566)","('television (2).jpg', 1.2331098576969792)","('pants (2).jpg', 1.9609000235690688)","('sofa (2).jpg', 2.8789967595372596)","('bike (2).jpg', 2.7222158167977994)"
9,"('lipstick (2).jpg', 1.0000091255569876)","('carpet (2).jpg', 1.126924135351463)","('golfcart (2).jpg', 1.0625569409184046)","('golfcart (2).jpg', 1.0621549455581532)","('golfcart (2).jpg', 1.0621549455581532)","('rolette (2).jpg', 1.0957527227435848)","('pallette (2).jpg', 1.2272486053693326)","('chess (2).jpg', 1.9409504840282097)","('tractor (2).jpg', 2.8393908198923543)","('sofa (2).jpg', 2.6907849100045342)"
