models,invalCorrelations,pVal_inVal,inOutRatioCorrelations,pVal_inOutRatio
"AlexNet_L2,Vgg16_L2",0.8166203576910024,{3.94588428804873e-18},0.6866301919094925,{3.8349825888045174e-11}
"AlexNet_L2,Vgg16_L30",0.35673358686088286,{0.002260501774728021},0.41703350611687506,{0.00029695940700524246}
"AlexNet_L12,Vgg16_L30",0.897801544024478,{2.8299822848778144e-26},0.8886427416926065,{4.67259514279096e-25}
"AlexNet_L12,Vgg16_L2",0.28391888469664966,{0.016418263678391807},0.5103532636447596,{5.4488066093359205e-06}
