,Layer1_top10,Layer2_top10,Layer3_top10,Layer4_top10,Layer5_top10,Layer6_top10,Layer7_top10,Layer8_top10,Layer9_top10,Layer10_top10
0,"('basketballrim (2).jpg', 1.000009743789258)","('fries (2).jpg', 1.2285233165304108)","('bike (2).jpg', 1.1853442280340614)","('bike (2).jpg', 1.1853909579630018)","('bike (2).jpg', 1.1853909579630018)","('lamp (2).jpg', 1.412703638367397)","('carpet (2).jpg', 1.3471438405150875)","('rolette (2).jpg', 2.5472770231600363)","('burger (2).jpg', 1.263383175211497)","('burger (2).jpg', 1.0362249966158483)"
1,"('highchair (2).jpg', 1.0000096725620395)","('pallette (2).jpg', 1.210741231738907)","('lamp (2).jpg', 1.1566882956398081)","('lamp (2).jpg', 1.1567837002811607)","('lamp (2).jpg', 1.1567837002811607)","('carpet (2).jpg', 1.3431888479503702)","('bike (2).jpg', 1.2895287254804293)","('bike (2).jpg', 2.483021245641438)","('mailbox (2).jpg', 1.2185375930358884)","('motorcycle (2).jpg', 1.034946629215537)"
2,"('tent (2).jpg', 1.0000095331866181)","('beachball (2).jpg', 1.2073413582850876)","('carpet (2).jpg', 1.1512775694323167)","('carpet (2).jpg', 1.151253901068084)","('carpet (2).jpg', 1.151253901068084)","('bike (2).jpg', 1.3151061462374263)","('rubberduck (2).jpg', 1.2783940215198886)","('helm2.jpg', 2.109779943566203)","('rolette (2).jpg', 1.2102389876925523)","('bike (2).jpg', 1.0348474526255496)"
3,"('dresser (2).jpg', 1.0000095331866181)","('tennisball (2).jpg', 1.2032849747391632)","('rubberduck (2).jpg', 1.1235358783323692)","('rubberduck (2).jpg', 1.1235092668304838)","('rubberduck (2).jpg', 1.1235092668304838)","('rubberduck (2).jpg', 1.3098886880138059)","('pizza (2).jpg', 1.2339087649035654)","('horse (2).jpg', 2.0739665234535116)","('bike (2).jpg', 1.2056817247990224)","('horse (2).jpg', 1.0339532169824928)"
4,"('footballball (2).jpg', 1.0000095331866181)","('rubberduck (2).jpg', 1.1737169015205786)","('pizza (2).jpg', 1.1146679580419534)","('pizza (2).jpg', 1.1146164535675205)","('pizza (2).jpg', 1.1146164535675205)","('coatrack (2).jpg', 1.254193950153902)","('lamp (2).jpg', 1.2019044164224224)","('coatrack (2).jpg', 1.9842108041597255)","('ambulance (2).jpg', 1.1930445650390455)","('rolette (2).jpg', 1.0324522070302535)"
5,"('motorcycle (2).jpg', 1.0000095331866181)","('burger (2).jpg', 1.1388374013828508)","('easel (2).jpg', 1.1128914410112278)","('easel (2).jpg', 1.1130140360204284)","('easel (2).jpg', 1.1130140360204284)","('television (2).jpg', 1.228753156284161)","('burger (2).jpg', 1.1886838690002022)","('doll (2).jpg', 1.9633850033933395)","('coatrack (2).jpg', 1.18127434128727)","('ambulance (2).jpg', 1.030830487501431)"
6,"('stroller (2).jpg', 1.0000095331866181)","('cow (2).jpg', 1.1253012698908917)","('pants (2).jpg', 1.1119864451085393)","('pants (2).jpg', 1.1120009364871895)","('pants (2).jpg', 1.1120009364871895)","('beachball (2).jpg', 1.2168699393672675)","('train (2).jpg', 1.1865799061091336)","('pizza (2).jpg', 1.9542637127305005)","('tractor (2).jpg', 1.177260808991615)","('tractor (2).jpg', 1.0281652856209371)"
7,"('bike (2).jpg', 1.0000095331866181)","('train (2).jpg', 1.1227894676920693)","('tennisball (2).jpg', 1.1037671940746585)","('tennisball (2).jpg', 1.1037888551249608)","('tennisball (2).jpg', 1.1037888551249608)","('mailbox (2).jpg', 1.2078414852554313)","('chess (2).jpg', 1.1801949946744625)","('bowlingpin (2).jpg', 1.9517747817288194)","('horse (2).jpg', 1.1749571054539674)","('backhoe (2).jpg', 1.0276373221548283)"
8,"('sippycup (2).jpg', 1.0000094649943658)","('carpet (2).jpg', 1.1184017057742872)","('paper (2).jpg', 1.1014893930541294)","('paper (2).jpg', 1.101511974434258)","('paper (2).jpg', 1.101511974434258)","('paper (2).jpg', 1.1955303106276869)","('excersiceequipment (2).jpg', 1.1778000852606498)","('chicken (2).jpg', 1.93246684367587)","('bag (2).jpg', 1.1744269056313692)","('coatrack (2).jpg', 1.027344018625902)"
9,"('ovenmitt (2).jpg', 1.0000094649943658)","('chicken (2).jpg', 1.1161516341339714)","('pancake (2).jpg', 1.0980166779594909)","('pancake (2).jpg', 1.0979945872356938)","('pancake (2).jpg', 1.0979945872356938)","('pizza (2).jpg', 1.194784222755816)","('roses (2).jpg', 1.1743601943801385)","('tractor (2).jpg', 1.925533061126724)","('bowlingpin (2).jpg', 1.1734804962817011)","('handgun1 (2).JPG', 1.0271438348562256)"
