,Layer1_top10,Layer2_top10,Layer3_top10,Layer4_top10,Layer5_top10,Layer6_top10,Layer7_top10,Layer8_top10,Layer9_top10,Layer10_top10
0,"('21cheese', 1.0000101942001327)","('17burger', 1.1093254621200437)","('20casino', 1.070249650033074)","('20casino', 1.0702552975824897)","('20casino', 1.0702552975824897)","('50lock', 1.1374207551660824)","('71valentines', 1.1118938341705868)","('66tools', 1.3794714289950216)","('32farm_animals', 1.0701778720634094)","('53ocean', 1.0126528594023474)"
1,"('61street', 1.0000101942001327)","('71valentines', 1.0924644047116703)","('50lock', 1.06562293699335)","('50lock', 1.065648077660222)","('50lock', 1.065648077660222)","('71valentines', 1.129130527907627)","('42horseriding', 1.1061280441680508)","('31farm', 1.3483720705830526)","('61street', 1.0609634380837658)","('32farm_animals', 1.0113906639221615)"
2,"('60street', 1.0000101942001327)","('57pancakes', 1.0824511726380546)","('42horseriding', 1.062997042054834)","('42horseriding', 1.0630157555127122)","('42horseriding', 1.0630157555127122)","('53ocean', 1.127043936338237)","('50lock', 1.104452206087365)","('63teethhygene', 1.3461903416018441)","('31farm', 1.06002348335513)","('71valentines', 1.0111226339715385)"
3,"('52motorbike', 1.0000100395066203)","('03backyard', 1.073250416949342)","('08beachball-pail', 1.0618415828182624)","('08beachball-pail', 1.0619038899497535)","('08beachball-pail', 1.0619038899497535)","('65toilet', 1.1246822720402323)","('53ocean', 1.102900247370114)","('32farm_animals', 1.2749660823162061)","('71valentines', 1.0583268677927584)","('45kitchen', 1.0106784260815609)"
4,"('07bathrobe-slippers', 1.0000100395066203)","('18car', 1.0724789649036337)","('71valentines', 1.0614383337418267)","('71valentines', 1.061426740283488)","('71valentines', 1.061426740283488)","('42horseriding', 1.1222623080541059)","('03backyard', 1.0959811006723)","('55office-computer-printer', 1.270445665005293)","('55office-computer-printer', 1.0556375487362755)","('42horseriding', 1.0100600525520398)"
5,"('67toy', 1.0000098894377727)","('65toilet', 1.0642412844499711)","('14boat', 1.0535169371546622)","('14boat', 1.0534973579440523)","('14boat', 1.0534973579440523)","('20casino', 1.1103070432268256)","('17burger', 1.092084037941913)","('24cleaning', 1.2583872531704208)","('20casino', 1.0460815461657111)","('10bed-dresser', 1.0092176242572886)"
6,"('18car', 1.0000098894377727)","('20casino', 1.061862466632025)","('30emergency', 1.0533748018936324)","('30emergency', 1.0533960320396802)","('30emergency', 1.0533960320396802)","('31farm', 1.1066086981255319)","('08beachball-pail', 1.0890106540943059)","('71valentines', 1.228393689042945)","('53ocean', 1.0451069374777155)","('55office-computer-printer', 1.0092170002650824)"
7,"('29cooking', 1.0000098894377727)","('45kitchen', 1.061476347869238)","('53ocean', 1.051989340455532)","('53ocean', 1.0519772854913214)","('53ocean', 1.0519772854913214)","('57pancakes', 1.103723744381288)","('69tub', 1.0878955003311732)","('03backyard', 1.2223966754105062)","('17burger', 1.0440149309648452)","('66tools', 1.0085036438612347)"
8,"('23childEating', 1.0000098894377727)","('42horseriding', 1.0602661899381343)","('65toilet', 1.0518303588276097)","('65toilet', 1.0518545398567785)","('65toilet', 1.0518545398567785)","('14boat', 1.098981063934002)","('56office-desk-chair', 1.0856466313830146)","('42horseriding', 1.2216118221721635)","('10bed-dresser', 1.0427659714363549)","('08beachball-pail', 1.0082859418524366)"
9,"('54office_supply', 1.0000098894377727)","('14boat', 1.0594134042678889)","('41hiking', 1.0509166533973315)","('41hiking', 1.0509368210799017)","('41hiking', 1.0509368210799017)","('41hiking', 1.0976469222710548)","('57pancakes', 1.0793852175219658)","('10bed-dresser', 1.2166165940287823)","('57pancakes', 1.0415634654205697)","('17burger', 1.0081184784725004)"
