,Layer1_bottom10,Layer2_bottom10,Layer3_bottom10,Layer4_bottom10,Layer5_bottom10,Layer6_bottom10,Layer7_bottom10,Layer8_bottom10,Layer9_bottom10,Layer10_bottom10
0,"('chesspiece (2).jpg', 0.9994479582366893)","('lego (2).jpg', 0.9290396093351104)","('helmet (2).jpg', 0.9708396352037678)","('helmet (2).jpg', 0.970835846577776)","('helmet (2).jpg', 0.970835846577776)","('nail (2).jpg', 0.9822700942206615)","('balloon (2).jpg', 0.9836531786233081)","('ovenmitt (2).jpg', 1.1429934576356966)","('nail (2).jpg', 0.9801011851232453)","('laundry (2).jpg', 1.003456053294962)"
1,"('basketball (2).jpg', 0.9997396363836301)","('balloon (2).jpg', 0.9511827551345652)","('chopsticks (2).jpg', 0.9802498802418469)","('chopsticks (2).jpg', 0.9803011209011612)","('chopsticks (2).jpg', 0.9803011209011612)","('balloon (2).jpg', 0.9969151261780443)","('computer (2).jpg', 0.9879140735777929)","('cheesegrater (2).jpg', 1.1470039923497368)","('chair (2).jpg', 0.9839980287212)","('basketballrim (2).jpg', 1.0038791212040665)"
2,"('fries (2).jpg', 1.0)","('stroller (2).jpg', 0.960398112446641)","('bat (2).jpg', 0.9825510471306291)","('bat (2).jpg', 0.9825973997174178)","('bat (2).jpg', 0.9825973997174178)","('garbagebag (2).jpg', 1.011589855785697)","('nail (2).jpg', 0.9956964771943846)","('coffeemaker (2).jpg', 1.186070768903511)","('basketballrim (2).jpg', 0.9953273493899574)","('nail (2).jpg', 1.0039689359937318)"
3,"('burger (2).jpg', 1.0)","('toothbrush (2).jpg', 0.9723666057195319)","('nail (2).jpg', 0.9831464595061884)","('nail (2).jpg', 0.9829030925256337)","('nail (2).jpg', 0.9829030925256337)","('umbrella (2).jpg', 1.012176574782981)","('helmet (2).jpg', 1.0142715862026657)","('laundry (2).jpg', 1.190665049710331)","('laundry (2).jpg', 1.0100931721738209)","('chair (2).jpg', 1.0041315604744545)"
4,"('cow (2).jpg', 1.0)","('dumbbell (2).jpg', 0.9792104233647294)","('rearview_mirror (2).jpg', 0.9909287422333531)","('rearview_mirror (2).jpg', 0.9906398356833905)","('rearview_mirror (2).jpg', 0.9906398356833905)","('bathrobe (2).jpg', 1.016417946682699)","('bathrobe (2).jpg', 1.0207172733219378)","('basketballrim (2).jpg', 1.2014416818031284)","('coffeemaker (2).jpg', 1.0121472008029486)","('cheesegrater (2).jpg', 1.0060326762983425)"
5,"('chicken (2).jpg', 1.0)","('washer (2).jpg', 0.9800478001218598)","('garbagebag (2).jpg', 1.0040399143343983)","('garbagebag (2).jpg', 1.0040556908811313)","('garbagebag (2).jpg', 1.0040556908811313)","('ironing (2).jpg', 1.0206713185458582)","('washer (2).jpg', 1.0215694234807635)","('chair (2).jpg', 1.2105459573692368)","('trophy (2).jpg', 1.0136399523498234)","('trophy (2).jpg', 1.0061192866284498)"
6,"('tennisball (2).jpg', 1.0000081872830517)","('beachpail (2).jpg', 0.9806498842976792)","('bowlingpin (2).jpg', 1.0049539522785047)","('bowlingpin (2).jpg', 1.0049484856999416)","('bowlingpin (2).jpg', 1.0049484856999416)","('birdcage (2).jpg', 1.026777804232003)","('chopsticks (2).jpg', 1.0270353870665099)","('cow (2).jpg', 1.2200145692976223)","('dustpan (2).jpg', 1.0158901151133377)","('cake (2).jpg', 1.006372985837985)"
7,"('bowlingpin (2).jpg', 1.0000081872830517)","('broom (2).jpg', 0.9838475752743172)","('stove (2).jpg', 1.0068338283723257)","('stove (2).jpg', 1.006843063769525)","('stove (2).jpg', 1.006843063769525)","('fishbowl (2).jpg', 1.027415939103591)","('cheesegrater (2).jpg', 1.0273742416378684)","('boxing_gloves (2).jpg', 1.241286374542812)","('ovenmitt (2).jpg', 1.0229956412695997)","('sippycup (2).jpg', 1.0071139507851303)"
8,"('helmet (2).jpg', 1.0000081872830517)","('lifejacket (2).jpg', 0.9890398108151887)","('motorhelmet (2).jpg', 1.0072089337959602)","('motorhelmet (2).jpg', 1.0071884806133709)","('motorhelmet (2).jpg', 1.0071884806133709)","('fish (2).jpg', 1.0299419962762528)","('garbagebag (2).jpg', 1.0287147767677363)","('nail (2).jpg', 1.2569634918556538)","('rainboots (2).jpg', 1.025256200053622)","('dustpan (2).jpg', 1.0072693217608988)"
9,"('bat (2).jpg', 1.0000081872830517)","('dustpan (2).jpg', 0.9936778916303972)","('strecher (2).jpg', 1.012364790030867)","('strecher (2).jpg', 1.0124091789268634)","('strecher (2).jpg', 1.0124091789268634)","('strecher (2).jpg', 1.0397618921633474)","('birdcage (2).jpg', 1.031480283683274)","('golfclubs (2).jpg', 1.263800092057819)","('cheesegrater (2).jpg', 1.0274885924282027)","('medal (2).jpg', 1.0073682174217502)"
