,AlexNet,AlexNet_Places365,GoogLeNet,GRCNN55,ResNet101,ResNet152,ResNet18,ResNet18_Places365,ResNet50,ResNet50_Places365,Resnext50_32x4d,Vgg16,Vgg19
1,1.0000096023686076,1.0000096023686076,1.1886489545432462,1.0513763289351252,1.009107629824881,1.0000096023686076,1.0932302477690528,1.0000096023686076,1.015239306989956,1.0000096023686076,1.0000096023686076,1.0000096023686076,1.0000096023686076
2,1.0042530845012492,1.0044372715402283,1.0800217193003077,1.515039316878773,1.022964299261636,1.0645903866060964,1.1347251394179176,1.0000054538854783,1.021814991878505,1.0077262263666744,1.018076804230759,1.096756758130112,1.087164932665368
3,1.685742811322147,1.363994354670346,1.1232201882935775,1.5501392638420666,1.2219156366083508,1.1786480936137875,1.2396336529172916,1.3704385940649475,1.25396368766373,1.26272491414321,1.1708456218802483,1.7381158546535358,1.8939838222047884
4,1.4459843556480685,1.2950752054028356,1.0671109687784954,1.1476440820706455,1.0660870978669224,1.0854506973653752,1.089388454302464,1.2905419888992502,1.0938532862588493,1.1874735805614398,1.0792675359286563,1.4898851747835091,1.613467947741725
5,1.0000094649943658,1.0476330122759103,1.0000094649943658,1.0000094649943658,1.003948706961812,1.00566182591225,1.0000094649943658,1.0000094649943658,1.0000094649943658,1.1116099999237927,1.0000094649943658,1.0000094649943658,1.0000094649943658
6,1.1690255078758298,1.1816003254982628,1.0540063831851172,1.210780592995809,1.034327090964225,1.0327099926276266,1.023286921106609,1.1778042097724273,1.0307786157014278,1.1216702974620718,1.039796272008038,1.1272824042570022,1.4302272717371625
7,1.5534598888776323,1.3539295381152716,1.311921613473077,1.3928750732359994,1.0680271264337335,1.0590908715469811,1.1916992924885628,1.3088689757728518,1.173223832299347,1.2754013340089068,1.1406756490498744,1.9221395742817369,2.07856863432996
8,2.3075604649655537,1.6833373556852451,1.1878193025222368,1.372313309935434,1.1909827609748656,1.2063209476033845,1.2045001108341715,1.584373192089488,1.3689512155946448,1.4517045347150288,1.244652676202118,1.8999669300110855,1.8261036053867432
9,1.4052056630678684,1.1060611790323138,1.199390122185046,1.166634213813472,1.122766696000752,1.074011489140928,1.126530399602029,1.134024839076788,1.2639203910600458,1.1295037220902002,1.1123919148418973,1.4050115307277622,1.4891923068577628
10,1.3712446168436403,1.388166376786373,1.1134563170367606,1.3949586774678753,1.2175595175465617,1.2429178375168544,1.1344082325400746,1.189611558277896,1.1280016029135356,1.0608303765974372,1.2774486119955824,1.3404144776690117,1.2754655499460172
11,1.3195649423932403,1.2637545438488758,1.093182210582804,1.098131475464044,1.0496531530747606,1.0655483579126843,1.049017208643355,1.121069983695608,1.0777301812169595,1.067108271694743,1.0711348764190225,1.1442719334174445,1.142204567238191
12,1.0000096023686076,1.0114822198478368,1.032494903269434,1.030964334451642,1.011590630406892,1.016158815474219,1.1037695530142435,1.006767995526992,1.0089092144569665,1.0080179335804424,1.010501766458403,1.0374755801316549,1.0375602624398137
13,1.1686979322193147,1.1687112604636016,1.121755406664296,1.2081678408667065,1.0513263426849475,1.0458828085993608,1.1131005378748753,1.1433639680739842,1.1404305603786102,1.1689603040358667,1.0508640335304713,1.1272688996545657,1.2034217932356253
14,1.7158793402894148,1.3423072377774152,1.500627640685928,1.3661269947079724,1.1339416961141064,1.121306513615734,1.170628322135791,1.4040316459567166,1.3262459720497566,1.2878165022680346,1.117472587344854,2.322426189711311,2.070797322311316
15,1.2679120882502135,1.11809898258348,1.0000094649943658,1.556827689749633,1.006353390681242,1.0000094649943658,1.0000094649943658,1.2603579552416455,1.0000094649943658,1.2556799967234438,1.0000094649943658,1.6974438211031917,1.944320811170697
16,1.3992404186343614,1.174537737631091,1.3031396463435068,1.5470592783387345,1.0362841683078137,1.048535873679398,1.1150061502001192,1.3781601778155037,1.055548343565405,1.2863601865372354,1.0494340627921974,1.7839564656900886,1.7555352327660287
