models,invalCorrelations,pVal_inVal,inOutRatioCorrelations,pVal_inOutRatio
"AlexNet_L2,ResNet50_L2",0.8531306955096216,{2.1604526908400878e-41},0.8196511922861247,{1.0967040603028859e-35}
"AlexNet_L2,ResNet50_L9",0.25672013799932913,{0.0020424393782816756},0.1307093097866308,{0.12102782035231636}
"AlexNet_L12,ResNet50_L9",0.15331066368546328,{0.06852419139086119},0.46178427766719843,{7.27442074398559e-09}
"AlexNet_L12,ResNet50_L2",0.24360076794271193,{0.0034855077266025456},0.3415973866059381,{3.175803315923967e-05}
