,Layer1_top10,Layer2_top10,Layer3_top10,Layer4_top10,Layer5_top10,Layer6_top10,Layer7_top10,Layer8_top10,Layer9_top10,Layer10_top10,Layer11_top10,Layer12_top10,Layer13_top10,Layer14_top10,Layer15_top10,Layer16_top10,Layer17_top10,Layer18_top10,Layer19_top10,Layer20_top10,Layer21_top10,Layer22_top10,Layer23_top10,Layer24_top10,Layer25_top10,Layer26_top10,Layer27_top10,Layer28_top10,Layer29_top10,Layer30_top10,Layer31_top10,Layer32_top10,Layer33_top10,Layer34_top10,Layer35_top10,Layer36_top10,Layer37_top10
0,"('basketballrim (2).jpg', 1.000009743789258)","('carpet (2).jpg', 1.0525985301438956)","('carpet (2).jpg', 1.052283884196253)","('rolette (2).jpg', 1.204086681620435)","('rolette (2).jpg', 1.2041858448544838)","('rolette (2).jpg', 1.2041858448544838)","('rolette (2).jpg', 1.711029290450662)","('rolette (2).jpg', 1.7110453251528006)","('rolette (2).jpg', 3.1838412780333414)","('rolette (2).jpg', 3.1838407882905893)","('rolette (2).jpg', 3.1838407882905893)","('rolette (2).jpg', 1.7577357588741576)","('rolette (2).jpg', 1.7577393589812271)","('rolette (2).jpg', 1.5684473014998372)","('rolette (2).jpg', 1.5684630569566893)","('remotecontrol (2).jpg', 1.5723707990019442)","('remotecontrol (2).jpg', 1.5723821530293158)","('carpet (2).jpg', 1.7600576061752338)","('carpet (2).jpg', 1.7600988952619614)","('carpet (2).jpg', 1.7600988952619614)","('remotecontrol (2).jpg', 2.419558768532075)","('remotecontrol (2).jpg', 2.4223259382242337)","('pizza (2).jpg', 2.597674039894779)","('pizza (2).jpg', 2.592501693126784)","('doll (2).jpg', 3.245491984098355)","('doll (2).jpg', 3.2403438748770528)","('doll (2).jpg', 3.9458428948534223)","('doll (2).jpg', 3.9458104822513236)","('doll (2).jpg', 3.9458104822513236)","('remotecontrol (2).jpg', 4.395784323362452)","('remotecontrol (2).jpg', 4.467446313773371)","('horse (2).jpg', 6.411735254762652)","('horse (2).jpg', 6.357318658409376)","('parrot (2).jpg', 13.272950218455298)","('parrot (2).jpg', 13.009823441942425)","('parrot (2).jpg', 43.961695459710555)","('parrot (2).jpg', 36.60975491393528)"
1,"('highchair (2).jpg', 1.0000096725620395)","('rubberduck (2).jpg', 1.049049726936181)","('rubberduck (2).jpg', 1.0487982185506006)","('tennisball (2).jpg', 1.189372135525602)","('tennisball (2).jpg', 1.1942906875864738)","('tennisball (2).jpg', 1.1942906875864738)","('beachball (2).jpg', 1.5888232533442956)","('beachball (2).jpg', 1.5888356851106484)","('beachball (2).jpg', 2.037110351279366)","('beachball (2).jpg', 2.037110200962955)","('beachball (2).jpg', 2.037110200962955)","('tennisball (2).jpg', 1.5225243482642623)","('tennisball (2).jpg', 1.5225177687170863)","('pants (2).jpg', 1.5119289331319583)","('pants (2).jpg', 1.511916735345228)","('rolette (2).jpg', 1.5540394983285333)","('rolette (2).jpg', 1.5540531613612951)","('rolette (2).jpg', 1.758472963945604)","('rolette (2).jpg', 1.7585192695279246)","('rolette (2).jpg', 1.7585192695279246)","('baseballball (2).jpg', 2.072074293796299)","('baseballball (2).jpg', 2.072717755661139)","('baseballball (2).jpg', 2.4478540769965895)","('baseballball (2).jpg', 2.458946395268158)","('baseballball (2).jpg', 3.1510579301287605)","('baseballball (2).jpg', 3.1632793652437377)","('pizza (2).jpg', 3.658521051330153)","('pizza (2).jpg', 3.6651330849341544)","('pizza (2).jpg', 3.6651330849341544)","('pizza (2).jpg', 4.279303353642257)","('pizza (2).jpg', 4.27726952329392)","('bird (2).jpg', 5.6423971827304715)","('bird (2).jpg', 5.637433051069605)","('horse (2).jpg', 12.291129050883235)","('horse (2).jpg', 12.390482347683502)","('fish (2).jpg', 40.3494342350784)","('fish (2).jpg', 33.093042081940915)"
2,"('bike (2).jpg', 1.0000095331866181)","('pizza (2).jpg', 1.0489506376878122)","('pizza (2).jpg', 1.0487232170460743)","('cone (2).jpg', 1.1836668842577445)","('cone (2).jpg', 1.1838889656321214)","('cone (2).jpg', 1.1838889656321214)","('tennisball (2).jpg', 1.4271710643236604)","('tennisball (2).jpg', 1.4264065085409474)","('bag (2).jpg', 2.0321870871572094)","('bag (2).jpg', 2.0321868863329575)","('bag (2).jpg', 2.0321868863329575)","('carpet (2).jpg', 1.4816442701603876)","('carpet (2).jpg', 1.481643880430048)","('remotecontrol (2).jpg', 1.4543053684217175)","('remotecontrol (2).jpg', 1.4543762063593766)","('carpet (2).jpg', 1.5123337068084277)","('carpet (2).jpg', 1.512325556448947)","('remotecontrol (2).jpg', 1.7543281578949907)","('remotecontrol (2).jpg', 1.7543696650520642)","('remotecontrol (2).jpg', 1.7543696650520642)","('pizza (2).jpg', 2.041117107833425)","('pizza (2).jpg', 2.0407155983460497)","('remotecontrol (2).jpg', 2.3109413796547518)","('remotecontrol (2).jpg', 2.326635621914203)","('pizza (2).jpg', 2.901184539587813)","('pizza (2).jpg', 2.8954964864751696)","('parrot (2).jpg', 3.2897100003976427)","('parrot (2).jpg', 3.28716889662482)","('parrot (2).jpg', 3.28716889662482)","('doll (2).jpg', 3.684910675554956)","('doll (2).jpg', 3.694080229370267)","('parrot (2).jpg', 5.3621811098261825)","('parrot (2).jpg', 5.466597720031341)","('bird (2).jpg', 10.365402729142124)","('bird (2).jpg', 10.145080695210764)","('bird (2).jpg', 21.14293121578132)","('horse (2).jpg', 17.963753793126724)"
3,"('footballball (2).jpg', 1.0000095331866181)","('deskchair (2).jpg', 1.0487988191783613)","('deskchair (2).jpg', 1.0483933059408344)","('rubberduck (2).jpg', 1.1683305963173347)","('rubberduck (2).jpg', 1.1684053697821273)","('rubberduck (2).jpg', 1.1684053697821273)","('bag (2).jpg', 1.3624714388643715)","('bag (2).jpg', 1.3624819618433741)","('carpet (2).jpg', 1.9364682677107783)","('carpet (2).jpg', 1.936468094608796)","('carpet (2).jpg', 1.936468094608796)","('beachball (2).jpg', 1.45620016207959)","('beachball (2).jpg', 1.4562033766665747)","('pizza (2).jpg', 1.4375844978510668)","('pizza (2).jpg', 1.4375708105117946)","('pants (2).jpg', 1.4682895791489194)","('pants (2).jpg', 1.4682871062514395)","('pants (2).jpg', 1.5470120942242078)","('pants (2).jpg', 1.5470064913052475)","('pants (2).jpg', 1.5470064913052475)","('carpet (2).jpg', 1.987979796614308)","('carpet (2).jpg', 1.9879421546663858)","('carpet (2).jpg', 2.243822011926929)","('carpet (2).jpg', 2.2435112995808595)","('barbie (2).jpg', 2.8606340888952833)","('barbie (2).jpg', 2.860416831964776)","('baseballball (2).jpg', 3.03810456706467)","('remotecontrol (2).jpg', 3.1032341915596544)","('remotecontrol (2).jpg', 3.1032341915596544)","('parrot (2).jpg', 3.620117227732216)","('parrot (2).jpg', 3.6331894650308496)","('doll (2).jpg', 5.2028781370168415)","('doll (2).jpg', 5.34936399866018)","('fish (2).jpg', 8.791070191955775)","('remotecontrol (2).jpg', 8.689857456706173)","('horse (2).jpg', 18.3114095227745)","('bird (2).jpg', 17.073817731754517)"
4,"('stroller (2).jpg', 1.0000095331866181)","('pancake (2).jpg', 1.0484163361014016)","('tennisball (2).jpg', 1.0481886112705585)","('carpet (2).jpg', 1.167224506139954)","('carpet (2).jpg', 1.1672538950373683)","('carpet (2).jpg', 1.1672538950373683)","('pants (2).jpg', 1.3440814832694319)","('pants (2).jpg', 1.344096940587485)","('tennisball (2).jpg', 1.8065095556960797)","('tennisball (2).jpg', 1.8065096391272897)","('tennisball (2).jpg', 1.8065096391272897)","('pizza (2).jpg', 1.4111289846045958)","('pizza (2).jpg', 1.4111298912762518)","('carpet (2).jpg', 1.4137442107528289)","('carpet (2).jpg', 1.4137365875434655)","('beachball (2).jpg', 1.3827869668897896)","('beachball (2).jpg', 1.3827903857764183)","('pizza (2).jpg', 1.5420164804322027)","('pizza (2).jpg', 1.5420739753783939)","('pizza (2).jpg', 1.5420739753783939)","('rolette (2).jpg', 1.8930659159839962)","('rolette (2).jpg', 1.893582647400815)","('rolette (2).jpg', 2.1455776676476312)","('rolette (2).jpg', 2.148193615197784)","('remotecontrol (2).jpg', 2.6602672317363547)","('remotecontrol (2).jpg', 2.683079053735304)","('remotecontrol (2).jpg', 3.023976045285115)","('baseballball (2).jpg', 3.0562635977465042)","('baseballball (2).jpg', 3.0562635977465042)","('bike (2).jpg', 3.395946095141574)","('baseballball (2).jpg', 3.4403276332459707)","('remotecontrol (2).jpg', 4.951034060139235)","('remotecontrol (2).jpg', 5.208852504612322)","('remotecontrol (2).jpg', 7.817785108063965)","('fish (2).jpg', 8.682219549339587)","('remotecontrol (2).jpg', 12.07640870351877)","('remotecontrol (2).jpg', 14.475883338080033)"
5,"('motorcycle (2).jpg', 1.0000095331866181)","('beachball (2).jpg', 1.048171921072207)","('pancake (2).jpg', 1.048168060980366)","('pants (2).jpg', 1.1640399243578847)","('pants (2).jpg', 1.1640275083311558)","('pants (2).jpg', 1.1640275083311558)","('roses (2).jpg', 1.3370130999945136)","('roses (2).jpg', 1.337023285449393)","('roses (2).jpg', 1.6441563230009033)","('roses (2).jpg', 1.6441562715511533)","('roses (2).jpg', 1.6441562715511533)","('pancake (2).jpg', 1.3936668979505886)","('pancake (2).jpg', 1.3936699807829889)","('television (2).jpg', 1.3820901197245319)","('television (2).jpg', 1.3821037477030431)","('pizza (2).jpg', 1.3669822676106438)","('pizza (2).jpg', 1.366972078277809)","('rubberduck (2).jpg', 1.4933521169523383)","('rubberduck (2).jpg', 1.4933762549678544)","('rubberduck (2).jpg', 1.4933762549678544)","('lipstick (2).jpg', 1.7290618527758177)","('lipstick (2).jpg', 1.729829087891123)","('barbie (2).jpg', 2.0126725994172703)","('barbie (2).jpg', 2.013925319757217)","('bike (2).jpg', 2.5786315907888397)","('bike (2).jpg', 2.583155080090794)","('barbie (2).jpg', 2.9027321178399927)","('barbie (2).jpg', 2.920050478760413)","('barbie (2).jpg', 2.920050478760413)","('baseballball (2).jpg', 3.390985667773)","('bike (2).jpg', 3.4081247763686404)","('pizza (2).jpg', 4.642956447773812)","('pizza (2).jpg', 4.735362623090469)","('pizza (2).jpg', 6.988722077711104)","('pizza (2).jpg', 7.033813805190793)","('baseballball (2).jpg', 9.908075093723179)","('pizza (2).jpg', 11.269812982351834)"
6,"('tent (2).jpg', 1.0000095331866181)","('tennisball (2).jpg', 1.0462392035224488)","('beachball (2).jpg', 1.0480977241756777)","('deskchair (2).jpg', 1.151907002696982)","('deskchair (2).jpg', 1.1518606438504682)","('deskchair (2).jpg', 1.1518606438504682)","('sippycup (2).jpg', 1.3275887959686998)","('sippycup (2).jpg', 1.3276035596241305)","('barbie (2).jpg', 1.6210583334862882)","('barbie (2).jpg', 1.6210582230123218)","('barbie (2).jpg', 1.6210582230123218)","('bag (2).jpg', 1.384718176681705)","('bag (2).jpg', 1.384715379030113)","('fridge (2).jpg', 1.3695891800496067)","('fridge (2).jpg', 1.370536076855689)","('lipstick (2).jpg', 1.3454278486031943)","('lipstick (2).jpg', 1.3454272982810658)","('bag (2).jpg', 1.4750087528533382)","('bag (2).jpg', 1.4750540073336496)","('bag (2).jpg', 1.4750540073336496)","('pants (2).jpg', 1.7111887246813178)","('pants (2).jpg', 1.7112181787301421)","('doll (2).jpg', 1.9568496686079564)","('doll (2).jpg', 1.9567414635093345)","('parrot (2).jpg', 2.5680171207098876)","('parrot (2).jpg', 2.5660819304266407)","('bike (2).jpg', 2.818633109309135)","('bike (2).jpg', 2.8400829824530933)","('bike (2).jpg', 2.8400829824530933)","('horse (2).jpg', 3.3758829374666752)","('horse (2).jpg', 3.3859997220986884)","('bike (2).jpg', 4.413379375617309)","('bike (2).jpg', 4.502164256049383)","('ambulance (2).jpg', 5.080927291963284)","('ambulance (2).jpg', 5.275749853090699)","('pizza (2).jpg', 9.261080680610108)","('baseballball (2).jpg', 11.265633547895396)"
7,"('dresser (2).jpg', 1.0000095331866181)","('cone (2).jpg', 1.044756926448334)","('cone (2).jpg', 1.0453251037881874)","('stove (2).jpg', 1.1479749714075167)","('stove (2).jpg', 1.1479114255693008)","('stove (2).jpg', 1.1479114255693008)","('cone (2).jpg', 1.3058045915187197)","('cone (2).jpg', 1.3058084849888254)","('pants (2).jpg', 1.602760583264557)","('pants (2).jpg', 1.6027605936597846)","('pants (2).jpg', 1.6027605936597846)","('pants (2).jpg', 1.3597877385805228)","('pants (2).jpg', 1.3597873975393586)","('beachball (2).jpg', 1.3512247765455028)","('beachball (2).jpg', 1.3512458965587462)","('bike (2).jpg', 1.3435092528634913)","('bike (2).jpg', 1.3435173958493236)","('bike (2).jpg', 1.4561521244939633)","('bike (2).jpg', 1.4561635372405841)","('bike (2).jpg', 1.4561635372405841)","('rubberduck (2).jpg', 1.7052133527438762)","('rubberduck (2).jpg', 1.705794903104074)","('bag (2).jpg', 1.9511829630007285)","('bag (2).jpg', 1.9528401454848996)","('rolette (2).jpg', 2.5288344107008283)","('rolette (2).jpg', 2.5318530327900897)","('rolette (2).jpg', 2.7827910780896716)","('rolette (2).jpg', 2.810010848943124)","('rolette (2).jpg', 2.810010848943124)","('bird (2).jpg', 3.357092131705471)","('bird (2).jpg', 3.36436453724821)","('ambulance (2).jpg', 4.041092874076968)","('ambulance (2).jpg', 4.150149945881855)","('doll (2).jpg', 5.022502130979623)","('doll (2).jpg', 5.221052330365078)","('tractor (2).jpg', 9.001987542847802)","('tractor (2).jpg', 9.6255677571698)"
8,"('coatrack (2).jpg', 1.0000094649943658)","('backyard_grill (2).jpg', 1.0429684248311204)","('backyard_grill (2).jpg', 1.0425445135485916)","('sink (2).jpg', 1.1399252589248086)","('sink (2).jpg', 1.1398746729049825)","('sink (2).jpg', 1.1398746729049825)","('backyard_grill (2).jpg', 1.2869653978017745)","('backyard_grill (2).jpg', 1.2869802142109743)","('television (2).jpg', 1.6013668190518615)","('television (2).jpg', 1.6013668490545452)","('television (2).jpg', 1.6013668490545452)","('remotecontrol (2).jpg', 1.356418530977685)","('remotecontrol (2).jpg', 1.356421924743001)","('lipstick (2).jpg', 1.3269365446523491)","('lipstick (2).jpg', 1.326949599511195)","('plant (2).jpg', 1.3420290500560013)","('plant (2).jpg', 1.3420369938889174)","('sleepingbag (2).jpg', 1.4524229382752494)","('sleepingbag (2).jpg', 1.4523964451300395)","('sleepingbag (2).jpg', 1.4523964451300395)","('bike (2).jpg', 1.7037018425040233)","('bike (2).jpg', 1.7036903934104668)","('bike (2).jpg', 1.9327994271363267)","('bike (2).jpg', 1.9360885857696963)","('carpet (2).jpg', 2.4740900876523013)","('carpet (2).jpg', 2.485735868320366)","('horse (2).jpg', 2.689522810997121)","('horse (2).jpg', 2.6855629698445913)","('horse (2).jpg', 2.6855629698445913)","('fish (2).jpg', 3.1678611996201593)","('fish (2).jpg', 3.1723066100627335)","('fish (2).jpg', 3.924815968134268)","('barbie (2).jpg', 3.9852838205187084)","('bike (2).jpg', 4.9605203556757775)","('bike (2).jpg', 5.056312701112554)","('ambulance (2).jpg', 7.91319376083035)","('ambulance (2).jpg', 8.925247790953241)"
9,"('helmet (2).jpg', 1.0000094649943658)","('golfcart (2).jpg', 1.0416751461634983)","('paper (2).jpg', 1.0414680968371506)","('plant (2).jpg', 1.1388997235485883)","('plant (2).jpg', 1.138928798256642)","('plant (2).jpg', 1.138928798256642)","('carpet (2).jpg', 1.2858753887468035)","('carpet (2).jpg', 1.2858872223451656)","('pizza (2).jpg', 1.5923501339373232)","('pizza (2).jpg', 1.5923500299555726)","('pizza (2).jpg', 1.5923500299555726)","('television (2).jpg', 1.3444856059209984)","('television (2).jpg', 1.3444868735502773)","('scissors (2).jpg', 1.3239540344808303)","('scissors (2).jpg', 1.3239615305046997)","('scissors (2).jpg', 1.3363047500061511)","('scissors (2).jpg', 1.3363318235086985)","('lipstick (2).jpg', 1.448450660896504)","('lipstick (2).jpg', 1.4484720875568677)","('lipstick (2).jpg', 1.4484720875568677)","('barbie (2).jpg', 1.6892358118282886)","('barbie (2).jpg', 1.6897292823139725)","('chess (2).jpg', 1.905966050709201)","('chess (2).jpg', 1.9163839504667648)","('chess (2).jpg', 2.3067695795654624)","('chess (2).jpg', 2.3220620519487274)","('fish (2).jpg', 2.6727581935713363)","('fish (2).jpg', 2.6773979539768513)","('fish (2).jpg', 2.6773979539768513)","('carpet (2).jpg', 3.040527832173589)","('carpet (2).jpg', 3.0633030480927275)","('barbie (2).jpg', 3.8900984812492925)","('fish (2).jpg', 3.9833215601676115)","('baseballball (2).jpg', 4.790905300729762)","('baseballball (2).jpg', 5.013506056752895)","('backhoe (2).jpg', 7.123319176390739)","('backhoe (2).jpg', 7.734550724355906)"
