,Layer1_top10,Layer2_top10,Layer3_top10,Layer4_top10,Layer5_top10,Layer6_top10,Layer7_top10,Layer8_top10,Layer9_top10,Layer10_top10,Layer11_top10,Layer12_top10,Layer13_top10
0,"('60street', 1.0000101942001327)","('08beachball-pail', 2.249113549716928)","('08beachball-pail', 2.3075604649655537)","('08beachball-pail', 2.3075604649655537)","('08beachball-pail', 1.6234402179691836)","('08beachball-pail', 1.64598405663516)","('08beachball-pail', 1.64598405663516)","('53ocean', 1.6070684435279536)","('53ocean', 1.6170208759396199)","('08beachball-pail', 1.8604587542508888)","('08beachball-pail', 1.898729994370253)","('42horseriding', 2.2816091549407442)","('42horseriding', 2.333987162416759)"
1,"('61street', 1.0000101942001327)","('03backyard', 1.4124763959347402)","('03backyard', 1.4147972403909004)","('03backyard', 1.4147972403909004)","('53ocean', 1.5245627175897993)","('53ocean', 1.52936578846108)","('53ocean', 1.52936578846108)","('45kitchen', 1.5181014525186722)","('45kitchen', 1.532112057955326)","('53ocean', 1.8531579863706793)","('66tools', 1.8545936276975459)","('53ocean', 2.190378454493291)","('08beachball-pail', 2.2606658358290117)"
2,"('21cheese', 1.0000101942001327)","('18car', 1.4068551134086977)","('18car', 1.4095088484154994)","('18car', 1.4095088484154994)","('45kitchen', 1.4645941939172473)","('45kitchen', 1.4812914645120352)","('45kitchen', 1.4812914645120352)","('08beachball-pail', 1.4886926483995104)","('08beachball-pail', 1.49715338416583)","('66tools', 1.8181234316450274)","('53ocean', 1.8528453198341892)","('08beachball-pail', 2.126117209214277)","('53ocean', 2.0964342674052427)"
3,"('52motorbike', 1.0000100395066203)","('71valentines', 1.4023995545772947)","('20casino', 1.4081847136127594)","('20casino', 1.4081847136127594)","('42horseriding', 1.4639775814866418)","('42horseriding', 1.4680938685350458)","('42horseriding', 1.4680938685350458)","('42horseriding', 1.4625094578505924)","('42horseriding', 1.4778410884273387)","('45kitchen', 1.784143611657865)","('45kitchen', 1.8232451237927048)","('66tools', 1.8420344839729692)","('66tools', 1.9108791592342695)"
4,"('07bathrobe-slippers', 1.0000100395066203)","('20casino', 1.4001395862441355)","('71valentines', 1.4080629807727651)","('71valentines', 1.4080629807727651)","('03backyard', 1.4424011244319925)","('03backyard', 1.4496529065328656)","('03backyard', 1.4496529065328656)","('55office-computer-printer', 1.444282923796148)","('55office-computer-printer', 1.4585902157913755)","('31farm', 1.7813592723949159)","('31farm', 1.8007422362073389)","('65toilet', 1.8374383878005085)","('20casino', 1.9108639575318396)"
5,"('67toy', 1.0000098894377727)","('42horseriding', 1.3823174322156813)","('42horseriding', 1.384614029862549)","('42horseriding', 1.384614029862549)","('14boat', 1.391786166929304)","('14boat', 1.3991756053125268)","('14boat', 1.3991756053125268)","('31farm', 1.4288547218842522)","('31farm', 1.441913760055544)","('42horseriding', 1.7746670399977391)","('42horseriding', 1.7875450110450175)","('45kitchen', 1.7963221650223367)","('65toilet', 1.9033292334862122)"
6,"('23childEating', 1.0000098894377727)","('53ocean', 1.3465354205339428)","('65toilet', 1.3525579273113542)","('65toilet', 1.3525579273113542)","('56office-desk-chair', 1.3735343566722784)","('56office-desk-chair', 1.3799604163277952)","('56office-desk-chair', 1.3799604163277952)","('03backyard', 1.406190600836773)","('03backyard', 1.4106623369707387)","('55office-computer-printer', 1.7021564941279306)","('55office-computer-printer', 1.7205664539425345)","('20casino', 1.7687417381143782)","('45kitchen', 1.8687793455047128)"
7,"('18car', 1.0000098894377727)","('14boat', 1.34508869347574)","('14boat', 1.3482958401540146)","('14boat', 1.3482958401540146)","('46kitchen2', 1.3569688109370046)","('18car', 1.357513662295875)","('18car', 1.357513662295875)","('66tools', 1.4058366869655599)","('65toilet', 1.4085885727927085)","('41hiking', 1.5782713747459736)","('65toilet', 1.5830067651995352)","('31farm', 1.7447354242899042)","('31farm', 1.8280933257052743)"
8,"('11biking', 1.0000098894377727)","('37golf', 1.3445850773742747)","('46kitchen2', 1.3474705888562726)","('46kitchen2', 1.3474705888562726)","('65toilet', 1.3541346242408001)","('31farm', 1.3557638910842564)","('31farm', 1.3557638910842564)","('65toilet', 1.4051415042183635)","('30emergency', 1.39512133593228)","('65toilet', 1.5644901776353688)","('41hiking', 1.5821962366319495)","('57pancakes', 1.7297676753826294)","('41hiking', 1.820526386491977)"
9,"('54office_supply', 1.0000098894377727)","('46kitchen2', 1.33568894574305)","('37golf', 1.3474145063421024)","('37golf', 1.3474145063421024)","('31farm', 1.351271080627469)","('46kitchen2', 1.3524748650154659)","('46kitchen2', 1.3524748650154659)","('30emergency', 1.3716098344796195)","('66tools', 1.392986519150315)","('56office-desk-chair', 1.5287271702298662)","('56office-desk-chair', 1.551493545123606)","('55office-computer-printer', 1.7237775663474466)","('55office-computer-printer', 1.7806856091461105)"
