,Layer1_bottom10,Layer2_bottom10,Layer3_bottom10,Layer4_bottom10,Layer5_bottom10,Layer6_bottom10,Layer7_bottom10,Layer8_bottom10,Layer9_bottom10,Layer10_bottom10
0,"('22chess', 0.9994718178634568)","('69tub', 0.8318635561432052)","('70tv', 0.8209945190926523)","('70tv', 0.8209874819534989)","('70tv', 0.8209874819534989)","('70tv', 0.7863512106019275)","('70tv', 0.8079597968433859)","('51makeup', 0.6927055442940152)","('26coathanging', 0.9251385202612905)","('22chess', 0.9867355091448435)"
1,"('06basketball', 0.9998745821547136)","('38groceryshopping', 0.8727861422768485)","('11biking', 0.8918376663659063)","('11biking', 0.8918231481314635)","('11biking', 0.8918231481314635)","('64tennis', 0.7939382285046074)","('15bowling', 0.8738014063856331)","('67toy', 0.7462527416105903)","('22chess', 0.9432092240600124)","('67toy', 0.9887549898372399)"
2,"('02baby', 1.0000054538854783)","('64tennis', 0.91463027689546)","('64tennis', 0.9024167206266966)","('64tennis', 0.9024179157608313)","('64tennis', 0.9024179157608313)","('49livingroom-chair', 0.8737698863406878)","('59pizza', 0.8865127536860523)","('01art', 0.7886582332195468)","('67toy', 0.9443531182536112)","('19carpet', 0.989954745070816)"
3,"('46kitchen2', 1.0000055379211592)","('21cheese', 0.9222977104786969)","('49livingroom-chair', 0.9140687137523325)","('49livingroom-chair', 0.9140706944004253)","('49livingroom-chair', 0.9140706944004253)","('11biking', 0.8793337500651579)","('05baseball', 0.8900263856913287)","('15bowling', 0.8014822008943662)","('19carpet', 0.9546703443045219)","('28construction', 0.9915135756372715)"
4,"('45kitchen', 1.0000055379211592)","('01art', 0.9235353922021566)","('06basketball', 0.9416464976626342)","('06basketball', 0.9416457804457355)","('06basketball', 0.9416457804457355)","('15bowling', 0.8863841520592886)","('49livingroom-chair', 0.9092442283297683)","('19carpet', 0.8095187085773787)","('49livingroom-chair', 0.955183563398244)","('26coathanging', 0.9936971154619689)"
5,"('10bed-dresser', 1.0000089655355493)","('59pizza', 0.9417247594640584)","('15bowling', 0.9678922916517932)","('15bowling', 0.9679012928538798)","('15bowling', 0.9679012928538798)","('26coathanging', 0.8915072384032933)","('06basketball', 0.9103510928468399)","('22chess', 0.8105853001913896)","('70tv', 0.9603543212458284)","('25clothing', 0.9946049395597281)"
6,"('69tub', 1.000009099550753)","('44kayak', 0.9489929194502533)","('40gym', 0.9684739522750085)","('40gym', 0.9684677170671502)","('40gym', 0.9684677170671502)","('06basketball', 0.923424703632046)","('19carpet', 0.9135369040900182)","('44kayak', 0.8321071531807599)","('02baby', 0.9670870796945693)","('29cooking', 0.9946951058334476)"
7,"('65toilet', 1.000009099550753)","('23childEating', 0.9578451456505761)","('21cheese', 0.9704017393320222)","('21cheese', 0.9704236087918666)","('21cheese', 0.9704236087918666)","('54office_supply', 0.9248917109708161)","('11biking', 0.9241971133311931)","('25clothing', 0.8404633617677478)","('28construction', 0.9684316559501306)","('44kayak', 0.9947454486463168)"
8,"('63teethhygene', 1.000009099550753)","('24cleaning', 0.9609199843370934)","('55office-computer-printer', 0.9727544794842167)","('55office-computer-printer', 0.9727751059000778)","('55office-computer-printer', 0.9727751059000778)","('59pizza', 0.9292244822402164)","('01art', 0.9291179030390412)","('12birdcage', 0.8499784664026178)","('29cooking', 0.9719755181033866)","('12birdcage', 0.9950946990924948)"
9,"('73winter', 1.0000094514728177)","('73winter', 0.9692405178148542)","('39gun', 0.9737258496651601)","('39gun', 0.9736520354810532)","('39gun', 0.9736520354810532)","('67toy', 0.9312757795013351)","('58party', 0.9304138102197246)","('49livingroom-chair', 0.8857169095210344)","('06basketball', 0.9738555698380648)","('47laundry', 0.9958787810620604)"
