models,invalCorrelations,pVal_inVal,inOutRatioCorrelations,pVal_inOutRatio
"AlexNet_Places365_L2,ResNet18_Places365_L2",0.8857211994485503,{1.663367846120158e-48},0.871153937586452,{4.3620046132433356e-45}
"AlexNet_Places365_L2,ResNet18_Places365_L9",0.18981911348564212,{0.023661927160864397},0.26366212226819746,{0.0015221828824913386}
"AlexNet_Places365_L12,ResNet18_Places365_L9",0.7350799449686852,{2.1360152465571347e-25},0.704284958870038,{1.4008488689525896e-22}
"AlexNet_Places365_L12,ResNet18_Places365_L2",0.2433738263662076,{0.0035170371869164456},0.43959604537612806,{4.41591854303377e-08}
