,Layer1inVals,Layer1inOutRatios,Layer2inVals,Layer2inOutRatios,Layer3inVals,Layer3inOutRatios,Layer4inVals,Layer4inOutRatios,Layer5inVals,Layer5inOutRatios,Layer6inVals,Layer6inOutRatios,Layer7inVals,Layer7inOutRatios,Layer8inVals,Layer8inOutRatios,Layer9inVals,Layer9inOutRatios,Layer10inVals,Layer10inOutRatios,Layer11inVals,Layer11inOutRatios,Layer12inVals,Layer12inOutRatios,Layer13inVals,Layer13inOutRatios,Layer14inVals,Layer14inOutRatios,Layer15inVals,Layer15inOutRatios,Layer16inVals,Layer16inOutRatios,Layer17inVals,Layer17inOutRatios,Layer18inVals,Layer18inOutRatios,Layer19inVals,Layer19inOutRatios,Layer20inVals,Layer20inOutRatios,Layer21inVals,Layer21inOutRatios,Layer22inVals,Layer22inOutRatios,Layer23inVals,Layer23inOutRatios,Layer24inVals,Layer24inOutRatios,Layer25inVals,Layer25inOutRatios,Layer26inVals,Layer26inOutRatios,Layer27inVals,Layer27inOutRatios,Layer28inVals,Layer28inOutRatios,Layer29inVals,Layer29inOutRatios,Layer30inVals,Layer30inOutRatios,Layer31inVals,Layer31inOutRatios,Layer32inVals,Layer32inOutRatios,Layer33inVals,Layer33inOutRatios,Layer34inVals,Layer34inOutRatios,Layer35inVals,Layer35inOutRatios,Layer36inVals,Layer36inOutRatios,Layer37inVals,Layer37inOutRatios
0,1.0,1.0000096023686076,0.9093832210080144,0.9806063972918324,0.9101711100481671,0.9806460504624854,0.677381961902815,0.9068128206278389,0.6773689921627303,0.9066722923847234,0.6773689921627303,0.9066722923847234,0.5544882271739342,0.8869944289486487,0.5544882271739342,0.8870008355099623,0.31525046481734753,0.705946220104968,0.31525046481734753,0.7059461928168195,0.31525046481734753,0.7059461928168195,0.431242035777894,0.7997044722435372,0.431242035777894,0.799706151275983,0.4318242695253111,0.8016255760339104,0.4318242695253111,0.801632356316462,0.38192390700383677,0.7553722789040097,0.38192750276167764,0.7553801686830246,0.2774527072541463,0.6414696076734425,0.2772701533709641,0.6411042308378033,0.2772701533709641,0.6411042308378033,0.22480269548180448,0.5967810321903988,0.2245682887380003,0.5964288968392014,0.1562508628095552,0.46276730854607234,0.15513941207762413,0.4608087542190024,0.12865110722148748,0.44962778059424474,0.12745053741260623,0.447253324381107,0.10633284117673808,0.38256261296429833,0.1031387039356755,0.3748455467172203,0.1031387039356755,0.3748455467172203,0.05409536484031941,0.21959626184150904,0.05237071439957074,0.21398299531214787,0.040811519544775535,0.18741252616049398,0.035355960082751874,0.16640458888943244,0.029981541059981485,0.1524426269131219,0.02427446867482192,0.12767927521968478,-0.003249554049154736,-0.02089260914202196,-0.01782438787090502,-0.12699250692256625
1,1.0,1.0000054538854783,0.9454930389349829,1.0044397597995154,0.9457678994137185,1.0043055463122461,0.7947314395017036,0.9959050768539506,0.7947314395017036,0.9959137938087658,0.7947314395017036,0.9959137938087658,0.6538730986308959,1.0025963338721413,0.6538730986308959,1.0026052994420225,0.5303968523059233,1.0470052455179966,0.5303968523059233,1.0470052414855657,0.5303968523059233,1.0470052414855657,0.5789199648684327,1.0161455289777939,0.5789199648684327,1.0161470697947446,0.5641606007698822,0.9736915699669911,0.5641606007698822,0.9736987797590045,0.5702067124883363,1.0226786576813731,0.5702067124883363,1.0226838423745863,0.48164602974938747,0.9520934848806849,0.48164602974938747,0.9521090809300193,0.48164602974938747,0.9521090809300193,0.41917774336688174,0.9746892349200498,0.41898012203159524,0.9745932429019636,0.3891088586161805,0.9710004117546016,0.388641764426698,0.9724335625514666,0.3201432568206576,0.9318107419840695,0.3186998371186851,0.9312981588542539,0.33661926055771074,1.0085094273004143,0.33243987635707906,1.0052910391616947,0.33243987635707906,1.0052910391616947,0.2893812029482499,0.9614052388013815,0.2868297761399926,0.9594772327467942,0.2511243324773455,0.9592496673326542,0.24356200065737116,0.9516364541017587,0.23259119639546813,1.0328077420642363,0.23122672631143706,1.0545922191880377,0.19402552520501415,1.0849532379756492,0.17693907572949372,1.087164932665368
2,1.0,1.0000094649943658,0.9875530877690893,1.038950735125004,0.9875530877690893,1.038544306890885,0.9405634779759252,1.1259074944065244,0.9405634779759252,1.125867974712743,0.9405634779759252,1.125867974712743,0.8760444635378986,1.2584370640347198,0.8760444635378986,1.2584506998244522,0.8447088138631106,1.444680735612995,0.8447088138631106,1.4446807425964487,0.8447088138631106,1.4446807425964487,0.7816443089070524,1.2516943055946292,0.7816443089070524,1.2516964494117524,0.7680741495137753,1.2209759501823538,0.7680741495137753,1.2209817037155943,0.6761802435001703,1.1683034551919729,0.6761802435001703,1.1683116826389865,0.6736900611297391,1.2470188046257995,0.6736900611297391,1.2470262577673397,0.6736900611297391,1.2470262577673397,0.5680005914023362,1.2555573159972067,0.5679439802865577,1.2557687552224812,0.5397722314380569,1.307445388780191,0.5388324526231737,1.3086275272704895,0.44429516475021785,1.2882104971591237,0.44310151695077676,1.2895299302511265,0.46409250479808634,1.3546897502187827,0.46156924932903165,1.3580934600709877,0.46156924932903165,1.3580934600709877,0.43697756470931864,1.4280229516803042,0.43458993258311607,1.430257780381063,0.4097452317828912,1.542625477639647,0.4030757929759127,1.5521450454751795,0.38709858577304507,1.5823049090634511,0.38202728013537807,1.6084488053159922,0.3377923509322492,1.8167618437276543,0.3227372841650044,1.8939838222047884
3,1.0,1.0000094649943658,0.9801178234316698,1.0300516573531162,0.9801178234316698,1.0296507363755631,0.9090146892720203,1.0830484374983689,0.9090146892720203,1.083017858139045,0.9090146892720203,1.083017858139045,0.7836401522040229,1.1266536969801382,0.7836401522040229,1.126663571684349,0.6906907746216298,1.2127098993657885,0.6906907746216298,1.2127098943475687,0.6906907746216298,1.2127098943475687,0.7149299745124764,1.1368254655498713,0.7149299745124764,1.1368267928777758,0.6971895757938944,1.115741157241657,0.6971895757938944,1.1157462207213522,0.6754683119954027,1.131144785358836,0.6754683119954027,1.1311497867321698,0.6361986815419916,1.1708090608073405,0.6361986815419916,1.17082418283607,0.6361986815419916,1.17082418283607,0.567455103850514,1.2032467898296029,0.5674023171201079,1.2034306807309507,0.5133263769264211,1.1668914083322257,0.5122017629626893,1.1672400325589378,0.42929621879149904,1.1477532995617656,0.42849243642767043,1.14812212441953,0.41125294428259757,1.1474755595674342,0.4100867297694329,1.1501818682022351,0.4100867297694329,1.1501818682022351,0.3997847425224834,1.168411642242138,0.39827501247508534,1.1696609914076042,0.37325398462409487,1.3142480625315747,0.37020733518539295,1.3218011177888007,0.32962421930731556,1.3422609163271537,0.32617586677637506,1.354709510638204,0.29826119576531307,1.5687953237463852,0.2916757139015861,1.613467947741725
4,1.0,1.0000094649943658,0.9284197429667911,0.9958027021726743,0.9294725753070889,0.995901181062385,0.7080930118582957,0.9366909980074339,0.7079397009310808,0.9365661634915745,0.7079397009310808,0.9365661634915745,0.5448471373424837,0.9131601206187503,0.5446338632669773,0.9129469970660357,0.2586468970882918,0.6442572213471657,0.2586468970882918,0.6442572099428567,0.2586468970882918,0.6442572099428567,0.39215789931030065,0.8026605486834891,0.39215898111633346,0.8026614794721392,0.33951368245826485,0.730094285040839,0.33951391340795634,0.7301276812984447,0.2763121776844841,0.6660405932568694,0.276265965383417,0.6659670837275057,0.21992998457148347,0.6274296381614161,0.2197726627836957,0.6270886845750635,0.2197726627836957,0.6270886845750635,0.17952691668273446,0.6708969565913818,0.17902050715443077,0.67008387292488,0.19215887398058534,0.7506893463566082,0.188859505155576,0.7438700917090603,0.19876611371436276,0.87798605397461,0.19544827627522302,0.8695036491727254,0.2039832334938221,0.8820490245707013,0.19669718405500058,0.8648828330454883,0.19669718405500058,0.8648828330454883,0.16405380186618387,0.7331464772776017,0.1604661244163076,0.7243142170161819,0.17539867003085496,0.8999330024780363,0.1669555931335358,0.8808182859503607,0.12140975058169311,0.7618043011601046,0.11699786340071014,0.7690851867584942,0.05319607122389949,0.47655238606085837,0.03795829543733819,0.38614606344514885
5,0.9997357878090597,0.9998745821547136,0.9492875769785504,1.0111791693739536,0.9492875769785504,1.010880158507935,0.8649377981571361,1.0622192873623562,0.8649377981571361,1.062254821305465,0.8649377981571361,1.062254821305465,0.7056388090374205,1.0736506494776212,0.7056221058088336,1.0736453888846762,0.5624854304438783,1.0900323742310818,0.5624854304438783,1.0900323385414545,0.5624854304438783,1.0900323385414545,0.5818602801791285,1.0145561927489162,0.5818602801791285,1.0145592707623237,0.6066835710633857,1.0346800934158369,0.6066835710633857,1.034683297325137,0.5495033139314908,1.0226565007420825,0.5495033139314908,1.0226625292357003,0.5254114346205537,1.0648159248766262,0.5254114346205537,1.0648220136377384,0.5254114346205537,1.0648220136377384,0.45061554696264206,1.0781442505403387,0.4499630515445454,1.0774584038769768,0.38976328373430524,0.9940502981459125,0.3883888327322522,0.9934464351034128,0.3449565664303103,1.0148525558422288,0.34426772425741897,1.0157003919701242,0.346294186116178,1.0274831665944617,0.3433508575015756,1.0274530607093244,0.3433508575015756,1.0274530607093244,0.2967891255205549,0.9904252455415654,0.2957014489630159,0.9927590774259648,0.3044773059073651,1.1146117665949677,0.2963788811251882,1.112523621802759,0.28501623211964433,1.212268045595039,0.274362411145161,1.2072671130742738,0.27218519448622314,1.4055249969889385,0.2501467358496351,1.4302272717371625
6,1.0,1.0000100395066203,0.9586495855697863,1.0190492085420537,0.9598886863562243,1.0194009822074102,0.8416709746062826,1.046529507378039,0.8419786902283108,1.0468473366072752,0.8419786902283108,1.0468473366072752,0.6845796788843868,1.0615779608863012,0.6844929335379003,1.0615269450770668,0.6543282877573046,1.2310389418496908,0.6543282877573046,1.2310389452602326,0.6543282877573046,1.2310389452602326,0.637263329965392,1.0989776557617927,0.637263329965392,1.09897867947664,0.6578941524505724,1.1097614365723987,0.6578941524505724,1.1097595263651496,0.5975470127454963,1.0883506295792982,0.5975470127454963,1.0883545381149247,0.6036203629384271,1.1937066723883283,0.6036203629384271,1.1936852479423838,0.6036203629384271,1.1936852479423838,0.48519790216566266,1.1647402183157634,0.4851737192108398,1.164848791918603,0.4748481072774469,1.2223275751704898,0.4745544231124076,1.2233495124497398,0.38316878448058,1.2233167680405466,0.3826938998950123,1.2251219409280427,0.41375209198324575,1.321393267318968,0.41310283152923316,1.325033673837246,0.41310283152923316,1.325033673837246,0.38301236156099533,1.3962786551131128,0.3804892473424092,1.3983940214458699,0.39768993863159346,1.8407241405574106,0.38881357674464484,1.8533116104907992,0.36242869843062125,1.8588780078501195,0.34994171763848547,1.8770470039118425,0.3316105828864412,2.07856863432996,0.2919500506955611,2.0648042311410695
7,1.0,1.000009743789258,0.8598206663250391,1.0222937608445775,0.8598933722148868,1.0193813966656364,0.5188870070004229,1.0219682753414585,0.5153575658169512,1.017397636354098,0.5153575658169512,1.017397636354098,0.562623027837267,1.3797172556665234,0.562623027837267,1.3797335849482604,0.4383290892743832,1.5085610062732302,0.4383290892743832,1.5085609697474374,0.4383290892743832,1.5085609697474374,0.5754578696919884,1.2002226381273178,0.5754578696919884,1.2002248136631386,0.6312266702233097,1.1691364949145457,0.6312266702233097,1.1691537021555023,0.6361581451260132,1.1822183278976353,0.6361581451260132,1.182221959153668,0.6214576630999843,1.2273086486369669,0.6214487534592837,1.2273137196138575,0.6214487534592837,1.2273137196138575,0.5441015929077779,1.2729069367405126,0.5438525029100864,1.27298036665897,0.572994914206878,1.3614544280763246,0.571613351453937,1.3617941744813897,0.5361676731343511,1.4557987049772825,0.5344068397196413,1.4564040385638914,0.5503005507053769,1.5301720277251778,0.5484847721811072,1.5350763794927011,0.5484847721811072,1.5350763794927011,0.5153078360413493,1.5233916387439195,0.5116669770219188,1.524469256179664,0.47335896434738317,1.5267190458896267,0.46478804284772784,1.5286303172043123,0.44461281742293296,1.5768732948951727,0.43485356934223246,1.5887878029320865,0.38773355687110933,1.7652113003202372,0.3645087684611311,1.8261036053867432
8,1.0,1.000009743789258,0.9256947917546635,0.9961810710523459,0.9275843867287121,0.9969374979903808,0.7938935710736332,1.0156828164388263,0.7938935710736332,1.0157383216228806,0.7938935710736332,1.0157383216228806,0.6331416506802988,1.007097145191251,0.6331416506802988,1.0071078409379295,0.49334064783310944,1.0167258823636791,0.49334064783310944,1.0167258521300726,0.49334064783310944,1.0167258521300726,0.590530130813173,1.0499798368028812,0.590530130813173,1.0499828765711148,0.6270879899686901,1.0537657413234645,0.6270741646698605,1.053738025969684,0.5680156113689379,1.0488480140809233,0.5679309120845821,1.0487515475417488,0.5242399397789386,1.073792895386818,0.524203418670322,1.0737146434831808,0.524203418670322,1.0737146434831808,0.46041055525674146,1.1084022299810496,0.46004042028312286,1.108220519128431,0.44077794157727973,1.1170461056770438,0.4379916960758885,1.115426663160015,0.3953905717782251,1.166420115496197,0.3918718428404091,1.1627026254473911,0.41112132041874944,1.208705781416153,0.40587532170309354,1.2073846127033476,0.40587532170309354,1.2073846127033476,0.38477257485711336,1.240425257417621,0.3829037007991225,1.2419136221915945,0.33911614674714263,1.2900616199046906,0.3317959962086491,1.290099180511878,0.2998349772369883,1.2791145310917955,0.289351063978974,1.2789084450969914,0.2915789538407129,1.4891923068577628,0.2650799686648385,1.488554279214318
9,1.0,1.0000089655355493,0.9651238880539583,1.0228178321703671,0.9651238880539583,1.0224535686386977,0.8762803904975932,1.085011276165214,0.8762803904975932,1.0850099864001184,0.8762803904975932,1.0850099864001184,0.7465681416098104,1.143114211608147,0.7465681416098104,1.1431240393302644,0.64454544884811,1.2482732555912854,0.64454544884811,1.2482732566607693,0.64454544884811,1.2482732566607693,0.5991135438283075,1.0648046435578058,0.5991135438283075,1.0648067674740826,0.597527175048884,1.0664437959181707,0.597527175048884,1.066450133432129,0.5822158821395295,1.095333313099521,0.5822158821395295,1.0953403559865456,0.5402754360804997,1.107572973112619,0.5402892112649584,1.1075965145191244,0.5402892112649584,1.1075965145191244,0.47911047379471555,1.1783734442032558,0.4789286776454072,1.1785263300655806,0.4611506657470424,1.1846869631774344,0.4603086092084695,1.18653737820472,0.4293958372973458,1.274829002698377,0.4272019115615958,1.275403910053975,0.3944429270093741,1.221316540431295,0.39358615219675214,1.227085186699576,0.39358615219675214,1.227085186699576,0.3556901283556419,1.1926659191821556,0.35166852378885904,1.1893743112881932,0.3160994463003665,1.2234949139535995,0.3035759920615554,1.2107084040327332,0.2359003069214461,1.063280948042888,0.2217376565170833,1.0440155460417992,0.21468136456117634,1.242306443641675,0.1962112693969034,1.2754655499460172
