,Layer1_bottom10,Layer2_bottom10,Layer3_bottom10,Layer4_bottom10,Layer5_bottom10,Layer6_bottom10,Layer7_bottom10,Layer8_bottom10,Layer9_bottom10,Layer10_bottom10
0,"('22chess', 0.9994710361086783)","('69tub', 0.8754578637611099)","('70tv', 0.8829873011866824)","('70tv', 0.8829784608924126)","('70tv', 0.8829784608924126)","('70tv', 0.7803711291850749)","('70tv', 0.7898283359839934)","('67toy', 0.6839300446429354)","('49livingroom-chair', 0.9269986558386687)","('67toy', 0.9881282435296876)"
1,"('06basketball', 0.9998742030873513)","('38groceryshopping', 0.9111612917141263)","('64tennis', 0.914573315943842)","('64tennis', 0.9146082802033173)","('64tennis', 0.9146082802033173)","('49livingroom-chair', 0.8458052362660133)","('49livingroom-chair', 0.8932172806491742)","('15bowling', 0.6930906502103718)","('68toys', 0.9423632164962263)","('68toys', 0.9916254273325239)"
2,"('01art', 1.0000091889294935)","('01art', 0.9260999553776644)","('11biking', 0.9184378843121676)","('11biking', 0.9183834570796016)","('11biking', 0.9183834570796016)","('06basketball', 0.8866385026589008)","('59pizza', 0.9095108983740661)","('01art', 0.7379002799526149)","('70tv', 0.9493208566851744)","('49livingroom-chair', 0.9930117364421019)"
3,"('52motorbike', 1.0000091889294935)","('21cheese', 0.9412695153830373)","('49livingroom-chair', 0.9304163468429227)","('49livingroom-chair', 0.9303945827399726)","('49livingroom-chair', 0.9303945827399726)","('15bowling', 0.9011288462770043)","('11biking', 0.9201417397954579)","('51makeup', 0.7389929845937467)","('26coathanging', 0.9542760193771276)","('28construction', 0.9934020775869911)"
4,"('51makeup', 1.0000091889294935)","('44kayak', 0.9505601586062109)","('40gym', 0.9535203324248731)","('40gym', 0.9534598367249756)","('40gym', 0.9534598367249756)","('11biking', 0.9052885712311317)","('01art', 0.9231895048688409)","('19carpet', 0.8120200904076644)","('67toy', 0.9573688715721637)","('29cooking', 0.9939383106605237)"
5,"('50lock', 1.0000091889294935)","('59pizza', 0.9584203637132848)","('39gun', 0.9567926932662981)","('39gun', 0.956565906823651)","('39gun', 0.956565906823651)","('64tennis', 0.9211418036079426)","('05baseball', 0.9307940088841689)","('22chess', 0.8193682844504654)","('11biking', 0.9638018722552057)","('26coathanging', 0.9944689795445034)"
6,"('49livingroom-chair', 1.0000091889294935)","('64tennis', 0.9591992410875367)","('05baseball', 0.9573572952939902)","('05baseball', 0.9574945037309898)","('05baseball', 0.9574945037309898)","('40gym', 0.9236569943105333)","('06basketball', 0.934115844630644)","('49livingroom-chair', 0.8206859093422053)","('12birdcage', 0.964018716993312)","('19carpet', 0.9945535212969965)"
7,"('48livingroom', 1.0000091889294935)","('23childEating', 0.9645596196211828)","('21cheese', 0.9593501733039247)","('21cheese', 0.9594638481511221)","('21cheese', 0.9594638481511221)","('19carpet', 0.9318192678061931)","('64tennis', 0.9342069232639266)","('12birdcage', 0.8344968617522901)","('19carpet', 0.9664329304659344)","('22chess', 0.9955359265375429)"
8,"('47laundry', 1.0000091889294935)","('28construction', 0.9710640173306795)","('06basketball', 0.9596176144680045)","('06basketball', 0.9596273098406854)","('06basketball', 0.9596273098406854)","('26coathanging', 0.9488887720785926)","('58party', 0.9440432984464773)","('59pizza', 0.8385431726052761)","('62sushi', 0.9701487583512745)","('01art', 0.9960192576216884)"
9,"('46kitchen2', 1.0000091889294935)","('73winter', 0.9711391221510967)","('59pizza', 0.9601394904905667)","('59pizza', 0.960253367620258)","('59pizza', 0.960253367620258)","('59pizza', 0.9546822155555474)","('15bowling', 0.9464886131629316)","('28construction', 0.8524341889542434)","('06basketball', 0.9723096061280855)","('12birdcage', 0.9960349950193149)"
