,Layer1_bottom10,Layer2_bottom10,Layer3_bottom10,Layer4_bottom10,Layer5_bottom10,Layer6_bottom10,Layer7_bottom10,Layer8_bottom10,Layer9_bottom10,Layer10_bottom10
0,"('chesspiece (2).jpg', 0.9994479582366893)","('lego (2).jpg', 0.9064025598286651)","('bathrobe (2).jpg', 0.9948368711253299)","('bathrobe (2).jpg', 0.9953263537789933)","('bathrobe (2).jpg', 0.9953263537789933)","('chopsticks (2).jpg', 0.9531096167419021)","('balloon (2).jpg', 1.0115298955992504)","('basketballrim (2).jpg', 1.1134708204957275)","('dustpan (2).jpg', 0.9579501977060019)","('broom (2).jpg', 0.9975275948545391)"
1,"('basketball (2).jpg', 0.9997396363836301)","('balloon (2).jpg', 0.9451846514105527)","('bowlingpin (2).jpg', 1.0002288630776104)","('bowlingpin (2).jpg', 0.9985833032237758)","('bowlingpin (2).jpg', 0.9985833032237758)","('balloon (2).jpg', 0.9810019708546643)","('rainboots (2).jpg', 1.0168177361891362)","('dustpan (2).jpg', 1.1237075696668948)","('garbagebin (2).jpg', 0.9808420438881116)","('nail (2).jpg', 0.9979577198190586)"
2,"('fries (2).jpg', 1.0)","('broom (2).jpg', 0.9513878962110953)","('helmet (2).jpg', 1.0003601042861856)","('strecher (2).jpg', 0.9988762573007921)","('strecher (2).jpg', 0.9988762573007921)","('nail (2).jpg', 0.9861782953267233)","('nail (2).jpg', 1.025412231246197)","('laundry (2).jpg', 1.132876436005855)","('punchingbag (2).jpg', 0.981004770463343)","('dustpan (2).jpg', 0.9989386508453457)"
3,"('burger (2).jpg', 1.0)","('toothbrush (2).jpg', 0.9692699137434715)","('strecher (2).jpg', 1.0004193871857219)","('nail (2).jpg', 1.0005546648365033)","('nail (2).jpg', 1.0005546648365033)","('fish (2).jpg', 1.0040857071495324)","('fish (2).jpg', 1.0264544515541947)","('cheesegrater (2).jpg', 1.1416288642880852)","('laundry (2).jpg', 0.9821532473924637)","('basketballrim (2).jpg', 0.9989589648564811)"
4,"('cow (2).jpg', 1.0)","('stroller (2).jpg', 0.9724012275031413)","('nail (2).jpg', 1.0039422319659783)","('helmet (2).jpg', 1.0015290131582861)","('helmet (2).jpg', 1.0015290131582861)","('washer (2).jpg', 1.0092626893225727)","('cheesegrater (2).jpg', 1.0288683115151367)","('chair (2).jpg', 1.1614703224679361)","('tub (2).jpg', 0.9830069943105896)","('hairdryer (2).jpg', 0.9998094024298176)"
5,"('chicken (2).jpg', 1.0)","('washer (2).jpg', 0.9731925409059153)","('umbrella (2).jpg', 1.0067035214420272)","('umbrella (2).jpg', 1.0057025879598978)","('umbrella (2).jpg', 1.0057025879598978)","('cheesegrater (2).jpg', 1.0100773750359278)","('cake (2).jpg', 1.0370699950676805)","('golfclubs (2).jpg', 1.1628993835047456)","('beachpail (2).jpg', 0.985876757277657)","('beachchair (2).jpg', 1.0003875489251803)"
6,"('tennisball (2).jpg', 1.0000081872830517)","('dustpan (2).jpg', 0.9839217831702685)","('fish (2).jpg', 1.0107830516714922)","('fish (2).jpg', 1.0106121552907084)","('fish (2).jpg', 1.0106121552907084)","('kayak (2).jpg', 1.0153549534509512)","('garbagebag (2).jpg', 1.0409310321475114)","('ironing (2).jpg', 1.168177222009216)","('boxing_gloves (2).jpg', 0.9859762948611036)","('desk (2).jpg', 1.0004404995085159)"
7,"('bowlingpin (2).jpg', 1.0000081872830517)","('cake (2).jpg', 0.9857186360477713)","('computer (2).jpg', 1.0121513996313103)","('computer (2).jpg', 1.0111101366497655)","('computer (2).jpg', 1.0111101366497655)","('fishbowl (2).jpg', 1.0196212925032895)","('basketballrim (2).jpg', 1.0419773106352068)","('desk (2).jpg', 1.1706395159680654)","('nail (2).jpg', 0.9882843431628455)","('pokerchips (2).jpg', 1.0006012900036778)"
8,"('helmet (2).jpg', 1.0000081872830517)","('bat (2).jpg', 0.9868408906896425)","('garbagebag (2).jpg', 1.013763670050566)","('rearview_mirror (2).jpg', 1.0142441322135594)","('rearview_mirror (2).jpg', 1.0142441322135594)","('garbagebag (2).jpg', 1.0226388707860616)","('birdcage (2).jpg', 1.0464328830934968)","('cake (2).jpg', 1.17380470242124)","('baseballball (2).jpg', 0.9902337771107983)","('beachumbrella (2).jpg', 1.000644355042209)"
9,"('bat (2).jpg', 1.0000081872830517)","('beachpail (2).jpg', 0.9960380552375415)","('stove (2).jpg', 1.0144203888401315)","('garbagebag (2).jpg', 1.0146736819768285)","('garbagebag (2).jpg', 1.0146736819768285)","('cake (2).jpg', 1.0267487459808098)","('sushi (2).jpg', 1.0491976449080327)","('beachchair (2).jpg', 1.182785657979268)","('cart (2).jpg', 0.9905570719173973)","('dumbbell (2).jpg', 1.0006664116130068)"
