,Layer1_top10,Layer2_top10,Layer3_top10,Layer4_top10,Layer5_top10,Layer6_top10,Layer7_top10,Layer8_top10,Layer9_top10,Layer10_top10
0,"('basketballrim (2).jpg', 1.000009743789258)","('fries (2).jpg', 1.3085014412039895)","('lamp (2).jpg', 1.4232108612994199)","('lamp (2).jpg', 1.4297714120025908)","('lamp (2).jpg', 1.4297714120025908)","('lamp (2).jpg', 1.3258636171578926)","('carpet (2).jpg', 1.355202572517475)","('coatrack (2).jpg', 2.0194425544381867)","('burger (2).jpg', 1.1380952992526936)","('burger (2).jpg', 1.0116289715547433)"
1,"('highchair (2).jpg', 1.0000096725620395)","('pallette (2).jpg', 1.241216412811099)","('bike (2).jpg', 1.3911462481362686)","('bike (2).jpg', 1.399038804658537)","('bike (2).jpg', 1.399038804658537)","('carpet (2).jpg', 1.2533842718441308)","('lamp (2).jpg', 1.3535468417607606)","('lamp (2).jpg', 1.9900439082252672)","('trafficlight (2).jpg', 1.0610164928144974)","('rolette (2).jpg', 1.0110750855143513)"
2,"('tent (2).jpg', 1.0000095331866181)","('tennisball (2).jpg', 1.240791135145667)","('rubberduck (2).jpg', 1.309554931425109)","('rubberduck (2).jpg', 1.3108625325103695)","('rubberduck (2).jpg', 1.3108625325103695)","('pizza (2).jpg', 1.236824327582678)","('pizza (2).jpg', 1.3366486486732903)","('carpet (2).jpg', 1.971110086003684)","('rolette (2).jpg', 1.0606038217478704)","('bike (2).jpg', 1.0094107667611185)"
3,"('dresser (2).jpg', 1.0000095331866181)","('rubberduck (2).jpg', 1.2114223705267357)","('easel (2).jpg', 1.2712496108710125)","('easel (2).jpg', 1.2748252380886116)","('easel (2).jpg', 1.2748252380886116)","('coatrack (2).jpg', 1.2276883194871302)","('rubberduck (2).jpg', 1.3271437236314043)","('rolette (2).jpg', 1.9682366345067204)","('tractor (2).jpg', 1.0601458811883198)","('horse (2).jpg', 1.0076782724256494)"
4,"('footballball (2).jpg', 1.0000095331866181)","('beachball (2).jpg', 1.2024009043199348)","('carpet (2).jpg', 1.2630938349750873)","('carpet (2).jpg', 1.2647296740029628)","('carpet (2).jpg', 1.2647296740029628)","('rubberduck (2).jpg', 1.202929089153861)","('rolette (2).jpg', 1.2987916384759155)","('bike (2).jpg', 1.8830901086132636)","('coat (2).jpg', 1.051831107514654)","('bowlingball (2).jpg', 1.0066668805843622)"
5,"('motorcycle (2).jpg', 1.0000095331866181)","('cow (2).jpg', 1.1775008964496823)","('tennisball (2).jpg', 1.2523769714285011)","('tennisball (2).jpg', 1.2557946449998414)","('tennisball (2).jpg', 1.2557946449998414)","('rolette (2).jpg', 1.1659999177366929)","('coatrack (2).jpg', 1.2953473083358022)","('bowlingball (2).jpg', 1.7794210909443298)","('handgun1 (2).JPG', 1.0481208019035508)","('helm2.jpg', 1.0063430783066674)"
6,"('stroller (2).jpg', 1.0000095331866181)","('sippycup (2).jpg', 1.1616889768575067)","('coatrack (2).jpg', 1.224490604753024)","('coatrack (2).jpg', 1.2274665289614244)","('coatrack (2).jpg', 1.2274665289614244)","('burger (2).jpg', 1.1496415890534752)","('toothbrush (2).jpg', 1.2828074250405657)","('pizza (2).jpg', 1.7461286627263826)","('coatrack (2).jpg', 1.0475127721036785)","('lock (2).jpg', 1.0060818713477946)"
7,"('bike (2).jpg', 1.0000095331866181)","('pizza (2).jpg', 1.1595284397617984)","('pizza (2).jpg', 1.2019720975637482)","('pizza (2).jpg', 1.2043448242038708)","('pizza (2).jpg', 1.2043448242038708)","('helmet (2).jpg', 1.1493858209280168)","('scissors (2).jpg', 1.2646366683842758)","('toothbrush (2).jpg', 1.7342403273227167)","('chesspiece (2).jpg', 1.0451827522301291)","('remotecontrol (2).jpg', 1.0060705854271137)"
8,"('sippycup (2).jpg', 1.0000094649943658)","('burger (2).jpg', 1.1584898064364069)","('pants (2).jpg', 1.1926253127303361)","('pants (2).jpg', 1.194206755329108)","('pants (2).jpg', 1.194206755329108)","('bike (2).jpg', 1.1492350627076888)","('baseballball (2).jpg', 1.2420656849776917)","('scissors (2).jpg', 1.6785261180135644)","('wheelbarrow (2).jpg', 1.0451141971177154)","('tractor (2).jpg', 1.0060690660654097)"
9,"('ovenmitt (2).jpg', 1.0000094649943658)","('carpet (2).jpg', 1.1497288152229754)","('rolette (2).jpg', 1.1917340036687696)","('rolette (2).jpg', 1.1940350934249004)","('rolette (2).jpg', 1.1940350934249004)","('easel (2).jpg', 1.1477790629666713)","('bowlingball (2).jpg', 1.2345970805146183)","('remotecontrol (2).jpg', 1.6615461989341676)","('umbrella (2).jpg', 1.044836534022903)","('motorcycle (2).jpg', 1.0060387822916472)"
