,Layer1_bottom10,Layer2_bottom10,Layer3_bottom10,Layer4_bottom10,Layer5_bottom10,Layer6_bottom10,Layer7_bottom10,Layer8_bottom10,Layer9_bottom10,Layer10_bottom10
0,"('22chess', 0.9994718178634568)","('69tub', 0.8499263102675658)","('70tv', 0.7619429841993394)","('70tv', 0.7621647570891813)","('70tv', 0.7621647570891813)","('70tv', 0.879138122879607)","('05baseball', 0.7765892065402793)","('05baseball', 0.6652953102736456)","('38groceryshopping', 0.9658845053780041)","('09beachumbrella-chair', 0.9974319742207072)"
1,"('06basketball', 0.9998745821547136)","('38groceryshopping', 0.8876518999877137)","('49livingroom-chair', 0.791762499293561)","('49livingroom-chair', 0.7895029356538578)","('49livingroom-chair', 0.7895029356538578)","('49livingroom-chair', 0.891035365307272)","('19carpet', 0.8128979755963813)","('59pizza', 0.7478455512124225)","('70tv', 0.9735884873426219)","('22chess', 0.9977165142865311)"
2,"('17burger', 1.0)","('64tennis', 0.9078999253391633)","('11biking', 0.8675302993204214)","('11biking', 0.8669774569493746)","('11biking', 0.8669774569493746)","('64tennis', 0.896309395913512)","('59pizza', 0.8411130784648163)","('22chess', 0.7733579982439409)","('21cheese', 0.9804817662526644)","('49livingroom-chair', 0.9979858107601627)"
3,"('32farm_animals', 1.0)","('01art', 0.9151596756421616)","('06basketball', 0.8714821059937223)","('06basketball', 0.8714894010608797)","('06basketball', 0.8714894010608797)","('59pizza', 0.9015607945134223)","('15bowling', 0.8471937915009646)","('01art', 0.7972899440642767)","('68toys', 0.9838205657397339)","('28construction', 0.9979916204781609)"
4,"('02baby', 1.0000054538854783)","('21cheese', 0.9322225832940609)","('64tennis', 0.8894663525227755)","('64tennis', 0.8887370675562836)","('64tennis', 0.8887370675562836)","('11biking', 0.9251735516903099)","('49livingroom-chair', 0.8717747256036289)","('44kayak', 0.8046900717505907)","('69tub', 0.984366236599885)","('24cleaning', 0.9980275104335503)"
5,"('46kitchen2', 1.0000055379211592)","('44kayak', 0.9448867155072627)","('59pizza', 0.9205840742688741)","('59pizza', 0.9192364263154638)","('59pizza', 0.9192364263154638)","('15bowling', 0.92737087747707)","('70tv', 0.8755728697889319)","('15bowling', 0.8301917772904304)","('34football', 0.984558344737439)","('26coathanging', 0.9980464909256341)"
6,"('45kitchen', 1.0000055379211592)","('59pizza', 0.9510235795187866)","('21cheese', 0.9460002279134644)","('39gun', 0.9449958653445222)","('39gun', 0.9449958653445222)","('19carpet', 0.9452107829666742)","('22chess', 0.886570345142758)","('19carpet', 0.8346775701257949)","('16boxing', 0.9856417484816236)","('68toys', 0.9981680607677359)"
7,"('10bed-dresser', 1.0000089655355493)","('23childEating', 0.9584787225339708)","('39gun', 0.9483197077834726)","('21cheese', 0.9472099700155487)","('21cheese', 0.9472099700155487)","('05baseball', 0.9487915375634507)","('01art', 0.8983001827454894)","('49livingroom-chair', 0.8482869206702417)","('24cleaning', 0.9864320684915721)","('05baseball', 0.9982845981074503)"
8,"('69tub', 1.000009099550753)","('73winter', 0.9607266964076547)","('15bowling', 0.9504600738797848)","('15bowling', 0.951827683594813)","('15bowling', 0.951827683594813)","('06basketball', 0.9512809434050048)","('51makeup', 0.9023652834347062)","('25clothing', 0.8504095360131269)","('64tennis', 0.9866155011316656)","('67toy', 0.9983080806137398)"
9,"('65toilet', 1.000009099550753)","('05baseball', 0.9657974763466521)","('26coathanging', 0.954389438787857)","('40gym', 0.9539329407346111)","('40gym', 0.9539329407346111)","('26coathanging', 0.9539409441974332)","('33fishtank', 0.9187055234911612)","('26coathanging', 0.860218096667213)","('41hiking', 0.9880332787201531)","('43ironing', 0.998326763437617)"
