,Layer1inVals,Layer1inOutRatios,Layer2inVals,Layer2inOutRatios,Layer3inVals,Layer3inOutRatios,Layer4inVals,Layer4inOutRatios,Layer5inVals,Layer5inOutRatios,Layer6inVals,Layer6inOutRatios,Layer7inVals,Layer7inOutRatios,Layer8inVals,Layer8inOutRatios,Layer9inVals,Layer9inOutRatios,Layer10inVals,Layer10inOutRatios,Layer11inVals,Layer11inOutRatios,Layer12inVals,Layer12inOutRatios
0,1.0,1.000009397770763,0.8589895209542032,1.0688120125905587,0.8621751809687381,1.0631690378245005,0.8712409927081236,1.070039089743294,0.8712409927081236,1.070039089743294,0.8824293542061781,1.070459718218028,0.7904389290998146,1.1167266425900142,0.749258485722506,1.5704719165187446,0.6513298694327846,2.0615107544998286,0.5221043889788912,1.9986665345136307,0.6169358296117204,1.5919991895753538,0.6226662597560859,2.1900431658343367
1,1.0,1.000009397770763,0.8625690743136378,1.3578657448453242,0.8184899901280451,1.195771227956846,0.8184899402238619,1.1983260386615517,0.8184899402238619,1.1983260386615517,0.9235033992223526,1.2488065588238462,0.777504073914853,1.1576498812011236,0.6708596539755328,1.4721427847556032,0.53447612974051,1.991773191905472,0.5200855896954888,1.96593298572979,0.6153624432232363,1.5717776649713653,0.5588549002471765,2.0227632020721686
2,1.0,1.000009397770763,0.8146089121923218,1.0245652111007117,0.8159751141929285,1.0160120907326593,0.8144434097047218,1.0157561783538933,0.8144434097047218,1.0157561783538933,0.8212662961316373,1.0064377063846912,0.7267397188560519,1.051421246040167,0.6203249020612652,1.241690813196697,0.5909855081270099,1.8771255510967289,0.8113224043986417,2.5524185966545603,0.7923876417995845,2.213128364362296,0.8161678668462254,3.5840050779403203
3,1.0,1.0000095331866181,0.7173881952667032,0.9448900800687938,0.7616024291953456,0.9777451274573704,0.7582536817828064,0.9762895091003188,0.7582536817828064,0.9762895091003188,0.7557527174609241,0.94524325916221,0.7629756230490875,1.049683667887819,0.6466060596401185,1.1912070767485468,0.5077915265561219,1.5775827771536473,0.5410764821103496,1.9462459660331926,0.6597419741765789,1.5608401700871706,0.6184092728934483,2.03274166309062
4,1.0,1.000009397770763,0.9604796076073899,1.1569945201027108,0.9480066797718976,1.1599699769198002,0.9480066726635685,1.1582060362718056,0.9480066726635685,1.1582060362718056,0.9511578594989698,1.1455276959842853,0.875496094845297,1.1563245010190697,0.6961938943572215,1.2770873376004879,0.5562481638789392,1.5460337496159104,0.4881602115825956,1.8813624906214916,0.6105885328302485,1.4892209485776144,0.5767822492368001,1.941428546546569
5,1.0,1.0000094649943658,0.9487497592104821,1.150979664533222,0.9416860887341441,1.1474180160580587,0.9416096854477569,1.1467751084217435,0.9416096854477569,1.1467751084217435,0.9465659210121562,1.131447016500892,0.8478102238895406,1.1356450398292024,0.6868316108477218,1.3189768541400262,0.5108800528978792,1.652769412790869,0.6882633300462601,2.4933661039184716,0.7114063351308104,2.116176753404121,0.7164958700472346,3.221058537551353
6,1.0,1.0000085777357148,0.8904422743863474,1.0982735266655717,0.8931919535510746,1.1018408481670823,0.8931919398094503,1.1009406874342587,0.8931919398094503,1.1009406874342587,0.884297966463668,1.0587792468510309,0.8252897427512107,1.1048901958362083,0.7213485500098031,1.2638873601402727,0.5661492027329598,1.6224976955755128,0.8302310498626664,2.8975475387360965,0.8303306135036319,2.406171997474216,0.8585451663758701,3.632585880516235
7,1.0,1.000009397770763,0.9005554688112891,1.08952028728754,0.8837569108117034,1.075340102891311,0.8837434198296507,1.0741314334041314,0.8837434198296507,1.0741314334041314,0.8634466747075595,1.034655448690354,0.8049886844238967,1.0949099799060409,0.6361029221321897,1.1649493417678738,0.5614549820133897,1.690431289265318,0.757052926711793,2.588778142093939,0.7783741660868124,2.148582365069801,0.819500577244885,3.372059951590644
8,1.0,1.000009397770763,0.8622587110349471,1.0912067378507178,0.8530252864843353,1.0741954293463551,0.8529194812686983,1.0755101206150148,0.8529194812686983,1.0755101206150148,0.9011059224552953,1.0707895996029146,0.8219868086746317,1.153400981973943,0.6967640009658289,1.5790607023161598,0.68562312468818,2.3580475762986164,0.8845402687864274,2.771383297534515,0.8616617079094816,3.003338287334051,0.9121432943505503,5.430468543378644
9,1.0,1.0000081872830517,0.7145957318597045,0.9768308352308588,0.7076860110495579,0.9634258049764335,0.6970188351700447,0.9557211151707938,0.6970188351700447,0.9557211151707938,0.7540748050112065,0.9590205806603351,0.6026887466463627,1.0013342764900741,0.47074661401863693,1.1984763263501197,0.5242550086818694,2.0874395792864098,0.5199017356908346,2.2533766207124644,0.6245592995914591,1.696409238864174,0.6019766627383756,2.3135925496431535
