models,invalCorrelations,pVal_inVal,inOutRatioCorrelations,pVal_inOutRatio
"AlexNet_Places365_L2,ResNet18_Places365_L2",0.9164848656834863,{3.6727685620388167e-29},0.9114128616448328,{2.5763636360842148e-28}
"AlexNet_Places365_L2,ResNet18_Places365_L9",0.21254464966875541,{0.07515171394637817},0.456561019756212,{6.283470568280893e-05}
"AlexNet_Places365_L12,ResNet18_Places365_L9",0.7872069286827955,{3.9422108038157895e-16},0.8242501702847083,{1.04310384446314e-18}
"AlexNet_Places365_L12,ResNet18_Places365_L2",0.2823178123105281,{0.017061903482949517},0.5620498931280642,{3.391608368997408e-07}
