,Layer1inVals,Layer1inOutRatios,Layer2inVals,Layer2inOutRatios,Layer3inVals,Layer3inOutRatios,Layer4inVals,Layer4inOutRatios,Layer5inVals,Layer5inOutRatios,Layer6inVals,Layer6inOutRatios,Layer7inVals,Layer7inOutRatios,Layer8inVals,Layer8inOutRatios,Layer9inVals,Layer9inOutRatios,Layer10inVals,Layer10inOutRatios,Layer11inVals,Layer11inOutRatios,Layer12inVals,Layer12inOutRatios,Layer13inVals,Layer13inOutRatios
0,1.0,1.0000096023686076,0.7136723202273265,0.9185397842437808,0.7163046600976547,0.9200458133835018,0.7163046600976547,0.9200458133835018,0.7724170617630005,0.929530370302444,0.7725167999460036,0.929571044426727,0.7725167999460036,0.929571044426727,0.6846310789823913,0.8893709086465462,0.6568966227935306,0.8819000007284312,0.1439745230690233,0.47989767292744284,0.12789995714926392,0.4419095402402198,0.2862515931236336,0.8153517679396132,0.26680207902461656,0.7994710217755104
1,1.0,1.0000054538854783,0.8021800344812763,1.003818420649032,0.8041726585203091,1.0044372715402283,0.8041726585203091,1.0044372715402283,0.8362180247705983,0.9803536489213812,0.8362099569257766,0.9803408516496337,0.8362099569257766,0.9803408516496337,0.7780991362613164,0.9795003638896672,0.7466748238558526,0.9724007744356576,0.1541816973358593,0.5314447527573433,0.13947699463889124,0.5019986929557146,0.19420669481088623,0.6059316785991172,0.18950058801109926,0.6159710804971787
2,1.0,1.0000094649943658,0.9146678728893716,1.1095520595803343,0.9144711078043112,1.1086420401173145,0.9144711078043112,1.1086420401173145,0.9158109539155412,1.048120371546996,0.915807256989028,1.0481095030707346,0.915807256989028,1.0481095030707346,0.8843429430217451,1.0805983751404422,0.866318566764186,1.0897182467946227,0.45427185354794736,1.321703587390905,0.43870256195147705,1.3212065386012137,0.46223550729696916,1.3399891378272866,0.45395182968828734,1.3639943546703461
3,1.0,1.0000094649943658,0.8998466678226263,1.077699553740213,0.9000255067672933,1.077053355581129,0.9000255067672933,1.077053355581129,0.9051746876658089,1.0357648106441073,0.9051705126972694,1.035750528681518,0.9051705126972694,1.035750528681518,0.8466141690205718,1.0397565332327428,0.8322470076945249,1.0470013759912942,0.418821286415155,1.172354617300105,0.406269064735566,1.1713176049762772,0.4813524356245199,1.2895495893351006,0.46623214345249936,1.2950752054028356
4,1.0,1.0000094649943658,0.6219335733119272,0.8638758222376511,0.6207596804287637,0.8612625888296693,0.6207596804287637,0.8612625888296693,0.7751151629339232,0.9460815490719171,0.7751147323777912,0.9460750477327482,0.7751147323777912,0.9460750477327482,0.6921219362047488,0.9225841860908407,0.6703183868737487,0.9220026871016264,0.30678212584755715,0.9431424220227724,0.2816621078800116,0.9087511487056046,0.3849271386676326,1.0476330122759105,0.34699288885023255,1.0048209712939953
5,0.9997357878090597,0.9998745821547136,0.8544690848998772,1.0434523998561618,0.8544125751451952,1.0424456466184433,0.8544125751451952,1.0424456466184433,0.8758253997076302,1.0090427709092873,0.8758185364900254,1.0090288622192656,0.8758185364900254,1.0090288622192656,0.8176172063690883,1.009892271562817,0.7965612968191964,1.0111417377008778,0.4537528996150393,1.1795529945707321,0.44016070056958534,1.1816003254982628,0.45203812523960657,1.1499065222063705,0.427624332093333,1.1472168595590793
6,1.0,1.0000100395066203,0.7718213809600162,0.9943091947256844,0.7691059488994415,0.9878583528208205,0.7691059488994415,0.9878583528208205,0.8711768004719754,1.0172132185415463,0.871340182406943,1.0172858210142897,0.871340182406943,1.0172858210142897,0.8288413025380399,1.0295835149253576,0.7967615517200906,1.025199669045553,0.46241329312680646,1.2669148901257714,0.4493284573919993,1.2729109548706354,0.49124498640843794,1.3539295381152716,0.4628080616117014,1.3527179824752855
7,1.0,1.000009743789258,0.6610388550520664,1.1353472900239843,0.6656602544011692,1.1395202257475603,0.6656602544011692,1.1395202257475603,0.8485800758543562,1.0442953447419858,0.8485722353386234,1.044286305604865,0.8485722353386234,1.044286305604865,0.8118998961816662,1.0675221899179759,0.7892168242727539,1.0774008406152065,0.5217780042534433,1.5397960339851318,0.5162110069065287,1.5662638290243684,0.6229122911953993,1.6696420459084609,0.5874019071633905,1.6833373556852451
8,1.0,1.000009743789258,0.7867235381943761,1.0038095198461006,0.789599013379355,1.0054869641858848,0.789599013379355,1.0054869641858848,0.8299470699893448,0.9851811505626151,0.8299685866625857,0.9851874305986056,0.8299685866625857,0.9851874305986056,0.7771102206793649,0.9941587933111194,0.76066722788496,0.9976342793735649,0.37067392104617325,1.0545705150950966,0.3506295062505893,1.0390848301477178,0.42072434979790635,1.1060611790323138,0.3912711378022099,1.0914944275671303
9,1.0,1.0000089655355493,0.8447209516726137,1.0602542556711088,0.844537320262412,1.0593663592900966,0.844537320262412,1.0593663592900966,0.8716851260620945,1.0291371821021165,0.8716770974456022,1.0291212184516951,0.8716770974456022,1.0291212184516951,0.8487080370042048,1.0565626906788086,0.8198996692695298,1.059134945135318,0.43087246964498577,1.387110510921299,0.41435551818989114,1.388166376786373,0.335332897726492,1.09684148527713,0.30733361029535244,1.0870479612117616
