,Layer1_bottom10,Layer2_bottom10,Layer3_bottom10,Layer4_bottom10,Layer5_bottom10,Layer6_bottom10,Layer7_bottom10,Layer8_bottom10,Layer9_bottom10,Layer10_bottom10
0,"('chesspiece (2).jpg', 0.9994479582366893)","('lego (2).jpg', 0.9022742383930761)","('stove (2).jpg', 0.9723961580998559)","('stove (2).jpg', 0.9723919874960333)","('stove (2).jpg', 0.9723919874960333)","('umbrella (2).jpg', 0.9804680156095968)","('computer (2).jpg', 1.005868856592592)","('cheesegrater (2).jpg', 1.111551359861607)","('basketballrim (2).jpg', 1.0024996630850125)","('basketballrim (2).jpg', 1.0051719559690095)"
1,"('basketball (2).jpg', 0.9997396363836301)","('balloon (2).jpg', 0.9505921312259685)","('chopsticks (2).jpg', 0.9769216378205695)","('chopsticks (2).jpg', 0.9768936756174978)","('chopsticks (2).jpg', 0.9768936756174978)","('balloon (2).jpg', 0.9902922663479239)","('washer (2).jpg', 1.010965364526029)","('basketballrim (2).jpg', 1.1711247346804123)","('cheesegrater (2).jpg', 1.0101459086799447)","('cheesegrater (2).jpg', 1.005623160826827)"
2,"('fries (2).jpg', 1.0)","('stroller (2).jpg', 0.9647371004382606)","('rearview_mirror (2).jpg', 0.9804412039263052)","('rearview_mirror (2).jpg', 0.980398376794094)","('rearview_mirror (2).jpg', 0.980398376794094)","('bathrobe (2).jpg', 1.004688922458172)","('balloon (2).jpg', 1.0116199002506665)","('laundry (2).jpg', 1.1817774924292177)","('dustpan (2).jpg', 1.0116116868215272)","('dustpan (2).jpg', 1.0064243405547333)"
3,"('burger (2).jpg', 1.0)","('washer (2).jpg', 0.971366806612033)","('bat (2).jpg', 0.9895900421781004)","('bat (2).jpg', 0.9898323347100564)","('bat (2).jpg', 0.9898323347100564)","('garbagebag (2).jpg', 1.0076701344411132)","('chair (2).jpg', 1.0265319225605294)","('ovenmitt (2).jpg', 1.2088445460293782)","('laundry (2).jpg', 1.0134588246573557)","('chair (2).jpg', 1.0065486745201757)"
4,"('cow (2).jpg', 1.0)","('broom (2).jpg', 0.981176595613273)","('bathrobe (2).jpg', 0.9949080184198895)","('bathrobe (2).jpg', 0.9948971085484791)","('bathrobe (2).jpg', 0.9948971085484791)","('fish (2).jpg', 1.01244531913294)","('bathrobe (2).jpg', 1.0325465389167905)","('chair (2).jpg', 1.2100914309757957)","('tub (2).jpg', 1.0243566288510655)","('ovenmitt (2).jpg', 1.0077867563933074)"
5,"('chicken (2).jpg', 1.0)","('beachpail (2).jpg', 0.9819183770776836)","('helmet (2).jpg', 0.9959506996987262)","('helmet (2).jpg', 0.9959481729970293)","('helmet (2).jpg', 0.9959481729970293)","('ironing (2).jpg', 1.0145081398966538)","('basketballrim (2).jpg', 1.0359355111627455)","('ironing (2).jpg', 1.224040820910806)","('ovenmitt (2).jpg', 1.0291877969099343)","('medal (2).jpg', 1.0079252451867122)"
6,"('tennisball (2).jpg', 1.0000081872830517)","('toothbrush (2).jpg', 0.9827442147850628)","('strecher (2).jpg', 0.9990190094574921)","('strecher (2).jpg', 0.9990289955376674)","('strecher (2).jpg', 0.9990289955376674)","('nail (2).jpg', 1.0212861466721397)","('dustpan (2).jpg', 1.039986778589372)","('coffeemaker (2).jpg', 1.2243860011635945)","('toiletseat (2).jpg', 1.0353548464574513)","('trophy (2).jpg', 1.0081610234855474)"
7,"('bowlingpin (2).jpg', 1.0000081872830517)","('lifejacket (2).jpg', 0.9848303455216167)","('umbrella (2).jpg', 1.005965196840242)","('umbrella (2).jpg', 1.0059512736953509)","('umbrella (2).jpg', 1.0059512736953509)","('desk (2).jpg', 1.0261860490090529)","('garbagebag (2).jpg', 1.041932032965358)","('boxing_gloves (2).jpg', 1.2539761765307056)","('cake (2).jpg', 1.041727339190816)","('laundry (2).jpg', 1.0086638447917586)"
8,"('helmet (2).jpg', 1.0000081872830517)","('bowlingball (2).jpg', 0.9850614875121323)","('garbagebag (2).jpg', 1.006119773470364)","('garbagebag (2).jpg', 1.00611907670567)","('garbagebag (2).jpg', 1.00611907670567)","('computer (2).jpg', 1.0291018207841034)","('cheesegrater (2).jpg', 1.042557662083992)","('tub (2).jpg', 1.2564183008053387)","('lego (2).jpg', 1.0424933943938564)","('pokerchips (2).jpg', 1.0089179395131922)"
9,"('bat (2).jpg', 1.0000081872830517)","('crib (2).jpg', 0.9918079058639185)","('fishbowl (2).jpg', 1.007900309273992)","('fishbowl (2).jpg', 1.0079018643676427)","('fishbowl (2).jpg', 1.0079018643676427)","('cheesegrater (2).jpg', 1.0326708534369409)","('fish (2).jpg', 1.0463760604300094)","('birdcage (2).jpg', 1.2606220117164135)","('boxing_gloves (2).jpg', 1.0435384347141696)","('toiletseat (2).jpg', 1.0091190065803104)"
