,Layer1_bottom10,Layer2_bottom10,Layer3_bottom10,Layer4_bottom10,Layer5_bottom10,Layer6_bottom10,Layer7_bottom10,Layer8_bottom10,Layer9_bottom10,Layer10_bottom10
0,"('22chess', 0.9994718178634568)","('69tub', 0.8322780183506701)","('70tv', 0.8207941957784076)","('70tv', 0.8207870689941139)","('70tv', 0.8207870689941139)","('70tv', 0.7861686127167786)","('70tv', 0.8076771777493852)","('51makeup', 0.6939230444954582)","('26coathanging', 0.9255681035004638)","('22chess', 0.9867024301284899)"
1,"('06basketball', 0.9998745821547136)","('38groceryshopping', 0.8734574333361875)","('11biking', 0.8917253534479087)","('11biking', 0.8917106260087813)","('11biking', 0.8917106260087813)","('64tennis', 0.7927179527817935)","('15bowling', 0.8734365116536985)","('67toy', 0.7469135523293301)","('22chess', 0.9430022625220843)","('67toy', 0.9887660345174127)"
2,"('17burger', 1.0)","('64tennis', 0.9141035198302726)","('64tennis', 0.9018393577231341)","('64tennis', 0.9018405776194754)","('64tennis', 0.9018405776194754)","('49livingroom-chair', 0.8732796850280881)","('59pizza', 0.8856440257870241)","('01art', 0.7878748869243598)","('67toy', 0.9443749491725164)","('19carpet', 0.9900370895030843)"
3,"('32farm_animals', 1.0)","('21cheese', 0.9230867577359548)","('49livingroom-chair', 0.9139209191456975)","('49livingroom-chair', 0.9139230155115446)","('49livingroom-chair', 0.9139230155115446)","('11biking', 0.8794344619969583)","('05baseball', 0.8895240510709318)","('15bowling', 0.8027771700354268)","('19carpet', 0.9550817700575566)","('28construction', 0.9915682161515893)"
4,"('02baby', 1.0000054538854783)","('01art', 0.9233035583851648)","('06basketball', 0.9413802402337381)","('06basketball', 0.9413794984635508)","('06basketball', 0.9413794984635508)","('15bowling', 0.8860719867256592)","('49livingroom-chair', 0.9091140002481484)","('22chess', 0.811093987380364)","('49livingroom-chair', 0.9556663522589183)","('26coathanging', 0.9937441016299934)"
5,"('46kitchen2', 1.0000055379211592)","('59pizza', 0.9416276507257966)","('15bowling', 0.9677102155318884)","('15bowling', 0.9677188882455732)","('15bowling', 0.9677188882455732)","('26coathanging', 0.891058747095562)","('06basketball', 0.9099931173685817)","('19carpet', 0.8111774054177328)","('70tv', 0.960370175036979)","('25clothing', 0.9944939726773128)"
6,"('45kitchen', 1.0000055379211592)","('44kayak', 0.9497070448387822)","('40gym', 0.9684291228132715)","('40gym', 0.9684222639718294)","('40gym', 0.9684222639718294)","('06basketball', 0.9232864748296464)","('19carpet', 0.9133083461145889)","('44kayak', 0.8336567081229725)","('02baby', 0.9669667978163663)","('29cooking', 0.9946234032858714)"
7,"('10bed-dresser', 1.0000089655355493)","('23childEating', 0.9576748877079461)","('21cheese', 0.9700133390303349)","('21cheese', 0.9700349744246736)","('21cheese', 0.9700349744246736)","('54office_supply', 0.9246867643172397)","('11biking', 0.9238892998811029)","('25clothing', 0.839250076697863)","('28construction', 0.9685490438677967)","('44kayak', 0.9947998143497456)"
8,"('69tub', 1.000009099550753)","('24cleaning', 0.9615874503726125)","('55office-computer-printer', 0.9727528742194219)","('55office-computer-printer', 0.9727731476072051)","('55office-computer-printer', 0.9727731476072051)","('59pizza', 0.9280167928867674)","('01art', 0.9284412033242507)","('12birdcage', 0.8482540926612957)","('29cooking', 0.9718706033793372)","('12birdcage', 0.9949985677078915)"
9,"('65toilet', 1.000009099550753)","('73winter', 0.9695946008749352)","('39gun', 0.9735290759675321)","('39gun', 0.9734545981617103)","('39gun', 0.9734545981617103)","('67toy', 0.9310309425448623)","('58party', 0.9296544665770867)","('49livingroom-chair', 0.8872336230370197)","('06basketball', 0.9742725291220504)","('47laundry', 0.9959425036314196)"
