,Layer1_top10,Layer2_top10,Layer3_top10,Layer4_top10,Layer5_top10,Layer6_top10,Layer7_top10,Layer8_top10,Layer9_top10,Layer10_top10
0,"('01art', 1.0000091889294935)","('17burger', 1.1803134822724333)","('42horseriding', 1.1540137257236387)","('42horseriding', 1.1540622342380573)","('42horseriding', 1.1540622342380573)","('71valentines', 1.1071804570709765)","('50lock', 1.1708030951587074)","('66tools', 1.5021226887754953)","('61street', 1.0575937036488954)","('66tools', 1.0131396830805002)"
1,"('38groceryshopping', 1.0000091889294935)","('71valentines', 1.13281026172582)","('20casino', 1.1511943896788284)","('20casino', 1.151304819616824)","('20casino', 1.151304819616824)","('50lock', 1.1044208367096808)","('53ocean', 1.1596981066528993)","('63teethhygene', 1.4824618411298178)","('32farm_animals', 1.0509475911128032)","('32farm_animals', 1.011710393085751)"
2,"('54office_supply', 1.0000091889294935)","('57pancakes', 1.1183866993119902)","('71valentines', 1.1439053609236083)","('71valentines', 1.1439528591148993)","('71valentines', 1.1439528591148993)","('65toilet', 1.0968948838571315)","('42horseriding', 1.1575392963059037)","('32farm_animals', 1.4133542509296206)","('17burger', 1.0478343272519817)","('17burger', 1.0116702386870815)"
3,"('53ocean', 1.0000091889294935)","('18car', 1.116801465890499)","('50lock', 1.1432685872905533)","('50lock', 1.1433743443859739)","('50lock', 1.1433743443859739)","('42horseriding', 1.0943509585620002)","('65toilet', 1.1392741304289513)","('08beachball-pail', 1.374252227558206)","('53ocean', 1.045033586764501)","('53ocean', 1.0105617680312122)"
4,"('52motorbike', 1.0000091889294935)","('03backyard', 1.1137305250739697)","('17burger', 1.1377698152049485)","('17burger', 1.1377952812304295)","('17burger', 1.1377952812304295)","('17burger', 1.0885407677415853)","('48livingroom', 1.1362504578680368)","('31farm', 1.36650053750058)","('20casino', 1.0447578215026754)","('63teethhygene', 1.008753923019684)"
5,"('51makeup', 1.0000091889294935)","('46kitchen2', 1.0990147973708466)","('08beachball-pail', 1.1346097282545948)","('08beachball-pail', 1.1349334829150282)","('08beachball-pail', 1.1349334829150282)","('53ocean', 1.0859943870378495)","('08beachball-pail', 1.1332275073800777)","('24cleaning', 1.3633894503862127)","('63teethhygene', 1.0431072483448407)","('48livingroom', 1.0085718896054285)"
6,"('50lock', 1.0000091889294935)","('65toilet', 1.0946419620553345)","('54office_supply', 1.1312513944517713)","('54office_supply', 1.1314204115970266)","('54office_supply', 1.1314204115970266)","('31farm', 1.08384980377472)","('31farm', 1.1303453753327641)","('42horseriding', 1.353414459139696)","('71valentines', 1.0367015261544268)","('42horseriding', 1.0085524250875026)"
7,"('49livingroom-chair', 1.0000091889294935)","('14boat', 1.0940789806309965)","('53ocean', 1.114055481016854)","('53ocean', 1.114085272247445)","('53ocean', 1.114085272247445)","('14boat', 1.0764597367339845)","('30emergency', 1.127234368818404)","('50lock', 1.3372283571421681)","('14boat', 1.0360736768221352)","('24cleaning', 1.008434668616161)"
8,"('48livingroom', 1.0000091889294935)","('42horseriding', 1.0924615211769493)","('41hiking', 1.1126800533295744)","('41hiking', 1.1127340285387473)","('41hiking', 1.1127340285387473)","('04barber', 1.0717134167000582)","('03backyard', 1.1185477829614476)","('14boat', 1.3242125832098337)","('42horseriding', 1.0359638252961691)","('08beachball-pail', 1.0080546722887531)"
9,"('47laundry', 1.0000091889294935)","('10bed-dresser', 1.092063639855967)","('14boat', 1.1123838066032656)","('14boat', 1.1124449286040905)","('14boat', 1.1124449286040905)","('48livingroom', 1.0673723308075418)","('69tub', 1.118026981998008)","('17burger', 1.320968351359538)","('31farm', 1.0332546377133338)","('07bathrobe-slippers', 1.0078175678442753)"
