,Layer1_top10,Layer2_top10,Layer3_top10,Layer4_top10,Layer5_top10,Layer6_top10,Layer7_top10,Layer8_top10,Layer9_top10,Layer10_top10
0,"('60street', 1.0000101942001327)","('18car', 1.0568490099617742)","('08beachball-pail', 1.064192992990911)","('08beachball-pail', 1.0640351262272372)","('08beachball-pail', 1.0640351262272372)","('65toilet', 1.1410989950115762)","('45kitchen', 1.2585309154397266)","('53ocean', 1.6447720406797444)","('55office-computer-printer', 2.0581877922921477)","('55office-computer-printer', 1.8336441690883052)"
1,"('61street', 1.0000101942001327)","('71valentines', 1.0549169077433733)","('18car', 1.0497662297607815)","('18car', 1.0491947652316393)","('18car', 1.0491947652316393)","('03backyard', 1.1388868535816628)","('53ocean', 1.2106190697135915)","('45kitchen', 1.505769663409867)","('41hiking', 1.8116744543511571)","('41hiking', 1.5480711643033744)"
2,"('21cheese', 1.0000101942001327)","('37golf', 1.0513682675880187)","('37golf', 1.0421124114061375)","('37golf', 1.0415786599183237)","('37golf', 1.0415786599183237)","('08beachball-pail', 1.137999861448317)","('65toilet', 1.1958756968525406)","('08beachball-pail', 1.4808668642122005)","('66tools', 1.667199078766584)","('57pancakes', 1.4969855525960292)"
3,"('52motorbike', 1.0000100395066203)","('03backyard', 1.050079588605104)","('03backyard', 1.0420779506019135)","('03backyard', 1.0415391336952018)","('03backyard', 1.0415391336952018)","('14boat', 1.1270575324794156)","('20casino', 1.1894380313211053)","('41hiking', 1.4723766992172285)","('57pancakes', 1.6023684376170915)","('65toilet', 1.4898020343792993)"
4,"('07bathrobe-slippers', 1.0000100395066203)","('65toilet', 1.0481177853966246)","('71valentines', 1.0414598167718718)","('71valentines', 1.040947760374686)","('71valentines', 1.040947760374686)","('46kitchen2', 1.125054354795537)","('30emergency', 1.1837107661939335)","('42horseriding', 1.4686396148658944)","('08beachball-pail', 1.584373192089488)","('08beachball-pail', 1.461392115088734)"
5,"('67toy', 1.0000098894377727)","('08beachball-pail', 1.046707375287915)","('14boat', 1.039302173262937)","('14boat', 1.0388246844528506)","('14boat', 1.0388246844528506)","('18car', 1.1211812439338091)","('18car', 1.1813364065418013)","('55office-computer-printer', 1.4679777039013386)","('65toilet', 1.5782420560980346)","('66tools', 1.4486548719135808)"
6,"('23childEating', 1.0000098894377727)","('14boat', 1.0460218226226978)","('42horseriding', 1.0362487224947197)","('65toilet', 1.0374817926275222)","('65toilet', 1.0374817926275222)","('20casino', 1.1106438127856062)","('03backyard', 1.1775558915552795)","('20casino', 1.3846148174274604)","('53ocean', 1.5565933072610267)","('27coffeemaking', 1.423943290056236)"
7,"('18car', 1.0000098894377727)","('42horseriding', 1.0441176408372452)","('31farm', 1.0357275824901009)","('42horseriding', 1.0356955644906982)","('42horseriding', 1.0356955644906982)","('45kitchen', 1.1093926884149303)","('07bathrobe-slippers', 1.1729514380970538)","('14boat', 1.3488103453392277)","('27coffeemaking', 1.542956897090758)","('50lock', 1.4214092157262148)"
8,"('11biking', 1.0000098894377727)","('57pancakes', 1.0438610905715993)","('65toilet', 1.0355568081993776)","('31farm', 1.035233127638607)","('31farm', 1.035233127638607)","('56office-desk-chair', 1.1066387806498876)","('14boat', 1.1639731200584738)","('65toilet', 1.346218926607758)","('42horseriding', 1.5020885868333025)","('56office-desk-chair', 1.4039692679995717)"
9,"('54office_supply', 1.0000098894377727)","('20casino', 1.0429597345315889)","('30emergency', 1.0353841572462026)","('30emergency', 1.0348695113627344)","('30emergency', 1.0348695113627344)","('11biking', 1.1039357678714332)","('46kitchen2', 1.1628465053008783)","('31farm', 1.3255801113733618)","('72winning', 1.4884296145262679)","('45kitchen', 1.376121074205192)"
