,Layer1inVals,Layer1inOutRatios,Layer2inVals,Layer2inOutRatios,Layer3inVals,Layer3inOutRatios,Layer4inVals,Layer4inOutRatios,Layer5inVals,Layer5inOutRatios,Layer6inVals,Layer6inOutRatios,Layer7inVals,Layer7inOutRatios,Layer8inVals,Layer8inOutRatios,Layer9inVals,Layer9inOutRatios,Layer10inVals,Layer10inOutRatios
0,1.0,1.0000096023686076,0.8496867384631284,0.9734470430348676,0.7575390317380476,0.9796686320897312,0.7572692437536133,0.979808680031619,0.7572692437536133,0.979808680031619,0.5360445975852067,0.9311980130221872,0.4353208588398216,0.8271142802878781,0.26323190326824286,0.7836004248768529,0.1393934845300121,1.0932302477690528,0.7400829450168187,0.9963600296441828
1,1.0,1.0000054538854783,0.8902821821253403,0.9982498543933651,0.8286731870869539,1.0225959521596855,0.8285353942189444,1.0228366159310187,0.8285353942189444,1.0228366159310187,0.6382836213550832,1.050320522684157,0.5507632645476715,0.985903131835253,0.39303887567552065,1.1347251394179176,0.11533151492475227,1.014323279264935,0.7372456661899308,0.9983983596436152
2,1.0,1.0000094649943658,0.9637325671701426,1.0600985670214074,0.8777646296351999,1.0440470123684373,0.8772939219374938,1.0440078398221777,0.8772939219374938,1.0440078398221777,0.7165830061926353,1.109381411175066,0.6304105794096985,1.0935960172174832,0.4474940871878288,1.2396336529172916,0.1034261015312239,0.9491040845307169,0.7432710882624369,1.0062072349666364
3,1.0,1.0000094649943658,0.9496719622012547,1.0423053974145287,0.8498873504316095,1.0342616067014134,0.8489991403376829,1.0339920246158354,0.8489991403376829,1.0339920246158354,0.654355661828925,1.0569024786086152,0.6442693335178066,1.089388454302464,0.32742362355164256,0.9727346592574302,0.1285211645151905,1.0839106435670307,0.7340372988096817,0.9958595943684564
4,1.0,1.0000094649943658,0.8517372205139013,0.9759200143666352,0.7406731235088087,0.9655718528790433,0.7401293477029972,0.9654550769143148,0.7401293477029972,0.9654550769143148,0.5347546036030211,0.9470644354912644,0.37412484071716945,0.7968766292269713,0.273712348873248,0.8112022211268874,0.10448538028918958,0.9259044905544483,0.7355616860961668,0.9967343166662851
5,0.9997357878090597,0.9998745821547136,0.91344971878463,1.023286921106609,0.7310671374030946,0.9207183777579355,0.7307049997085758,0.920667404246465,0.7307049997085758,0.920667404246465,0.49840943822268235,0.8823512046749884,0.474680337597882,0.8693043833777221,0.3506372736971177,0.9798477696329254,0.0852086605832283,0.7740930339198197,0.743624231201938,1.0009092471750545
6,1.0,1.0000100395066203,0.917562791095719,1.0330647944358644,0.7936649017384699,1.0044194937660211,0.7935344033005702,1.0046019402028683,0.7935344033005702,1.0046019402028683,0.5687623877684062,0.9908525010348327,0.6159105553018392,1.1015496588759188,0.39637474099045483,1.095858542169754,0.1416505102341147,1.1916992924885628,0.7613333212688701,1.0168700724072053
7,1.0,1.000009743789258,0.7919701081740367,1.057795408951071,0.8708171588421127,1.1214703887518367,0.8709818725199848,1.1218948458462075,0.8709818725199848,1.1218948458462075,0.7097722996666461,1.2045001108341715,0.5930987970307583,1.0705214121834006,0.431163494493193,1.1519149142761103,0.12318404299221443,1.0932741817357516,0.742923044550158,1.0084419641921434
8,1.0,1.000009743789258,0.8684341615347668,0.9919190702044585,0.8290453410090102,1.0429652838640555,0.8285983320712706,1.0430874862549402,0.8285983320712706,1.0430874862549402,0.675638701926715,1.126530399602029,0.6029247424789986,1.081325599005614,0.3746029411395575,1.1185486535383953,0.09153249144924008,0.8164576413253295,0.7335948692472465,0.9962862848778883
9,1.0,1.0000089655355493,0.9470769782793697,1.0449290829261506,0.8446063881769703,1.0535385755584223,0.8445487321190973,1.053613674993222,0.8445487321190973,1.053613674993222,0.6846070948854637,1.1177791522934764,0.6018788792597118,1.0883119229362277,0.3863289420707608,1.1344082325400746,0.0894552074835672,0.8950444357809768,0.7309904991254583,0.9970048679516206
10,1.0,1.0000098894377727,0.9506421658502247,1.049017208643355,0.6618440801576528,0.9014009952531228,0.6611087305121415,0.9011820236523629,0.6611087305121415,0.9011820236523629,0.47084795445335464,0.8745465648567239,0.41942643677932673,0.8231507324811549,0.3548277210944572,1.0026662258374135,0.10937209095305621,0.958748557213921,0.7253635698532999,0.9898016140661203
11,1.0,1.0000096023686076,0.8938960984917047,1.006747812057546,0.8332064822934698,1.01670581484214,0.8327527062928488,1.0166791919528215,0.8327527062928488,1.0166791919528215,0.6570110045400568,1.0514447295898632,0.5122303602310168,0.9313285647284268,0.27472993571613447,0.8422212834675608,0.1368627056023109,1.1037695530142437,0.719199204217979,0.9827684630992696
12,1.0,1.0000096023686076,0.9447066881597449,1.0355969228185262,0.8613095384402792,1.0327886968327131,0.8608139081567515,1.0327534154492326,0.8608139081567515,1.0327534154492326,0.6102763468129289,1.0046622232629523,0.5829979265703464,1.0120556372295137,0.399761132058902,1.1022175667344118,0.13359656128087596,1.1131005378748753,0.7416862759933701,1.003426337272858
13,1.0,1.0000096023686076,0.9671053248483041,1.0513328544215663,0.8995835542929908,1.076963698437834,0.8991853484815704,1.077045716303041,0.8991853484815704,1.077045716303041,0.7459966520652942,1.170628322135791,0.6283130967103143,1.094393792551642,0.38603487951786875,1.0723181311582186,0.14119396821888977,1.1356497635301808,0.7559939681196216,1.0143193052283148
14,1.0,1.0000094649943658,0.8450893106208152,0.984591307220471,0.7520203628242836,0.9453990702113019,0.7521634122764859,0.9458658121010026,0.7521634122764859,0.9458658121010026,0.5510950547411341,0.9426319980840121,0.4922277223763243,0.904189305507161,0.26661466751445684,0.8159620795623166,0.1197806491868019,0.9853504696850264,0.7270420986799659,0.9849778346949661
15,1.0,1.0000094649943658,0.922888822532311,1.0305098372058028,0.7902636508401755,0.9805901600821845,0.7897807600845761,0.9805666693313966,0.7897807600845761,0.9805666693313966,0.573859869428894,0.9581636388703896,0.6105733463499041,1.0593995101102012,0.32594756047942836,1.0010933696650475,0.1336952332742901,1.1150061502001192,0.7356602734581236,0.9955512831541015
16,1.0,1.0000098894377727,0.9676810019453719,1.0634205913713481,0.7928308121808033,1.0119807500069955,0.7918576434598898,1.0117134497530775,0.7918576434598898,1.0117134497530775,0.5778940728134592,1.0261535497934544,0.6155225862345659,1.0785951727845837,0.35679658915736184,1.02600360511783,0.12437924792567534,1.0448773602376518,0.7508957559074732,1.0072310489161629
17,1.0,1.000009743789258,0.8978198001989847,1.0069828757086128,0.7664860532187018,0.9702108464906515,0.7661234133121512,0.9703702555857868,0.7661234133121512,0.9703702555857868,0.6040590625809619,1.0071885565632996,0.4758885551772783,0.8791185958159579,0.23051688303887066,0.723967956295433,0.0957718766509687,0.8298642646225007,0.735933929899788,0.9911041549994475
18,1.0,1.0000094649943658,0.900543427926878,1.0386174639180723,0.8746643233700984,1.0970267891956105,0.8745287297217149,1.097356407898487,0.8745287297217149,1.097356407898487,0.6522272326089826,1.1627667780218078,0.6117070376688394,1.1110127429633223,0.41967194623659476,1.2396940440831428,0.11019319142568924,0.927930330267745,0.7423853832129252,1.0077392476154428
