,Layer1_bottom10,Layer2_bottom10,Layer3_bottom10,Layer4_bottom10,Layer5_bottom10,Layer6_bottom10,Layer7_bottom10,Layer8_bottom10,Layer9_bottom10,Layer10_bottom10,Layer11_bottom10,Layer12_bottom10,Layer13_bottom10,Layer14_bottom10,Layer15_bottom10,Layer16_bottom10,Layer17_bottom10,Layer18_bottom10,Layer19_bottom10,Layer20_bottom10,Layer21_bottom10,Layer22_bottom10,Layer23_bottom10,Layer24_bottom10,Layer25_bottom10,Layer26_bottom10,Layer27_bottom10,Layer28_bottom10,Layer29_bottom10,Layer30_bottom10,Layer31_bottom10
0,"('22chess', 0.9994718178634568)","('64tennis', 0.9744864375958586)","('64tennis', 0.9755105526794416)","('64tennis', 0.8568120912100847)","('64tennis', 0.8567535872006087)","('64tennis', 0.8567535872006087)","('64tennis', 0.773223675820098)","('64tennis', 0.7726583203539283)","('05baseball', 0.7108293324558392)","('05baseball', 0.7108293324558392)","('05baseball', 0.7108293324558392)","('05baseball', 0.7361504736856261)","('05baseball', 0.7357051932292658)","('05baseball', 0.7100008843272425)","('05baseball', 0.7099583829502176)","('05baseball', 0.6235516460987696)","('05baseball', 0.6235012564401994)","('05baseball', 0.6235012564401994)","('01art', 0.5836510511757624)","('01art', 0.5834053038390329)","('62sushi', 0.472427389122522)","('62sushi', 0.46717296601731934)","('01art', 0.29843299988894345)","('01art', 0.2848648274372348)","('01art', 0.2848648274372348)","('01art', 0.10752204578137373)","('01art', 0.1032726487531964)","('01art', 0.10534852291663645)","('01art', 0.082648203234539)","('13birds', -0.24819374669077368)","('13birds', -0.16741032180997603)"
1,"('06basketball', 0.9998745821547136)","('23childEating', 0.9782754488084613)","('23childEating', 0.977986908768026)","('73winter', 0.8629004609308635)","('73winter', 0.8629037757755387)","('73winter', 0.8629037757755387)","('69tub', 0.7963291006962234)","('69tub', 0.7963280017364348)","('38groceryshopping', 0.7198447550061885)","('38groceryshopping', 0.7198447550061885)","('38groceryshopping', 0.7198447550061885)","('63teethhygene', 0.8537363877757727)","('63teethhygene', 0.8536930452595642)","('21cheese', 0.7905774207382773)","('21cheese', 0.7901496961845681)","('01art', 0.648903628061997)","('01art', 0.6488226222631597)","('01art', 0.6488226222631597)","('05baseball', 0.5937886871113005)","('05baseball', 0.5899170960183946)","('12birdcage', 0.4888379114851803)","('12birdcage', 0.4869160177096213)","('62sushi', 0.3861488665380606)","('62sushi', 0.3860660898883943)","('62sushi', 0.3860660898883943)","('62sushi', 0.5050585674214085)","('62sushi', 0.4986972918018498)","('12birdcage', 0.10912247635832004)","('12birdcage', 0.1582151441851177)","('12birdcage', -0.10312698903271161)","('12birdcage', -0.06082189562291116)"
2,"('17burger', 1.0)","('38groceryshopping', 0.9795960992107232)","('38groceryshopping', 0.9792654554943404)","('28construction', 0.8703683426654731)","('28construction', 0.8703765611376898)","('28construction', 0.8703765611376898)","('73winter', 0.8103867806171308)","('73winter', 0.8103883085363562)","('73winter', 0.7660551887261475)","('73winter', 0.7660551887261475)","('73winter', 0.7660551887261475)","('21cheese', 0.8563579415109135)","('21cheese', 0.8563216062383906)","('63teethhygene', 0.7941865303626326)","('63teethhygene', 0.7941888727974173)","('59pizza', 0.7778711818377415)","('59pizza', 0.7780734240325597)","('59pizza', 0.7780734240325597)","('12birdcage', 0.6719546413672219)","('12birdcage', 0.6726467217216994)","('01art', 0.5450225716959022)","('01art', 0.5420527839037733)","('12birdcage', 0.4438820805042598)","('12birdcage', 0.4446119671086203)","('12birdcage', 0.4446119671086203)","('12birdcage', 0.5132189077321322)","('12birdcage', 0.5155885775995885)","('62sushi', 0.3003520655845801)","('62sushi', 0.2954029524856546)","('62sushi', -0.020981562495306947)","('01art', -0.03829994903933791)"
3,"('32farm_animals', 1.0)","('44kayak', 0.9808200174984573)","('44kayak', 0.980486031467243)","('69tub', 0.882274667327501)","('69tub', 0.8822777014897378)","('69tub', 0.8822777014897378)","('38groceryshopping', 0.8207837311874219)","('38groceryshopping', 0.8207838050297168)","('21cheese', 0.7944981390321804)","('21cheese', 0.7944981390321804)","('21cheese', 0.7944981390321804)","('01art', 0.8668906118468949)","('01art', 0.8669487645043856)","('01art', 0.8286750357666163)","('01art', 0.8285268131732544)","('21cheese', 0.7794300813839743)","('21cheese', 0.7794010356581705)","('21cheese', 0.7794010356581705)","('62sushi', 0.7507102716661695)","('62sushi', 0.751140807653434)","('59pizza', 0.6314949441285365)","('59pizza', 0.6350075931383894)","('33fishtank', 0.6515909095392818)","('33fishtank', 0.6537092919565956)","('33fishtank', 0.6537092919565956)","('22chess', 0.5633488178210523)","('22chess', 0.548579970590753)","('68toys', 0.36274908124707855)","('22chess', 0.3107934097679702)","('68toys', 0.031274631590165115)","('62sushi', -0.027112843980946565)"
4,"('02baby', 1.0000054538854783)","('73winter', 0.9816394731035301)","('73winter', 0.9812772427214148)","('01art', 0.9028355032232286)","('01art', 0.9028405041898178)","('01art', 0.9028405041898178)","('23childEating', 0.854483151653626)","('23childEating', 0.8544838180178783)","('01art', 0.8042199267580837)","('01art', 0.8042199267580837)","('01art', 0.8042199267580837)","('64tennis', 0.8793171378096559)","('64tennis', 0.8793151366340385)","('62sushi', 0.8352077286217691)","('62sushi', 0.8351895241480649)","('12birdcage', 0.7795686086562353)","('12birdcage', 0.7795483693828267)","('12birdcage', 0.7795483693828267)","('33fishtank', 0.7747288050944066)","('33fishtank', 0.7752117887270316)","('33fishtank', 0.6632295864659725)","('33fishtank', 0.6644917915875962)","('67toy', 0.6594528804114399)","('05baseball', 0.6584754140159016)","('05baseball', 0.6584754140159016)","('25clothing', 0.6664524362719683)","('25clothing', 0.6692890104983322)","('22chess', 0.37308404898585756)","('68toys', 0.34908829025175186)","('01art', 0.05933624369245179)","('68toys', 0.08654360428087249)"
5,"('46kitchen2', 1.0000055379211592)","('21cheese', 0.9822444143857236)","('21cheese', 0.983172404289006)","('38groceryshopping', 0.9164424980345506)","('38groceryshopping', 0.9164499313500368)","('38groceryshopping', 0.9164499313500368)","('05baseball', 0.8770177886198992)","('05baseball', 0.8770190425636842)","('19carpet', 0.8167867212227747)","('19carpet', 0.8167867212227747)","('19carpet', 0.8167867212227747)","('59pizza', 0.8814522236222355)","('59pizza', 0.8814929482810081)","('70tv', 0.8692824610345098)","('70tv', 0.8692875984459966)","('33fishtank', 0.7870345628387383)","('33fishtank', 0.7869921172476795)","('33fishtank', 0.7869921172476795)","('21cheese', 0.7983002083686078)","('21cheese', 0.7978688893707252)","('21cheese', 0.7568261982640174)","('21cheese', 0.7541979772640689)","('05baseball', 0.6764274782624805)","('67toy', 0.6611241824508821)","('67toy', 0.6611241824508821)","('05baseball', 0.701009809836098)","('05baseball', 0.7014228746793143)","('25clothing', 0.39687205431176464)","('25clothing', 0.3571403768408459)","('59pizza', 0.1600930084034022)","('59pizza', 0.17899003788000628)"
6,"('45kitchen', 1.0000055379211592)","('01art', 0.9852763475925083)","('01art', 0.9855129761351765)","('23childEating', 0.9209486399970381)","('23childEating', 0.9209522125537826)","('23childEating', 0.9209522125537826)","('21cheese', 0.898141275777655)","('21cheese', 0.8981463940073909)","('64tennis', 0.8207183389981088)","('64tennis', 0.8207183389981088)","('64tennis', 0.8207183389981088)","('38groceryshopping', 0.8968090112290813)","('38groceryshopping', 0.8971115566977665)","('12birdcage', 0.8856406318821413)","('12birdcage', 0.8856272742135245)","('63teethhygene', 0.8292907831658936)","('63teethhygene', 0.8295774718998137)","('63teethhygene', 0.8295774718998137)","('70tv', 0.8140512581555049)","('70tv', 0.8122143139366673)","('67toy', 0.7641904250420498)","('67toy', 0.7637910993668655)","('21cheese', 0.7134848711024926)","('22chess', 0.7034059142490829)","('22chess', 0.7034059142490829)","('67toy', 0.7177946131645775)","('67toy', 0.7142711602419501)","('67toy', 0.4601896467523199)","('67toy', 0.4419454163482595)","('33fishtank', 0.45512116314807627)","('22chess', 0.2670630817466377)"
7,"('10bed-dresser', 1.0000089655355493)","('69tub', 0.9853462890338389)","('69tub', 0.9856889700650738)","('24cleaning', 0.9395878181749605)","('24cleaning', 0.939593608948885)","('24cleaning', 0.939593608948885)","('01art', 0.9116496221573661)","('01art', 0.9116507292696522)","('24cleaning', 0.8348497980332686)","('24cleaning', 0.8348497980332686)","('24cleaning', 0.8348497980332686)","('15bowling', 0.89780985404946)","('15bowling', 0.8977625869406942)","('59pizza', 0.893038126047287)","('59pizza', 0.8930359499880935)","('62sushi', 0.8299495765322513)","('62sushi', 0.831692777945985)","('62sushi', 0.831692777945985)","('67toy', 0.8347649487177243)","('67toy', 0.8346796105036628)","('22chess', 0.780945471233852)","('22chess', 0.7758322739660353)","('38groceryshopping', 0.7253790522872319)","('21cheese', 0.7127472680090825)","('21cheese', 0.7127472680090825)","('26coathanging', 0.7474391798522649)","('26coathanging', 0.7440831537646195)","('26coathanging', 0.4932608928636498)","('26coathanging', 0.4895760554042396)","('22chess', 0.46727847976122644)","('47laundry', 0.44605199602677187)"
8,"('69tub', 1.000009099550753)","('59pizza', 0.9864716324640307)","('59pizza', 0.986275490565507)","('21cheese', 0.9463711729276827)","('21cheese', 0.9463710122615174)","('21cheese', 0.9463710122615174)","('24cleaning', 0.9276209356683152)","('24cleaning', 0.92762192786198)","('63teethhygene', 0.8456327224027217)","('63teethhygene', 0.8456327224027217)","('63teethhygene', 0.8456327224027217)","('19carpet', 0.9154670081312517)","('19carpet', 0.9156184150108495)","('38groceryshopping', 0.8949165888759835)","('38groceryshopping', 0.894915035783105)","('70tv', 0.8538598471690318)","('70tv', 0.8538866779358084)","('70tv', 0.8538866779358084)","('59pizza', 0.8364855502322742)","('59pizza', 0.8366732303876457)","('05baseball', 0.7950730937805004)","('05baseball', 0.7856691272213793)","('22chess', 0.7297201069506996)","('38groceryshopping', 0.7237754342663979)","('38groceryshopping', 0.7237754342663979)","('13birds', 0.7817521374115847)","('13birds', 0.7768045226082971)","('13birds', 0.49841000333730406)","('19carpet', 0.49319246879957984)","('47laundry', 0.5049449529416972)","('33fishtank', 0.44739199669983387)"
9,"('65toilet', 1.000009099550753)","('67toy', 0.9900946877195536)","('15bowling', 0.9907389820330569)","('05baseball', 0.9595584684698827)","('05baseball', 0.9595636635454636)","('05baseball', 0.9595636635454636)","('62sushi', 0.9403252185478351)","('62sushi', 0.940327295396285)","('69tub', 0.8496402463622988)","('69tub', 0.8496402463622988)","('69tub', 0.8496402463622988)","('51makeup', 0.9179036815518008)","('51makeup', 0.9178966776336616)","('15bowling', 0.9092118563309447)","('15bowling', 0.9092091121340395)","('22chess', 0.864467528039354)","('22chess', 0.8644982477874387)","('22chess', 0.8644982477874387)","('38groceryshopping', 0.8431611444730693)","('38groceryshopping', 0.8436541893078284)","('38groceryshopping', 0.8397827409695259)","('38groceryshopping', 0.8384463414806462)","('47laundry', 0.7469001257153927)","('47laundry', 0.7454793803346885)","('47laundry', 0.7454793803346885)","('11biking', 0.7817672438047157)","('47laundry', 0.7827685515441276)","('19carpet', 0.5171507058521965)","('13birds', 0.5259934034188191)","('19carpet', 0.6187714756955747)","('26coathanging', 0.5214943252816764)"
