models,invalCorrelations,pVal_inVal,inOutRatioCorrelations,pVal_inOutRatio
"AlexNet_Places365_L2,ResNet50_Places365_L2",0.8470348233882204,{2.9767263508531015e-40},0.8441246292184874,{1.000489127360379e-39}
"AlexNet_Places365_L2,ResNet50_Places365_L9",0.2690328307357563,{0.001205973062842311},0.3249433510513451,{7.96206275998384e-05}
"AlexNet_Places365_L12,ResNet50_Places365_L9",0.7483378513169583,{9.83240918336239e-27},0.6860789984843858,{4.43845829841721e-21}
"AlexNet_Places365_L12,ResNet50_Places365_L2",0.27114621162422115,{0.001098945824926235},0.41804680796282156,{2.259245576105847e-07}
