,Layer1_bottom10,Layer2_bottom10,Layer3_bottom10,Layer4_bottom10,Layer5_bottom10,Layer6_bottom10,Layer7_bottom10,Layer8_bottom10,Layer9_bottom10,Layer10_bottom10
0,"('22chess', 0.9994718178634568)","('69tub', 0.8234318409427215)","('70tv', 0.7348405558379159)","('70tv', 0.7348763070563983)","('70tv', 0.7348763070563983)","('11biking', 0.8938052857049072)","('70tv', 0.7904529384945035)","('19carpet', 0.5566919008500609)","('26coathanging', 0.9611210859707718)","('67toy', 0.9904589544235652)"
1,"('06basketball', 0.9998745821547136)","('38groceryshopping', 0.8485854222059289)","('49livingroom-chair', 0.7981208396854125)","('49livingroom-chair', 0.7981676330274097)","('49livingroom-chair', 0.7981676330274097)","('49livingroom-chair', 0.9150061281167536)","('59pizza', 0.8533459989947275)","('01art', 0.6326699059453148)","('70tv', 0.970500695986436)","('22chess', 0.9933932378300702)"
2,"('17burger', 1.0)","('01art', 0.8923464168318493)","('11biking', 0.8273134172086689)","('11biking', 0.8272053062453087)","('11biking', 0.8272053062453087)","('05baseball', 0.9157747354992718)","('49livingroom-chair', 0.8881745843669476)","('15bowling', 0.6503762294323099)","('22chess', 0.9743865964835355)","('26coathanging', 0.9940817553403007)"
3,"('32farm_animals', 1.0)","('44kayak', 0.90693630069132)","('64tennis', 0.8525727878162438)","('64tennis', 0.8526804682411175)","('64tennis', 0.8526804682411175)","('64tennis', 0.919548533326666)","('15bowling', 0.8959537128756636)","('44kayak', 0.6663424463455015)","('49livingroom-chair', 0.9765210323655548)","('44kayak', 0.9943453117355874)"
4,"('02baby', 1.0000054538854783)","('21cheese', 0.9279757141174664)","('06basketball', 0.8919894873609855)","('06basketball', 0.8920549566628331)","('06basketball', 0.8920549566628331)","('70tv', 0.9286556422507994)","('06basketball', 0.9066866771485601)","('05baseball', 0.6847449281657421)","('68toys', 0.9766206670066655)","('68toys', 0.9944529882118026)"
5,"('46kitchen2', 1.0000055379211592)","('64tennis', 0.9379703458204065)","('19carpet', 0.8943623441360318)","('19carpet', 0.8940686172577859)","('19carpet', 0.8940686172577859)","('59pizza', 0.932006230516214)","('19carpet', 0.9067271529361842)","('51makeup', 0.7222251483881602)","('02baby', 0.9796966650290045)","('19carpet', 0.9944572606222909)"
6,"('45kitchen', 1.0000055379211592)","('23childEating', 0.9421050787480898)","('59pizza', 0.9035923530798338)","('59pizza', 0.9036516104617747)","('59pizza', 0.9036516104617747)","('15bowling', 0.9461656338063448)","('11biking', 0.9076937786283852)","('22chess', 0.7427685315040983)","('19carpet', 0.9809222773650654)","('39gun', 0.9944740324611107)"
7,"('10bed-dresser', 1.0000089655355493)","('63teethhygene', 0.9486943805482603)","('05baseball', 0.9175036491607843)","('05baseball', 0.9174121989215851)","('05baseball', 0.9174121989215851)","('06basketball', 0.9500046904125834)","('22chess', 0.9137704053368504)","('33fishtank', 0.7608456465918086)","('52motorbike', 0.9836079030617643)","('33fishtank', 0.9946118914815401)"
8,"('69tub', 1.000009099550753)","('73winter', 0.9505896532159684)","('15bowling', 0.923133864596687)","('15bowling', 0.9231701123626319)","('15bowling', 0.9231701123626319)","('19carpet', 0.9656263151327592)","('64tennis', 0.9137940102680266)","('39gun', 0.7619988534980362)","('67toy', 0.9845494748242131)","('15bowling', 0.9953301077699497)"
9,"('65toilet', 1.000009099550753)","('59pizza', 0.9523431081960143)","('21cheese', 0.9413912162048119)","('21cheese', 0.9414519121370936)","('21cheese', 0.9414519121370936)","('21cheese', 0.9670982358507528)","('01art', 0.9173071158209674)","('67toy', 0.7750486983757784)","('13birds', 0.9850730110196393)","('05baseball', 0.9955123155432114)"
