,Layer1_top10,Layer2_top10,Layer3_top10,Layer4_top10,Layer5_top10,Layer6_top10,Layer7_top10,Layer8_top10,Layer9_top10,Layer10_top10
0,"('21cheese', 1.0000101942001327)","('17burger', 1.1783054098019117)","('42horseriding', 1.154580701161732)","('42horseriding', 1.154628077506104)","('42horseriding', 1.154628077506104)","('71valentines', 1.1079313154751815)","('50lock', 1.172330131990246)","('66tools', 1.5047579519312908)","('32farm_animals', 1.0747552456592246)","('66tools', 1.0131476889404332)"
1,"('61street', 1.0000101942001327)","('71valentines', 1.1350898187827303)","('20casino', 1.1527803890789439)","('20casino', 1.1528909228432616)","('20casino', 1.1528909228432616)","('50lock', 1.1051626593767725)","('53ocean', 1.1611431476570224)","('63teethhygene', 1.4878149342686504)","('17burger', 1.0582897879160698)","('17burger', 1.0124879094140575)"
2,"('60street', 1.0000101942001327)","('57pancakes', 1.1205733352036455)","('71valentines', 1.1452658521277146)","('71valentines', 1.1453126232191615)","('71valentines', 1.1453126232191615)","('65toilet', 1.0967870178366381)","('42horseriding', 1.1593575191463201)","('17burger', 1.39666099842444)","('61street', 1.0578138342005148)","('32farm_animals', 1.0122459641073185)"
3,"('52motorbike', 1.0000100395066203)","('18car', 1.1151121686350682)","('50lock', 1.144302695540407)","('50lock', 1.1444087939852352)","('50lock', 1.1444087939852352)","('42horseriding', 1.0948463638002148)","('65toilet', 1.1401314565625202)","('32farm_animals', 1.3882152303884119)","('53ocean', 1.045251616807938)","('53ocean', 1.010717272522324)"
4,"('07bathrobe-slippers', 1.0000100395066203)","('03backyard', 1.1125459093776768)","('08beachball-pail', 1.1352655897190684)","('08beachball-pail', 1.1355898286872703)","('08beachball-pail', 1.1355898286872703)","('53ocean', 1.0863321636745573)","('08beachball-pail', 1.1342061006662838)","('08beachball-pail', 1.3718176838422969)","('20casino', 1.044911652654158)","('63teethhygene', 1.0087540661524441)"
5,"('67toy', 1.0000098894377727)","('46kitchen2', 1.0960364287116526)","('54office_supply', 1.1310492876281517)","('54office_supply', 1.1312165966659353)","('54office_supply', 1.1312165966659353)","('31farm', 1.0851739092225974)","('48livingroom', 1.133776479243071)","('24cleaning', 1.3638265483157435)","('63teethhygene', 1.043354040519167)","('48livingroom', 1.0085087979415357)"
6,"('18car', 1.0000098894377727)","('42horseriding', 1.0931080450658808)","('53ocean', 1.116538335834268)","('53ocean', 1.1165673193587478)","('53ocean', 1.1165673193587478)","('14boat', 1.0778246648231018)","('31farm', 1.13234420930344)","('31farm', 1.3621975376941362)","('71valentines', 1.0370665876287626)","('42horseriding', 1.0084995311808809)"
7,"('29cooking', 1.0000098894377727)","('14boat', 1.092782372114783)","('14boat', 1.114253483846626)","('14boat', 1.1143094375348472)","('14boat', 1.1143094375348472)","('04barber', 1.0725372538622033)","('30emergency', 1.1288924436220598)","('42horseriding', 1.3604254371145734)","('14boat', 1.0366460994975888)","('24cleaning', 1.0083756630238052)"
8,"('23childEating', 1.0000098894377727)","('10bed-dresser', 1.0903988341038433)","('41hiking', 1.1135839176726026)","('41hiking', 1.1136374484872102)","('41hiking', 1.1136374484872102)","('17burger', 1.0686936355329932)","('69tub', 1.120871759868081)","('50lock', 1.3347332922677468)","('42horseriding', 1.0364205077571493)","('08beachball-pail', 1.008040127336137)"
9,"('54office_supply', 1.0000098894377727)","('65toilet', 1.090249219110528)","('29cooking', 1.108333358913681)","('29cooking', 1.108390422104959)","('29cooking', 1.108390422104959)","('48livingroom', 1.0663702918032387)","('03backyard', 1.1194116524516375)","('14boat', 1.3298281784615025)","('31farm', 1.0333432089932668)","('07bathrobe-slippers', 1.0077692699380751)"
