,Layer1_top10,Layer2_top10,Layer3_top10,Layer4_top10,Layer5_top10,Layer6_top10,Layer7_top10,Layer8_top10,Layer9_top10,Layer10_top10
0,"('basketballrim (2).jpg', 1.000009743789258)","('fries (2).jpg', 1.3719637219700183)","('bike (2).jpg', 1.4927391646936878)","('bike (2).jpg', 1.4931659919800027)","('bike (2).jpg', 1.4931659919800027)","('carpet (2).jpg', 1.2633786821278647)","('rubberduck (2).jpg', 1.5848869524125944)","('carpet (2).jpg', 2.928986738027553)","('burger (2).jpg', 1.2056208268453585)","('bike (2).jpg', 1.036011882033406)"
1,"('highchair (2).jpg', 1.0000096725620395)","('pallette (2).jpg', 1.3435672464501296)","('lamp (2).jpg', 1.450430358061664)","('lamp (2).jpg', 1.4505271151306613)","('lamp (2).jpg', 1.4505271151306613)","('lamp (2).jpg', 1.2533805876720547)","('carpet (2).jpg', 1.4541871846142371)","('rolette (2).jpg', 2.817380855663893)","('chicken (2).jpg', 1.179936560092635)","('rolette (2).jpg', 1.0345873661918639)"
2,"('tent (2).jpg', 1.0000095331866181)","('tennisball (2).jpg', 1.328055109162589)","('carpet (2).jpg', 1.4022885752389407)","('carpet (2).jpg', 1.40242784600749)","('carpet (2).jpg', 1.40242784600749)","('rubberduck (2).jpg', 1.2373907736326768)","('bike (2).jpg', 1.4206583507971398)","('bike (2).jpg', 2.554795455078121)","('rolette (2).jpg', 1.1712100001251968)","('burger (2).jpg', 1.0311000886239914)"
3,"('dresser (2).jpg', 1.0000095331866181)","('beachball (2).jpg', 1.2991154064169679)","('easel (2).jpg', 1.3677592381580328)","('easel (2).jpg', 1.368003126631691)","('easel (2).jpg', 1.368003126631691)","('bike (2).jpg', 1.2230861678085134)","('rolette (2).jpg', 1.3543816626287597)","('burger (2).jpg', 2.443582575801523)","('bike (2).jpg', 1.1674254856198198)","('tractor (2).jpg', 1.0289972202676665)"
4,"('footballball (2).jpg', 1.0000095331866181)","('rubberduck (2).jpg', 1.2782079467430953)","('rubberduck (2).jpg', 1.308686432573205)","('rubberduck (2).jpg', 1.308667175677008)","('rubberduck (2).jpg', 1.308667175677008)","('coatrack (2).jpg', 1.1944011639032246)","('coatrack (2).jpg', 1.3383576180955055)","('bowlingball (2).jpg', 2.3910420136448876)","('mailbox (2).jpg', 1.1474300396046782)","('motorcycle (2).jpg', 1.028908828796616)"
5,"('motorcycle (2).jpg', 1.0000095331866181)","('burger (2).jpg', 1.2449868628627057)","('pizza (2).jpg', 1.2857374714961851)","('pizza (2).jpg', 1.2858595344225792)","('pizza (2).jpg', 1.2858595344225792)","('pizza (2).jpg', 1.1758130407346026)","('lamp (2).jpg', 1.3282559855357323)","('coatrack (2).jpg', 2.2764420329910235)","('motorcycle (2).jpg', 1.1457905865876596)","('horse (2).jpg', 1.0284276558804772)"
6,"('stroller (2).jpg', 1.0000095331866181)","('chicken (2).jpg', 1.2177445692276108)","('tennisball (2).jpg', 1.265287111438676)","('tennisball (2).jpg', 1.2652896283714914)","('tennisball (2).jpg', 1.2652896283714914)","('easel (2).jpg', 1.1707372912625922)","('burger (2).jpg', 1.295805672394246)","('lamp (2).jpg', 2.2220836583970254)","('hammer (2).jpg', 1.1443168423167216)","('handgun1 (2).JPG', 1.0275945405101343)"
7,"('bike (2).jpg', 1.0000095331866181)","('cow (2).jpg', 1.2162188227844306)","('pants (2).jpg', 1.2606687756070627)","('pants (2).jpg', 1.2607067115262423)","('pants (2).jpg', 1.2607067115262423)","('rolette (2).jpg', 1.162404931178062)","('chess (2).jpg', 1.2955336308662644)","('pizza (2).jpg', 2.1907770926359307)","('carpet (2).jpg', 1.1434095389944028)","('hammer (2).jpg', 1.026541269369124)"
8,"('sippycup (2).jpg', 1.0000094649943658)","('bag (2).jpg', 1.19029461091507)","('coatrack (2).jpg', 1.2415747923407685)","('coatrack (2).jpg', 1.2416149296550774)","('coatrack (2).jpg', 1.2416149296550774)","('burger (2).jpg', 1.1621151562936947)","('excersiceequipment (2).jpg', 1.2723246376949169)","('motorhelmet (2).jpg', 2.181475123235445)","('bag (2).jpg', 1.1306212070072514)","('chicken (2).jpg', 1.025702861146156)"
9,"('ovenmitt (2).jpg', 1.0000094649943658)","('train (2).jpg', 1.183840578491823)","('television (2).jpg', 1.2344254099978194)","('television (2).jpg', 1.2344385414529446)","('television (2).jpg', 1.2344385414529446)","('train (2).jpg', 1.1573461848493605)","('train (2).jpg', 1.2704863789706893)","('tractor (2).jpg', 2.1667591163323174)","('fish (2).jpg', 1.130113791743168)","('lamp (2).jpg', 1.0255624683818174)"
