,Layer1_bottom10,Layer2_bottom10,Layer3_bottom10,Layer4_bottom10,Layer5_bottom10,Layer6_bottom10,Layer7_bottom10,Layer8_bottom10,Layer9_bottom10,Layer10_bottom10
0,"('chesspiece (2).jpg', 0.9994479582366893)","('lego (2).jpg', 0.886116701883102)","('nail (2).jpg', 0.9893561928399859)","('nail (2).jpg', 0.9894083446523712)","('nail (2).jpg', 0.9894083446523712)","('balloon (2).jpg', 0.9739312169516423)","('computer (2).jpg', 0.9662952359318112)","('sippycup (2).jpg', 1.1208449306310364)","('chair (2).jpg', 1.002518569525132)","('basketballrim (2).jpg', 1.00152039610309)"
1,"('basketball (2).jpg', 0.9997396363836301)","('balloon (2).jpg', 0.9125040015609645)","('helmet (2).jpg', 0.9968463079837465)","('helmet (2).jpg', 0.9969027656175311)","('helmet (2).jpg', 0.9969027656175311)","('fishbowl (2).jpg', 1.0039325581632839)","('fish (2).jpg', 0.9862053083469848)","('laundry (2).jpg', 1.152698955433527)","('birdcage (2).jpg', 1.003670117380556)","('birdcage (2).jpg', 1.0030960112027787)"
2,"('fries (2).jpg', 1.0)","('stroller (2).jpg', 0.9432154439888196)","('fishbowl (2).jpg', 1.0119936149459179)","('fishbowl (2).jpg', 1.0119845558407057)","('fishbowl (2).jpg', 1.0119845558407057)","('fish (2).jpg', 1.0055205107962188)","('balloon (2).jpg', 1.0080187067493416)","('basketballrim (2).jpg', 1.1605005219440712)","('laundry (2).jpg', 1.004844042915076)","('laundry (2).jpg', 1.0038819076519974)"
3,"('burger (2).jpg', 1.0)","('broom (2).jpg', 0.9579203162076302)","('bowlingpin (2).jpg', 1.0128955042948)","('bowlingpin (2).jpg', 1.0129113523621145)","('bowlingpin (2).jpg', 1.0129113523621145)","('umbrella (2).jpg', 1.007895663791142)","('helmet (2).jpg', 1.0115570829891989)","('cake (2).jpg', 1.1809356766930477)","('beachpail (2).jpg', 1.0074565577632622)","('trophy (2).jpg', 1.003924729042134)"
4,"('cow (2).jpg', 1.0)","('toothbrush (2).jpg', 0.9633029633345996)","('stove (2).jpg', 1.0197382943085291)","('stove (2).jpg', 1.0197942475288853)","('stove (2).jpg', 1.0197942475288853)","('computer (2).jpg', 1.0136743383219788)","('cheesegrater (2).jpg', 1.0170530004564309)","('dustpan (2).jpg', 1.213506805046218)","('cheesegrater (2).jpg', 1.0106805525551046)","('pokerchips (2).jpg', 1.004242308647282)"
5,"('chicken (2).jpg', 1.0)","('beachpail (2).jpg', 0.9776943114574573)","('computer (2).jpg', 1.0236756902100044)","('computer (2).jpg', 1.023237246516712)","('computer (2).jpg', 1.023237246516712)","('cheesegrater (2).jpg', 1.0158669506613165)","('cake (2).jpg', 1.02044227718345)","('ovenmitt (2).jpg', 1.2547935756882267)","('toiletseat (2).jpg', 1.0137355327980746)","('dishrack (2).jpg', 1.004859698586373)"
6,"('tennisball (2).jpg', 1.0000081872830517)","('washer (2).jpg', 0.9779599733857391)","('umbrella (2).jpg', 1.0240865097953846)","('umbrella (2).jpg', 1.0240217323543508)","('umbrella (2).jpg', 1.0240217323543508)","('laundry (2).jpg', 1.0188879591160094)","('dustpan (2).jpg', 1.0306267036036254)","('cheesegrater (2).jpg', 1.272520642979737)","('trophy (2).jpg', 1.0154191131276393)","('dustpan (2).jpg', 1.005176930248016)"
7,"('bowlingpin (2).jpg', 1.0000081872830517)","('dumbbell (2).jpg', 0.9781564032945227)","('garbagebag (2).jpg', 1.0251111446085661)","('cake (2).jpg', 1.0251100076755093)","('cake (2).jpg', 1.0251100076755093)","('cake (2).jpg', 1.0196461440066749)","('washer (2).jpg', 1.0373624204781713)","('pot (2).jpg', 1.2740971311978413)","('dustpan (2).jpg', 1.016190210713549)","('ovenmitt (2).jpg', 1.0055209097167006)"
8,"('helmet (2).jpg', 1.0000081872830517)","('lifejacket (2).jpg', 0.9789886921891805)","('cake (2).jpg', 1.0251283598056837)","('garbagebag (2).jpg', 1.0251686032838212)","('garbagebag (2).jpg', 1.0251686032838212)","('nail (2).jpg', 1.0210882471462264)","('nail (2).jpg', 1.0375520371488631)","('ironing (2).jpg', 1.308673248059612)","('basketballrim (2).jpg', 1.0166114795771017)","('sippycup (2).jpg', 1.0055237875265797)"
9,"('bat (2).jpg', 1.0000081872830517)","('bowlingball (2).jpg', 0.9791238670705875)","('cheesegrater (2).jpg', 1.0347811593340257)","('cheesegrater (2).jpg', 1.0349000158854829)","('cheesegrater (2).jpg', 1.0349000158854829)","('crib (2).jpg', 1.023153956092102)","('garbagebag (2).jpg', 1.0415455397182751)","('dresser (2).jpg', 1.313941851990596)","('backyard_grill (2).jpg', 1.0168826992906717)","('medal (2).jpg', 1.0055817664998907)"
