,Layer1_bottom10,Layer2_bottom10,Layer3_bottom10,Layer4_bottom10,Layer5_bottom10,Layer6_bottom10,Layer7_bottom10,Layer8_bottom10,Layer9_bottom10,Layer10_bottom10
0,"('chesspiece (2).jpg', 0.9994479582366893)","('lego (2).jpg', 0.9286911105742213)","('helmet (2).jpg', 0.9706450147286396)","('helmet (2).jpg', 0.9706410877422481)","('helmet (2).jpg', 0.9706410877422481)","('nail (2).jpg', 0.9822252631085183)","('balloon (2).jpg', 0.983785159907318)","('ovenmitt (2).jpg', 1.1443536139944803)","('nail (2).jpg', 0.9799025846866406)","('laundry (2).jpg', 1.0034859706793284)"
1,"('basketball (2).jpg', 0.9997396363836301)","('balloon (2).jpg', 0.9510020700817087)","('chopsticks (2).jpg', 0.9803723710918472)","('chopsticks (2).jpg', 0.9804241531632936)","('chopsticks (2).jpg', 0.9804241531632936)","('balloon (2).jpg', 0.997067585324415)","('computer (2).jpg', 0.9881056816890794)","('cheesegrater (2).jpg', 1.1459797646964704)","('chair (2).jpg', 0.9842260402521341)","('basketballrim (2).jpg', 1.0038034842132855)"
2,"('bowlingpin (2).jpg', 1.0000081872830517)","('stroller (2).jpg', 0.9600983369375354)","('bat (2).jpg', 0.9828345607138275)","('bat (2).jpg', 0.9828821854157825)","('bat (2).jpg', 0.9828821854157825)","('garbagebag (2).jpg', 1.0114438048023695)","('nail (2).jpg', 0.9957889177688194)","('coffeemaker (2).jpg', 1.1852391887651792)","('basketballrim (2).jpg', 0.9949888913515396)","('nail (2).jpg', 1.0039426140178)"
3,"('tennisball (2).jpg', 1.0000081872830517)","('toothbrush (2).jpg', 0.9720813827139395)","('nail (2).jpg', 0.9832880934722548)","('nail (2).jpg', 0.983046034764424)","('nail (2).jpg', 0.983046034764424)","('umbrella (2).jpg', 1.0138707586917581)","('helmet (2).jpg', 1.014349831365072)","('laundry (2).jpg', 1.1916927848644092)","('laundry (2).jpg', 1.0102280839823756)","('chair (2).jpg', 1.0041882300091678)"
4,"('helmet (2).jpg', 1.0000081872830517)","('dumbbell (2).jpg', 0.9788981123076492)","('rearview_mirror (2).jpg', 0.9909765217160695)","('rearview_mirror (2).jpg', 0.9906889768728299)","('rearview_mirror (2).jpg', 0.9906889768728299)","('bathrobe (2).jpg', 1.0165590047390276)","('bathrobe (2).jpg', 1.020861227839677)","('basketballrim (2).jpg', 1.1993311634148915)","('coffeemaker (2).jpg', 1.0120905662510125)","('cheesegrater (2).jpg', 1.0060373741045572)"
5,"('beachpail (2).jpg', 1.0000081872830517)","('washer (2).jpg', 0.9798754069610105)","('garbagebag (2).jpg', 1.0040821393837234)","('garbagebag (2).jpg', 1.0040977559771544)","('garbagebag (2).jpg', 1.0040977559771544)","('ironing (2).jpg', 1.0208364204979308)","('washer (2).jpg', 1.0215396125922078)","('chair (2).jpg', 1.2123248956873212)","('trophy (2).jpg', 1.0136475612085523)","('trophy (2).jpg', 1.0061534174912048)"
6,"('bat (2).jpg', 1.0000081872830517)","('beachpail (2).jpg', 0.981181849300622)","('bowlingpin (2).jpg', 1.0051599776564872)","('bowlingpin (2).jpg', 1.005155459991428)","('bowlingpin (2).jpg', 1.005155459991428)","('birdcage (2).jpg', 1.0269064845156946)","('chopsticks (2).jpg', 1.0273107996567843)","('boxing_gloves (2).jpg', 1.240786176786653)","('dustpan (2).jpg', 1.0157087272705785)","('cake (2).jpg', 1.0064152014114052)"
7,"('deskchair (2).jpg', 1.0000085154874656)","('broom (2).jpg', 0.9837960975342998)","('stove (2).jpg', 1.006973731991274)","('stove (2).jpg', 1.0069830122924535)","('stove (2).jpg', 1.0069830122924535)","('fishbowl (2).jpg', 1.027562441683106)","('cheesegrater (2).jpg', 1.0274264827141402)","('nail (2).jpg', 1.2566496365881885)","('ovenmitt (2).jpg', 1.0231824817703608)","('sippycup (2).jpg', 1.0071131911976747)"
8,"('lamp (2).jpg', 1.0000085154874656)","('lifejacket (2).jpg', 0.9886851898247738)","('motorhelmet (2).jpg', 1.0072218736913805)","('motorhelmet (2).jpg', 1.0072014521373234)","('motorhelmet (2).jpg', 1.0072014521373234)","('fish (2).jpg', 1.030184155953507)","('garbagebag (2).jpg', 1.0287393243696763)","('golfclubs (2).jpg', 1.262741608574265)","('rainboots (2).jpg', 1.0254289662821723)","('dustpan (2).jpg', 1.0072498383843491)"
9,"('chair (2).jpg', 1.0000085777357148)","('dustpan (2).jpg', 0.9934363267504623)","('strecher (2).jpg', 1.012266136220058)","('strecher (2).jpg', 1.0123110159719357)","('strecher (2).jpg', 1.0123110159719357)","('strecher (2).jpg', 1.039499736634057)","('birdcage (2).jpg', 1.0318079013242711)","('sippycup (2).jpg', 1.2642800804368595)","('cheesegrater (2).jpg', 1.0275923233513535)","('medal (2).jpg', 1.0073513466515296)"
