,Network Name,Layer Number,Context Ratio,pCon1,pConRel,Context Error Bars,Category Ratio,pCat1,pCatRel,Category Error Bars,pConVCat
0,Vgg16,0,0.9999999678519189,0.9966257159816903,0.9970439769790875,7.523311769765655e-06,1.000003435072519,0.4211065446746607,0.4200950883009479,4.243076271225954e-06,0.47394201909739964
1,Vgg16,1,1.0065285796213246,4.994983419844434e-05,4.055149217066261e-05,0.0015024755659161144,1.0155506593698502,2.340233000430465e-27,8.605600333008462e-28,0.001149695384656135,8.63630744157972e-07
2,Vgg16,2,1.0064326984385306,5.396672030074306e-05,4.393227854922579e-05,0.0014878411727957104,1.0153637867156295,1.8746684900732395e-27,7.1227743563123675e-28,0.0011327797669632047,7.451378495658572e-07
3,Vgg16,3,1.0283754561859348,0.00035864912509472543,0.0001071091914253879,0.007521737080797636,1.0763156781712238,4.349080923199044e-31,5.74273379675845e-34,0.0050977059500223534,4.947445235855503e-07
4,Vgg16,4,1.0283677297936276,0.0003585165396048844,0.00010712953956893254,0.007519466141812986,1.0763201403571072,4.373989119731879e-31,5.747703968618599e-34,0.005098334170221225,4.936309359994101e-07
5,Vgg16,5,1.0283677297936276,0.0003585165396048844,0.00010712953956893254,0.007519466141812986,1.0763201403571072,4.373989119731879e-31,5.747703968618599e-34,0.005098334170221225,4.936309359994101e-07
6,Vgg16,6,1.0567099264374964,4.396711915064403e-05,8.57626048659386e-06,0.012944829409832461,1.1436075325679496,4.3420687988445595e-31,3.0310649440484447e-36,0.009592466396393984,2.4914066603375564e-07
7,Vgg16,7,1.0567031960203142,4.4146799242768106e-05,8.611346644697297e-06,0.01294665712174473,1.143612950744308,4.317354657029271e-31,3.016153141392311e-36,0.009592207450474384,2.493448248819983e-07
8,Vgg16,8,1.0769769547792718,7.452530971608849e-05,1.2739899445063952e-05,0.01818781798438125,1.2347893511436434,6.994903235467143e-33,3.7089104849515834e-42,0.014978112834320309,4.174126169373402e-09
9,Vgg16,9,1.0769769547792718,7.452530971608849e-05,1.2739899445063952e-05,0.01818781798438125,1.2347893511436434,6.994903235467143e-33,3.7089104849515834e-42,0.014978112834320309,4.174126169373402e-09
10,Vgg16,10,1.0769769547792718,7.452530971608849e-05,1.2739899445063952e-05,0.01818781798438125,1.2347893511436434,6.994903235467143e-33,3.7089104849515834e-42,0.014978112834320309,4.174126169373402e-09
11,Vgg16,11,1.047403364425056,0.00019902708693379374,4.814373445084118e-05,0.012006214837910829,1.1853910152388438,5.012156678477773e-47,1.2101955700870588e-50,0.00857827831017104,8.007849774945059e-14
12,Vgg16,12,1.0473768275588335,0.00019979717527287592,4.828538484892963e-05,0.012002954505368686,1.1853293522518538,5.264575845557569e-47,1.2813216337965811e-50,0.008579232452013502,8.03873213119762e-14
13,Vgg16,13,1.0406591528674565,0.0019363058599149447,0.0003136938352246554,0.012548185342666364,1.19098390706413,2.9128450798344064e-51,2.7002054319044873e-54,0.008105654251745377,3.019063902676574e-14
14,Vgg16,14,1.0406528262974133,0.0019430297324291234,0.0003148282434934671,0.01255067588214807,1.1909853878066547,2.872914917547487e-51,2.6658036057176483e-54,0.00810474437256256,3.030585820216915e-14
15,Vgg16,15,1.0559703637659068,0.002810252400260479,0.00036516768765858747,0.017965086045956164,1.3102007740871144,7.411318812445863e-57,1.7774298626090426e-62,0.011798417957863164,6.04026543511089e-16
16,Vgg16,16,1.0560078327366444,0.0027873092814411165,0.00036203710431489234,0.01796109610074928,1.3102142577850069,7.38648930550842e-57,1.787400039634769e-62,0.011798600540282143,6.006566527881469e-16
17,Vgg16,17,1.0560078327366444,0.0027873092814411165,0.00036203710431489234,0.01796109610074928,1.3102142577850069,7.38648930550842e-57,1.787400039634769e-62,0.011798600540282143,6.006566527881469e-16
18,Vgg16,18,1.0707192679212554,0.0011516195540003807,0.00012606855886531022,0.020741918832129565,1.4193137507435543,1.1661327615026116e-55,6.313630171908899e-63,0.016320882220076053,1.405996077323774e-15
19,Vgg16,19,1.0706589696406792,0.0011800291159850622,0.0001280464493920734,0.02077189322744011,1.4196797649979171,1.3608278442588212e-55,7.277978278362716e-63,0.0163563569503016,1.4924613011202456e-15
20,Vgg16,20,1.1016666861199809,0.0005659924316466413,4.3781768154908124e-05,0.02798396452875345,1.6241636922673737,1.1868309902913034e-54,2.6878526708123803e-67,0.024774609286403834,6.627887101309101e-18
21,Vgg16,21,1.101510547533761,0.0006056887866766531,4.628941176627202e-05,0.02810326652291117,1.6266807165222417,1.6638778050535627e-54,3.810901370572078e-67,0.024945837255676902,8.4490396120585e-18
22,Vgg16,22,1.1590717907950474,0.0002921481032182757,2.1671310160252072e-05,0.04148778253922943,1.9608573157486597,3.76127854067054e-46,3.404256237060651e-72,0.04528055277704796,6.225782520434183e-17
23,Vgg16,23,1.159883359086792,0.00029191837910721606,2.1750912105623435e-05,0.04169688609274394,1.9739876046771703,1.8558460966951977e-46,3.7606531693514524e-72,0.04560525575014116,6.825479085620977e-17
24,Vgg16,24,1.159883359086792,0.00029191837910721606,2.1750912105623435e-05,0.04169688609274394,1.9739876046771703,1.8558460966951977e-46,3.7606531693514524e-72,0.04560525575014116,6.825479085620977e-17
25,Vgg16,25,1.2130968986020043,0.0003772995182231066,7.8383466565703e-06,0.05671822716420066,2.2332951401417294,1.4804958063865827e-41,3.208104027836875e-73,0.06415897107360949,3.977358498198993e-18
26,Vgg16,26,1.214006281887587,0.0003639835865650762,8.135381688933409e-06,0.0567957981079951,2.243879864176756,7.20679457504435e-42,3.5906160056637926e-73,0.06426496729916449,3.87971431742424e-18
27,Vgg16,27,1.3143638652224574,0.002028863099591334,4.637679227230673e-05,0.09748413013840455,3.048188283621988,1.3913389399173726e-26,6.959250883389122e-76,0.15482693950277793,2.7055919245347355e-13
28,Vgg16,28,1.3213001491602876,0.0015282630265562006,4.4530689952187534e-05,0.09683631201309334,3.109013894848652,2.440043861391656e-29,8.62737043360613e-76,0.1475849223287578,3.7353217142037676e-14
29,Vgg16,29,0.9455405908021832,0.9084394155709277,1.5814857616409915e-06,0.46862422581318397,5.3282690201650915,0.0006695740172196849,2.0216900428146474e-81,1.2405774997130672,3.129931498103078e-05
30,Vgg16,30,0.7015685696836904,0.7009891213588101,1.4534216253166537e-06,0.768781377521443,6.061711681481175,0.007484085581947288,6.533337572049555e-81,1.8596026254311324,0.00014428938494344187
