,Layer1inVals,Layer1inOutRatios,Layer2inVals,Layer2inOutRatios,Layer3inVals,Layer3inOutRatios,Layer4inVals,Layer4inOutRatios,Layer5inVals,Layer5inOutRatios,Layer6inVals,Layer6inOutRatios,Layer7inVals,Layer7inOutRatios,Layer8inVals,Layer8inOutRatios,Layer9inVals,Layer9inOutRatios,Layer10inVals,Layer10inOutRatios,Layer11inVals,Layer11inOutRatios,Layer12inVals,Layer12inOutRatios,Layer13inVals,Layer13inOutRatios,Layer14inVals,Layer14inOutRatios,Layer15inVals,Layer15inOutRatios,Layer16inVals,Layer16inOutRatios,Layer17inVals,Layer17inOutRatios,Layer18inVals,Layer18inOutRatios,Layer19inVals,Layer19inOutRatios
24,1.0,1.0000096023686076,0.7758724024629977,0.9797954675269817,0.7758724024629977,0.9797954675269817,0.794042349124149,1.0063341344041405,0.5259802519977199,0.8862876529461086,0.5259802519977199,0.8862876529461086,0.6196921854251589,0.9528382993610586,0.5237533169167152,0.9812089431985638,0.5237533169167152,0.9812089431985638,0.4375509109572291,1.0283921940640814,0.6120135568720021,1.0250329470848547,0.7053264678169033,1.0514071070790107,0.6440396138544422,1.0302992801349946,0.4685543199690575,0.9356283577953236,0.4685543199690575,0.9356283577953236,0.4419660639628676,0.9299076584877137,0.07692566497926202,0.9105800940756587,0.6904594013688579,0.9897154675134967,0.019669832904340035,0.9291296872501864
25,1.0,1.000009743789258,0.7732312622487791,0.9785067362148729,0.7732312622487791,0.9785067362148729,0.8221952329585317,1.0270581554325844,0.623060804460382,1.0024656108769077,0.623060804460382,1.0024656108769077,0.6575955546242115,0.9751695386330042,0.5590805211633412,0.9757670976026148,0.5590805211633412,0.9757670976026148,0.41573841104080655,0.9706404108236928,0.5844884541481185,0.9845568487737759,0.6800095258688198,1.0064169249185688,0.6665346415043955,1.0285683463053346,0.5989790968351074,1.06450167503213,0.5989790968351074,1.06450167503213,0.5622870526123892,1.0558177259834525,0.11943663838111034,1.1585411087147979,0.7199375743907876,1.0082959431753533,0.022585836167955734,1.0027371345749199
26,1.0,1.000009743789258,0.8402383483938826,1.0216446214588035,0.8402383483938826,1.0216446214588035,0.7927108988259419,0.9848250976417132,0.6289517947264887,0.9551932243965489,0.6289517947264887,0.9551932243965489,0.6749244534374367,0.9738738491702322,0.5533401375159562,0.9751471534401314,0.5533401375159562,0.9751471534401314,0.463073144016878,1.0442289004144392,0.6093370593872202,1.000793137704951,0.6798253621093694,0.9984562268579974,0.6522610979536068,0.9985430958156802,0.5638488853209057,1.0311432586402831,0.5638488853209057,1.0311432586402831,0.5390493210667631,1.036688976635645,0.09504120892551947,0.9319995580590508,0.6996129993988857,0.997191193560883,0.02995221180650887,1.476448382879566
27,1.0,1.000009743789258,0.8476910881914317,1.045104496230102,0.8476910881914317,1.045104496230102,0.8435763303747424,1.0420667715919145,0.6951557839308541,1.0825230885280708,0.6951557839308541,1.0825230885280708,0.7184117055293227,1.0431175093849823,0.6146556570372484,1.0558040595266593,0.6146556570372484,1.0558040595266593,0.4469276658681452,1.0244133213924123,0.6064139345444,1.0055381818748503,0.7027070586250325,1.0282703841212528,0.7006054735561775,1.0564939848641037,0.5726469161806751,1.0375810222263837,0.5726469161806751,1.0375810222263837,0.5342837359368192,1.0267479904073817,0.09162337562000382,0.9839936783266036,0.7085128071210984,1.0012124381223484,0.021798989223068367,1.0919836749298204
28,1.0,1.0000094649943658,0.7720597034907177,1.022546005345926,0.7720597034907177,1.022546005345926,0.8080892177088631,1.058023198829115,0.7336266463001452,1.1985612468811593,0.7336266463001452,1.1985612468811593,0.7707736689159514,1.1081313502935948,0.6772528713033559,1.1604088421728451,0.6772528713033559,1.1604088421728451,0.5268574336241142,1.165034066288512,0.6863712346880384,1.1001256915142046,0.7401502988536276,1.0709404994481848,0.7189051153007157,1.0966419997370636,0.6135396603936659,1.1068446708589992,0.6135396603936659,1.1068446708589992,0.5695140198704869,1.0784260781447859,0.1260153668330258,1.2034390118596274,0.710445019731539,1.0030274040054203,0.023889697867783805,1.0439743095929668
29,1.0,1.0000096023686076,0.8683402123412038,1.054020156353928,0.8683402123412038,1.054020156353928,0.8413251042302278,1.0446748925502585,0.7359920669854709,1.0980859709306792,0.7359920669854709,1.0980859709306792,0.7664771852577763,1.082275820446038,0.632139736211744,1.0986101626820772,0.632139736211744,1.0986101626820772,0.49125940360569353,1.1723227037552673,0.6535350587312811,1.087528380127089,0.6761721158769821,1.0428092643080171,0.5836103121556534,0.9866441066275855,0.4898695596447799,0.9836240644703542,0.4898695596447799,0.9836240644703542,0.5150417160078948,1.0243855526720547,0.08727485575852861,0.9306287859848786,0.7136419747186079,1.0060794907032293,0.029025285071272677,1.2903383418917003
30,1.0,1.0000094649943658,0.8170611512764104,1.0099149049700271,0.8170611512764104,1.0099149049700271,0.7992981740914965,1.0050025051440603,0.6318452600170005,0.9808988054264635,0.6318452600170005,0.9808988054264635,0.6864285187984365,0.9921220517323135,0.523494387353873,0.9401245136324877,0.523494387353873,0.9401245136324877,0.3492559702917331,0.8614476238831732,0.5430724993132742,0.9301566705067228,0.6233052719808292,0.9490862498455198,0.6037275971960506,0.9567947255746365,0.48816165759513935,0.9194440798010115,0.48816165759513935,0.9194440798010115,0.4848069973024618,0.9611313163050799,0.07475914167885095,0.7800687186525271,0.6947657068337415,0.9898584259991825,0.02273224960494794,1.178092082185065
31,1.0,1.0000096023686076,0.7695528132198303,0.9940160007789798,0.7695528132198303,0.9940160007789798,0.7698607319506343,0.9990189469524912,0.6594622356409006,1.0486507112139807,0.6594622356409006,1.0486507112139807,0.6632132782839374,0.9986663168042382,0.5281187393447153,0.9772260648087105,0.5281187393447153,0.9772260648087105,0.3652242641355396,0.9542189744711579,0.5612408303692391,0.9848757194579163,0.6310759425251218,0.9665944285789994,0.595131235846171,0.9605140844451983,0.5296540203752418,0.995876333849504,0.5296540203752418,0.995876333849504,0.4974710047044894,0.9903427245622439,0.12832561124828176,1.193820116323124,0.7292037362813218,1.0159342578961834,0.03298587808687639,1.5063932640861348
32,1.0,1.0000094649943658,0.8322866110751349,1.032879656915673,0.8322866110751349,1.032879656915673,0.8475134233138355,1.0475341470601058,0.6733608086551243,1.0647839128486059,0.6733608086551243,1.0647839128486059,0.6928929442980112,1.037742853097652,0.611983725908533,1.0738674536924402,0.611983725908533,1.0738674536924402,0.4393529960944978,1.0523843624419846,0.6068410786112232,1.0175314431582785,0.6789502432361573,1.0083735574347636,0.6480781180563714,1.0162048640514623,0.5371643044269169,1.003746032594469,0.5371643044269169,1.003746032594469,0.4819808922276287,0.9687224393705365,0.08651744831909339,0.9330066460044443,0.7197385252178955,1.011827789691954,0.022506949799446542,1.0623844945385714
33,1.0,1.0000094649943658,0.851578998369384,1.028117973896052,0.851578998369384,1.028117973896052,0.813016151167628,1.011402137289851,0.6937721138954204,1.027297822509023,0.6937721138954204,1.027297822509023,0.7180632414074742,1.010340696423004,0.6062643038642291,1.0294047972515001,0.6062643038642291,1.0294047972515001,0.43614438103756364,0.9984742906806198,0.6032458480207177,1.0098503398642271,0.68211138177013,1.0025772640386783,0.669201504529184,1.0168766210224147,0.5591361543177814,1.0210987951230406,0.5591361543177814,1.0210987951230406,0.5274056001195468,1.0167378498789053,0.09268560070094754,0.9816780030930041,0.7173708053704522,1.0041495962563618,0.02052621321760108,0.9391502263634968
