,Network Name,Layer Number,Context Ratio,pCon1,pConRel,Context Error Bars,Category Ratio,pCat1,pCatRel,Category Error Bars,pConVCat,Confounds Removed
0,Vgg19,0,0.9999999690994367,0.9967528011023019,0.9971713174796014,7.514381552473296e-06,1.0000034004483715,0.42539012584685376,0.42437760882248077,4.239378711188689e-06,0.4743247034990712,True
1,Vgg19,1,1.0100405902595568,5.129543656862709e-06,3.6356351189776756e-06,0.0020232905233407987,1.0213090288409328,4.498705698317033e-25,6.867693773475851e-26,0.0016843041524989097,6.325439024639542e-06,True
2,Vgg19,2,1.0099525414498647,5.440886663454817e-06,3.8512917755566e-06,0.002011843632018333,1.0211984413504833,4.961629761138881e-25,7.351049904787756e-26,0.001677716801613452,6.074643653379468e-06,True
3,Vgg19,3,1.0292730427703007,0.00019313190377210994,4.365911570461679e-05,0.007397613105052561,1.0760922349216528,2.3710892698655793e-26,3.5482080756089685e-29,0.005790794705225871,3.6608694203289723e-06,True
4,Vgg19,4,1.029241129011104,0.00019950980591128742,4.4476134434728926e-05,0.00740746546858257,1.0761511321695398,2.4907944142187934e-26,3.503287573360101e-29,0.005798891490605515,3.6131095320002643e-06,True
5,Vgg19,5,1.029241129011104,0.00019950980591128742,4.4476134434728926e-05,0.00740746546858257,1.0761511321695398,2.4907944142187934e-26,3.503287573360101e-29,0.005798891490605515,3.6131095320002643e-06,True
6,Vgg19,6,1.0568602394374484,1.1061803594186368e-05,2.3749726238866635e-06,0.011949799897596305,1.14694451550271,1.2511313873318246e-30,1.8100831575865708e-35,0.009934424485893528,2.6802932895571737e-08,True
7,Vgg19,7,1.0568571769604134,1.1108300827498941e-05,2.384922638162024e-06,0.011951983273371982,1.146942103406118,1.2477879947609905e-30,1.814762298473318e-35,0.009933957121230755,2.68372546490006e-08,True
8,Vgg19,8,1.092432063133406,0.000154962543330303,1.7459522299316996e-05,0.022983725885517566,1.311147736371498,1.6670785563054695e-29,1.4854968913664088e-42,0.021676314363461235,7.0726153151415226e-09,True
9,Vgg19,9,1.0924319945918441,0.00015496311091356077,1.745958390016086e-05,0.022983714950803584,1.3111476398353354,1.6670672451714055e-29,1.485490433350084e-42,0.021676305913417494,7.072714516412863e-09,True
10,Vgg19,10,1.0924319945918441,0.00015496311091356077,1.745958390016086e-05,0.022983714950803584,1.3111476398353354,1.6670672451714055e-29,1.485490433350084e-42,0.021676305913417494,7.072714516412863e-09,True
11,Vgg19,11,1.0528983438257564,7.22933469578572e-05,1.7028969403206278e-05,0.012473177059442488,1.1944983738497348,9.045744961454541e-44,5.6513241366618785e-49,0.009641427658648108,3.846149182042008e-13,True
12,Vgg19,12,1.0529014553141745,7.223371001129616e-05,1.7014407542706193e-05,0.012473222050623362,1.1945003511901267,9.025655736539258e-44,5.640023541081577e-49,0.009641325293604522,3.848566571954678e-13,True
13,Vgg19,13,1.044601945427988,0.0005287257681851805,9.357637165898453e-05,0.012206192981655062,1.1885108098105748,5.761034581853892e-50,5.682229234e-54,0.008212194390204633,8.530605155700209e-15,True
14,Vgg19,14,1.044605064061266,0.0005284732093662377,9.350290152117572e-05,0.012206554975628083,1.1885220946214803,5.832667352377045e-50,5.714192934091303e-54,0.008213578228672185,8.521334670585015e-15,True
15,Vgg19,15,1.0326162161703998,0.012755724096165324,0.0022422444943327995,0.01268135484610701,1.1955924237205036,8.835839049648253e-53,5.084943659474903e-56,0.008054246703171281,1.2153517249491436e-14,True
16,Vgg19,16,1.0326178551682301,0.01275157818689026,0.0022409841310879358,0.01268137806253693,1.1955893100313821,8.835370044109423e-53,5.100485667541397e-56,0.008054114813206068,1.2208974258675852e-14,True
