,Layer1inVals,Layer1OutVals,Layer1inOutRatios,Layer2inVals,Layer2OutVals,Layer2inOutRatios,Layer3inVals,Layer3OutVals,Layer3inOutRatios,Layer4inVals,Layer4OutVals,Layer4inOutRatios,Layer5inVals,Layer5OutVals,Layer5inOutRatios,Layer6inVals,Layer6OutVals,Layer6inOutRatios,Layer7inVals,Layer7OutVals,Layer7inOutRatios,Layer8inVals,Layer8OutVals,Layer8inOutRatios,Layer9inVals,Layer9OutVals,Layer9inOutRatios,Layer10inVals,Layer10OutVals,Layer10inOutRatios,Layer11inVals,Layer11OutVals,Layer11inOutRatios,Layer12inVals,Layer12OutVals,Layer12inOutRatios,Layer13inVals,Layer13OutVals,Layer13inOutRatios
0,0.643605825160285,0.6364995177866327,1.011164670475107,0.6455810483049387,0.6381360593258596,1.0116667736766736,0.6455810483049387,0.6381360593258596,1.0116667736766736,0.7466538160853311,0.7756838513252765,0.9625749134904036,0.746930209318539,0.7768652988471334,0.9614668211168423,0.746930209318539,0.7768652988471334,0.9614668211168423,0.6489894256939279,0.6705205107566126,0.9678889985954507,0.6234798117317364,0.6473055780500934,0.9631923976460571,0.08018265471782637,0.11240645236562927,0.7133278653525407,0.07461305476970917,0.10367921679714903,0.7196529552850642,-0.02208083348617062,0.03136978297717737,-0.7038886275443859,-0.012796991058048195,0.025412011469418905,-0.503580406196819,-0.012796991058048195,0.025412011469418905,-0.503580406196819
1,0.7569038269425024,0.7393726444650005,1.023710888695628,0.7617432046545844,0.7442098313914292,1.0235597173318358,0.7617432046545844,0.7442098313914292,1.0235597173318358,0.8426340885829015,0.8073074586296203,1.0437585824033473,0.8431680168543441,0.8091247603834311,1.042074174636283,0.8431680168543441,0.8091247603834311,1.042074174636283,0.8090700288635395,0.7688120842072161,1.0523638291895951,0.7773993962480955,0.7276296863705105,1.068399779186912,0.2224150477986958,0.09474372333091163,2.3475438792062904,0.20730434797021896,0.08041744855608045,2.5778528378160597,0.22282077637029496,0.00996381444228469,22.362999397568313,0.19811624083363866,0.003735565139586834,53.03514553504774,0.19811624083363866,0.003735565139586834,53.03514553504774
2,0.6460301210077619,0.6368914725855165,1.0143488314973763,0.6463018694661743,0.6374180171948729,1.0139372468798373,0.6463018694661743,0.6374180171948729,1.0139372468798373,0.8149890552520489,0.8230748684781892,0.9901760902491283,0.8149771581130696,0.8240345179217426,0.9890085189252554,0.8149771581130696,0.8240345179217426,0.9890085189252554,0.7654687741715152,0.7429540479787632,1.0303043320835308,0.735968273108434,0.7105453798403528,1.0357794083099847,0.16690210864919905,0.1120559578275982,1.489453232874806,0.1624904967791912,0.10340756010249845,1.5713599336269923,0.1662532861830712,0.061572021101063475,2.7001433964655037,0.15074355005494453,0.051887410920026245,2.905204699600153,0.15074355005494453,0.051887410920026245,2.905204699600153
3,0.7852271672373096,0.7830046387250245,1.0028384614884327,0.793254410342422,0.7882708940978995,1.006322085823333,0.793254410342422,0.7882708940978995,1.006322085823333,0.8031020562526205,0.8189989842536582,0.9805898074275095,0.8034878239572687,0.8201059350678664,0.9797366286475874,0.8034878239572687,0.8201059350678664,0.9797366286475874,0.7347596597440862,0.7461131520726988,0.9847831494498218,0.7052109135547829,0.7212486631234336,0.97776391085538,0.20103815530369987,0.1428503510763571,1.4073339952538158,0.18032859982680383,0.1287664061711726,1.4004320318382437,0.1743177523169259,0.07752907456540446,2.2484178134987194,0.15161366081809025,0.07162812286343771,2.1166778460347007,0.15161366081809025,0.07162812286343771,2.1166778460347007
4,0.8778246185780925,0.8422076118107449,1.0422900556440842,0.8777797231164663,0.8423791071707654,1.0420245654769362,0.8777797231164663,0.8423791071707654,1.0420245654769362,0.8445469217047246,0.8246521563999601,1.0241250388425776,0.8445398185820121,0.825669030707122,1.0228551479746415,0.8445398185820121,0.825669030707122,1.0228551479746415,0.7886124173936343,0.7762542004893104,1.0159203221013606,0.7607354846050671,0.7469802261637765,1.0184144880406443,0.15424737066127894,0.13670257632638447,1.1283428213745246,0.1467769643080556,0.12826467068515082,1.1443288594124768,0.07413980925915072,0.051223104703458276,1.4473899949712583,0.07176958306951906,0.0395335299951411,1.8154104396531237,0.07176958306951906,0.0395335299951411,1.8154104396531237
5,0.7148478223878459,0.727466067349524,0.9826545243441362,0.7148983480825091,0.7275784718741414,0.982572156431498,0.7148983480825091,0.7275784718741414,0.982572156431498,0.8332445467273832,0.8325333202577361,1.0008542918972023,0.8336377765774012,0.8335408561439965,1.0001162755642874,0.8336377765774012,0.8335408561439965,1.0001162755642874,0.7835118207087604,0.7878293783010445,0.9945196793732229,0.7476355416977529,0.7492572382933786,0.9978355943556587,0.12513905576722423,0.1035767748599594,1.2081767938460917,0.11070597440203458,0.09037805031742496,1.2249210290907369,-0.016329643265439148,0.01690703050874144,-0.9658492812795383,-0.022293060710775227,0.013035905052790628,-1.7101275761442354,-0.022293060710775227,0.013035905052790628,-1.7101275761442354
6,0.8196602973028214,0.8146583328468354,1.006139953713487,0.8196449515085364,0.8148404446784744,1.0058962547348247,0.8196449515085364,0.8148404446784744,1.0058962547348247,0.8523100976966188,0.852545064186676,0.9997243940526694,0.85229893712741,0.853588862564214,0.9984888211487097,0.85229893712741,0.853588862564214,0.9984888211487097,0.8135933222285856,0.8028085923707855,1.0134337499128547,0.7866973207285684,0.776784437883677,1.012761433367407,0.18978924629709853,0.15744803928786158,1.2054087631419002,0.1745674796826287,0.14661181228241,1.1906781381732687,0.10025499424689774,0.03287635447246839,3.049455934381477,0.09363893080345909,0.027189546432874783,3.4439313298084513,0.09363893080345909,0.027189546432874783,3.4439313298084513
7,0.861709377732182,0.8243982964511921,1.045258561840319,0.8617577727857322,0.8247307194523354,1.04489593082938,0.8617577727857322,0.8247307194523354,1.04489593082938,0.8754599842349184,0.8637831410600185,1.0135182577892992,0.8766178975466157,0.8648235579424572,1.0136378565267334,0.8766178975466157,0.8648235579424572,1.0136378565267334,0.8483121642513214,0.8270246573789976,1.0257398696428086,0.8200309175393499,0.7969097788906407,1.0290134959579684,0.13724364366557504,0.14316919666802133,0.9586115369761669,0.1226919666418455,0.1327306751491658,0.9243678336146594,-0.06258591339732159,0.016461199926066195,-3.8020261996950313,-0.05174315978403408,0.014616869792684267,-3.539961737220338,-0.05174315978403408,0.014616869792684267,-3.539961737220338
8,0.896786007898866,0.8001986717814712,1.120704194500053,0.8969366718959932,0.8005193370659269,1.1204434800831373,0.8969366718959932,0.8005193370659269,1.1204434800831373,0.8790596443009004,0.810845371725093,1.0841273502377895,0.8790528615509454,0.8118252807851196,1.0828104055848196,0.8790528615509454,0.8118252807851196,1.0828104055848196,0.8000342908367504,0.7382082524263205,1.083751486395908,0.7777313566640891,0.7095028268350014,1.096163859041191,0.3613143858829171,0.1464801393570052,2.466644198107378,0.354025769010582,0.13697753720462666,2.5845534693890246,0.4358434773793012,0.06971632846790857,6.251669973985022,0.3993912061625294,0.05988185876261305,6.66965278659465,0.3993912061625294,0.05988185876261305,6.66965278659465
9,0.8199631681853352,0.788500522393594,1.0399018705735696,0.819802270602,0.7888258000392909,1.0392690890196112,0.819802270602,0.7888258000392909,1.0392690890196112,0.8496595389873014,0.8393125442538668,1.012327940055552,0.8496476458153177,0.8404683688110233,1.0109216210210028,0.8496476458153177,0.8404683688110233,1.0109216210210028,0.8347800615092491,0.8183392958290336,1.0200904023111341,0.8041305397369983,0.7837146545932865,1.0260501510646203,0.19090531142415665,0.1736683128894265,1.0992524096534804,0.17928280695023396,0.15553148802643935,1.1527106775944755,0.03790756152722706,0.03661893968950421,1.035190036867512,0.025189930884175517,0.0272546529248391,0.9242433192468998,0.025189930884175517,0.0272546529248391,0.9242433192468998
