,Network Name,Layer Number,Context Ratio,pCon1,pConRel,Context Error Bars,Category Ratio,pCat1,pCatRel,Category Error Bars,pConVCat,Confounds Removed
0,GoogLeNet,0,0.9999999690994367,0.9967528011023019,0.9971713174796014,7.514381552473296e-06,1.0000034004483715,0.42539012584685376,0.42437760882248077,4.239378711188689e-06,0.4743247034990712,True
1,GoogLeNet,1,1.0119946665350805,0.0474836329525999,0.0251887963403319,0.005907517775460672,1.0669382241103478,1.4327049422047444e-41,3.5142729492232387e-42,0.003481190768638465,1.5903419052267886e-11,True
2,GoogLeNet,2,1.0119946665350805,0.0474836329525999,0.0251887963403319,0.005907517775460672,1.0669382241103478,1.4327049422047444e-41,3.5142729492232387e-42,0.003481190768638465,1.5903419052267886e-11,True
3,GoogLeNet,3,1.0148787873965692,0.002970941542409274,0.0019363238046987926,0.004804844536216316,1.071501445651194,3.55010414308136e-40,1.3426019604710703e-42,0.0038358551339073704,6.266396170766059e-10,True
4,GoogLeNet,4,1.0185548858260316,0.11492526573253829,0.07387143454200758,0.011547783580672768,1.1574732503921665,2.3715543811539086e-46,1.072817655380737e-50,0.0073898595305702105,1.9079501158295927e-13,True
5,GoogLeNet,5,1.0185548858260316,0.11492526573253829,0.07387143454200758,0.011547783580672768,1.1574732503921665,2.3715543811539086e-46,1.072817655380737e-50,0.0073898595305702105,1.9079501158295927e-13,True
6,GoogLeNet,6,1.0138002649320876,0.06724427246029573,0.04542681321828306,0.007376069930525032,1.1122026154425382,1.9765796054555836e-54,2.1605522252333394e-57,0.004472898614825233,8.904245332000507e-16,True
7,GoogLeNet,7,1.0206821306645188,0.04653116625118995,0.03243695360976374,0.010141062763797124,1.1798292414742328,5.881475099117784e-54,6.934816072449149e-59,0.0072355383479436215,4.2831636253017996e-17,True
8,GoogLeNet,8,1.0206821306645188,0.04653116625118995,0.03243695360976374,0.010141062763797124,1.1798292414742328,5.881475099117784e-54,6.934816072449149e-59,0.0072355383479436215,4.2831636253017996e-17,True
9,GoogLeNet,9,1.023736075742564,0.08880595552505725,0.055064181284166604,0.013664953831526565,1.2610403025190702,1.5575139877171579e-50,7.096852337191868e-53,0.011242138301119748,2.9538177608753175e-17,True
10,GoogLeNet,10,1.011912673286481,0.11725738229065229,0.09143736434765024,0.007462328151267781,1.1329406299689089,2.4404796645290677e-54,1.967080817770756e-55,0.005309098809139269,7.949407661523142e-19,True
11,GoogLeNet,11,1.0100885147763634,0.06265150717667883,0.045938514845434555,0.005298426359227017,1.096685074201436,1.0971750366129084e-51,6.827648372168849e-53,0.0040688362870181976,2.0505784054940579e-19,True
12,GoogLeNet,12,1.0141454569137867,0.05252326401040793,0.0270277300464008,0.00712607247784881,1.1274582905231345,8.143207488045291e-51,4.443155237643373e-53,0.005458189703526721,2.883355137874589e-17,True
13,GoogLeNet,13,1.0167556911227826,0.03809312694850825,0.019721385276137295,0.007876368019778824,1.1493031878098101,1.2176694279233402e-53,1.8745937728977028e-54,0.006044679247354023,7.914456151905837e-20,True
14,GoogLeNet,14,1.0167556911227826,0.03809312694850825,0.019721385276137295,0.007876368019778824,1.1493031878098101,1.2176694279233402e-53,1.8745937728977028e-54,0.006044679247354023,7.914456151905837e-20,True
15,GoogLeNet,15,1.0091806942632526,0.10846122137528241,0.07334453066841372,0.005609677108127832,1.098739059037429,3.933598343975736e-41,1.0144455297590396e-41,0.00518516384298941,2.2541858146999248e-20,True
16,GoogLeNet,16,1.034548840084297,0.027312539033879944,0.013018306565646245,0.01522980261379188,1.229959080618403,2.915578037047923e-26,1.8150130594931098e-26,0.017546316565807935,1.3893764968929408e-11,True
17,GoogLeNet,17,1.0018937991352892,0.14155068753974753,0.12862778942518208,0.001265364275722859,1.01623715523032,3.1499404038381666e-33,3.6988827718666975e-33,0.001026849271585519,1.1232377272899418e-15,True
18,GoogLeNet,18,0.977561249086852,0.5712650977703784,0.7024916174889753,0.039178474557483994,1.0696733295838854,0.10813737198414546,0.074850677713272,0.04295072542275017,0.33586821174258696,True
