,Layer1_bottom10,Layer2_bottom10,Layer3_bottom10,Layer4_bottom10,Layer5_bottom10,Layer6_bottom10,Layer7_bottom10,Layer8_bottom10,Layer9_bottom10,Layer10_bottom10
0,"('22chess', 0.9994718178634568)","('69tub', 0.8646360068901959)","('64tennis', 0.9225272061294243)","('64tennis', 0.9226430948133642)","('64tennis', 0.9226430948133642)","('64tennis', 0.932734966517349)","('38groceryshopping', 0.8554766372830516)","('01art', 0.5036801127104038)","('19carpet', 0.5531583741058277)","('19carpet', 0.5615687391798145)"
1,"('06basketball', 0.9998745821547136)","('38groceryshopping', 0.906954737293575)","('21cheese', 0.9504173486318342)","('21cheese', 0.9511633606859574)","('21cheese', 0.9511633606859574)","('05baseball', 0.9507490122489095)","('01art', 0.8882448070683109)","('47laundry', 0.7564157207369964)","('59pizza', 0.6863024206584968)","('59pizza', 0.5880919091269704)"
2,"('17burger', 1.0)","('21cheese', 0.9193729907483086)","('69tub', 0.9685373969201931)","('69tub', 0.9696596361651184)","('69tub', 0.9696596361651184)","('28construction', 0.9565058620324888)","('63teethhygene', 0.9168493166785987)","('19carpet', 0.7602241823552008)","('25clothing', 0.6902527832710852)","('25clothing', 0.7506026027167543)"
3,"('32farm_animals', 1.0)","('01art', 0.9262308634561053)","('28construction', 0.9722035653460861)","('28construction', 0.9722719460679274)","('28construction', 0.9722719460679274)","('21cheese', 0.9607651886947206)","('05baseball', 0.9182783175046884)","('51makeup', 0.7761280316144019)","('01art', 0.6953583562929194)","('01art', 0.75470034052786)"
4,"('02baby', 1.0000054538854783)","('64tennis', 0.9406487424016241)","('62sushi', 0.9756624590235708)","('62sushi', 0.9747524576883478)","('62sushi', 0.9747524576883478)","('51makeup', 0.9702302745314167)","('19carpet', 0.9266354975643916)","('12birdcage', 0.7894605399719201)","('38groceryshopping', 0.7410981614697526)","('02baby', 0.7688566453588097)"
5,"('46kitchen2', 1.0000055379211592)","('23childEating', 0.9544137917900132)","('38groceryshopping', 0.979292062812229)","('38groceryshopping', 0.9789796346158371)","('38groceryshopping', 0.9789796346158371)","('63teethhygene', 0.9786940686443797)","('59pizza', 0.9336072225071392)","('02baby', 0.794547921424571)","('28construction', 0.8242513500203158)","('12birdcage', 0.8421261061039685)"
6,"('45kitchen', 1.0000055379211592)","('44kayak', 0.9570115975694798)","('05baseball', 0.9834882715936467)","('05baseball', 0.9824921647089421)","('05baseball', 0.9824921647089421)","('70tv', 0.9845738672136205)","('70tv', 0.9384786699741694)","('39gun', 0.8163954219752462)","('12birdcage', 0.8311516463161164)","('22chess', 0.8717426271031467)"
7,"('10bed-dresser', 1.0000089655355493)","('59pizza', 0.9636731946055649)","('44kayak', 0.9854970224541115)","('44kayak', 0.9852010210905292)","('44kayak', 0.9852010210905292)","('24cleaning', 0.9854111103289953)","('64tennis', 0.9487305884770905)","('67toy', 0.8366142271131319)","('22chess', 0.8383480656263288)","('28construction', 0.8780983790388953)"
8,"('69tub', 1.000009099550753)","('73winter', 0.9641876608131766)","('24cleaning', 0.9864668687349258)","('24cleaning', 0.9860939921349297)","('24cleaning', 0.9860939921349297)","('44kayak', 0.9878795458921316)","('21cheese', 0.952768013984846)","('38groceryshopping', 0.842701084422447)","('02baby', 0.8522243340678352)","('38groceryshopping', 0.8899273696291127)"
9,"('65toilet', 1.000009099550753)","('63teethhygene', 0.9781846323338725)","('63teethhygene', 0.9880110639553947)","('63teethhygene', 0.9882431637109834)","('63teethhygene', 0.9882431637109834)","('33fishtank', 0.9883456073654726)","('51makeup', 0.9555958833452177)","('68toys', 0.8683846750725166)","('67toy', 0.8531436685938844)","('49livingroom-chair', 0.9192046326549514)"
