,Network Name,Layer Number,Context Ratio,pCon1,pConRel,Context Error Bars,Category Ratio,pCat1,pCatRel,Category Error Bars,pConVCat
0,Resnext50_32x4d,0,0.9999999678519189,0.9966257159816903,0.9970439769790875,7.523311769765655e-06,1.000003435072519,0.4211065446746607,0.4200950883009479,4.243076271225954e-06,0.47394201909739964
1,Resnext50_32x4d,1,1.024907023984964,0.00013545235334157647,6.042164536134432e-05,0.006133531664267,1.0660979233296786,2.740945005066264e-30,3.666299680787346e-33,0.004509101475649387,6.865283152439303e-06
2,Resnext50_32x4d,2,1.0164365888019375,0.055252538939200055,0.02987219700125725,0.008377525183624057,1.1033616530565105,1.2927832750728578e-40,1.7596331332606265e-44,0.005490783500369839,1.970187052291152e-10
3,Resnext50_32x4d,3,1.0167197533836259,0.05286230890170143,0.028373097977633502,0.00843532524646099,1.104335350621616,1.9513633968122005e-40,2.3911291837345953e-44,0.0055647389524155,1.9767838913314814e-10
4,Resnext50_32x4d,4,1.0167197533836259,0.05286230890170143,0.028373097977633502,0.00843532524646099,1.104335350621616,1.9513633968122005e-40,2.3911291837345953e-44,0.0055647389524155,1.9767838913314814e-10
5,Resnext50_32x4d,5,1.0146652920735986,0.014801808655195838,0.009280244912720625,0.005832123986906654,1.0890194468583523,4.44415793661829e-49,1.4811776744718266e-51,0.003948557876846728,4.550682424958428e-15
6,Resnext50_32x4d,6,1.0152140254096509,0.09185566485910283,0.05741993099533117,0.008843812649138735,1.1388327839328245,2.860011846159036e-56,1.1894393145582025e-59,0.0053404080576821295,5.008921061482115e-16
7,Resnext50_32x4d,7,1.038548780386564,0.020311514134179334,0.014492521024696637,0.016132423103851757,1.4048186539275933,8.806275020218489e-59,5.22894812965163e-60,0.014841695078409323,2.1878207208122776e-24
8,Resnext50_32x4d,8,1.0017725134049325,0.21524974602740277,0.19700879205628508,0.0014079623579179188,1.0174096826856034,9.939950078823398e-18,1.1011548422274625e-17,0.0017692654946868537,4.9976424416949e-10
9,Resnext50_32x4d,9,1.000344502179541,0.04765601819787977,0.04687907039988913,0.00016980686687276605,1.0033799126549237,3.486926741734701e-42,3.4814037542932294e-42,0.00017341759412993948,2.4056625637945816e-20
