,Network Name,Layer Number,Context Ratio,pCon1,pConRel,Context Error Bars,Category Ratio,pCat1,pCatRel,Category Error Bars,pConVCat,Confounds Removed
0,Resnext50_32x4d,0,0.999999967883564,0.9967184595938046,0.9971368363512252,7.726045220043264e-06,1.0000034980587729,0.4252043734629438,0.42419196599497555,4.358544247260488e-06,0.474405237991654,True
1,Resnext50_32x4d,1,1.0227463120547002,0.0004098218551033291,0.00018691599298411145,0.006085271490224985,1.062817490991825,3.180960636407101e-30,1.3923943719440663e-32,0.0042604874807667115,1.0180171601714317e-05,True
2,Resnext50_32x4d,2,1.015437766848678,0.0742964055457325,0.04183464386247983,0.008460160608949987,1.10336218229137,5.076628648389739e-39,6.3473622709402315e-43,0.00563457243198056,3.1177283753073475e-10,True
3,Resnext50_32x4d,3,1.0157193178036155,0.07110770768873685,0.03975054485149214,0.008516753555176924,1.1043426097471518,7.633876542521145e-39,8.599634835335506e-43,0.005711427433642714,3.1409588148535037e-10,True
4,Resnext50_32x4d,4,1.0157193178036155,0.07110770768873685,0.03975054485149214,0.008516753555176924,1.1043426097471518,7.633876542521145e-39,8.599634835335506e-43,0.005711427433642714,3.1409588148535037e-10,True
5,Resnext50_32x4d,5,1.014043163865096,0.02120601416880966,0.01363739466762648,0.005915047274672828,1.0889954314307868,2.3969811416556897e-47,7.057923242425396e-50,0.004038458336177945,1.0679926510554423e-14,True
6,Resnext50_32x4d,6,1.0147392859421105,0.11005029253803719,0.0710873221555772,0.009042345717205367,1.1396265775400098,1.9837002178385917e-54,9.662394297686027e-58,0.005482317861614918,1.449667739264785e-15,True
7,Resnext50_32x4d,7,1.0339829014796647,0.041807801183682984,0.030263722041120388,0.016273363599066018,1.4025894412183175,9.591074973673847e-57,7.254359843591819e-58,0.015101814127066326,2.0156289605292707e-23,True
8,Resnext50_32x4d,8,1.001545944497741,0.2834576144485361,0.26157961263102525,0.0014201485402527859,1.016256948796083,7.728192069324866e-20,6.900150140573514e-20,0.001518965949967097,1.368458798673277e-11,True
9,Resnext50_32x4d,9,1.0003107475431179,0.07581657821646869,0.07466252873747158,0.00017120661976040977,1.0033053183295741,4.507288447081469e-43,4.585010039755843e-43,0.00016444125596884766,2.2416239954043838e-21,True
