models,invalCorrelations,pVal_inVal,inOutRatioCorrelations,pVal_inOutRatio
"ResNet50_L2,Vgg16_L2",0.9108790393261407,{1.1296091329474642e-55},0.8178979109389319,{2.022134237670827e-35}
"ResNet50_L2,Vgg16_L30",0.17754503210512862,{0.03453089249695019},-0.0029772202867847236,{0.9719488288637803}
"ResNet50_L9,Vgg16_L30",0.29997776072182425,{0.00028679140611749114},0.2293016339438639,{0.006051709419014181}
"ResNet50_L9,Vgg16_L2",0.19421231774633332,{0.02056109588195189},0.19113162548635665,{0.022696024286085827}
