,Layer1_top10,Layer2_top10,Layer3_top10,Layer4_top10,Layer5_top10,Layer6_top10,Layer7_top10,Layer8_top10,Layer9_top10,Layer10_top10
0,"('60street', 1.0000101942001327)","('18car', 1.0634205913713481)","('08beachball-pail', 1.1214703887518367)","('08beachball-pail', 1.1218948458462075)","('08beachball-pail', 1.1218948458462075)","('08beachball-pail', 1.2045001108341715)","('30emergency', 1.1662018916624022)","('20casino', 1.2396940440831428)","('66tools', 1.3871502083937042)","('45kitchen', 1.0221301847705435)"
1,"('61street', 1.0000101942001327)","('03backyard', 1.0600985670214074)","('50lock', 1.1108497656329543)","('50lock', 1.111202631398304)","('50lock', 1.111202631398304)","('69tub', 1.1879557528553348)","('71valentines', 1.1565951998324964)","('03backyard', 1.2396336529172916)","('07bathrobe-slippers', 1.1916992924885628)","('64tennis', 1.021014825321249)"
2,"('21cheese', 1.0000101942001327)","('08beachball-pail', 1.057795408951071)","('42horseriding', 1.0998236252456295)","('42horseriding', 1.1000440642535319)","('42horseriding', 1.1000440642535319)","('53ocean', 1.187492769723688)","('53ocean', 1.132736962849236)","('71valentines', 1.2326204663105185)","('53ocean', 1.1889226405181732)","('53ocean', 1.019456076366714)"
3,"('52motorbike', 1.0000100395066203)","('71valentines', 1.055880941235478)","('20casino', 1.0970267891956105)","('20casino', 1.097356407898487)","('20casino', 1.097356407898487)","('14boat', 1.170628322135791)","('42horseriding', 1.1295661137050748)","('63teethhygene', 1.220638469575324)","('62sushi', 1.1539635079698154)","('07bathrobe-slippers', 1.0168700724072053)"
4,"('07bathrobe-slippers', 1.0000100395066203)","('42horseriding', 1.0528481681706237)","('53ocean', 1.083084603640414)","('53ocean', 1.0832796438675918)","('53ocean', 1.0832796438675918)","('42horseriding', 1.170470355829406)","('37golf', 1.1203692889567458)","('66tools', 1.1861118077034667)","('61street', 1.1521380743623988)","('31farm', 1.0150448907864507)"
5,"('67toy', 1.0000098894377727)","('14boat', 1.0513328544215663)","('41hiking', 1.0806703750972961)","('41hiking', 1.0808966494702066)","('41hiking', 1.0808966494702066)","('30emergency', 1.1689944353898365)","('56office-desk-chair', 1.113681841244113)","('24cleaning', 1.1826984762218093)","('30emergency', 1.1417479280301717)","('50lock', 1.0143704789589412)"
6,"('23childEating', 1.0000098894377727)","('37golf', 1.0492175251388745)","('46kitchen2', 1.0803335237938847)","('46kitchen2', 1.0806311306163683)","('46kitchen2', 1.0806311306163683)","('20casino', 1.1627667780218078)","('20casino', 1.1110127429633223)","('48livingroom', 1.1810122104104013)","('42horseriding', 1.137400251428591)","('14boat', 1.0143193052283148)"
7,"('18car', 1.0000098894377727)","('11biking', 1.049017208643355)","('71valentines', 1.0794958200111953)","('71valentines', 1.0797053823257379)","('71valentines', 1.0797053823257379)","('71valentines', 1.1471761849221809)","('36gardening', 1.1078567363171659)","('31farm', 1.1728696208579805)","('14boat', 1.1356497635301808)","('46kitchen2', 1.013856823526604)"
8,"('11biking', 1.0000098894377727)","('65toilet', 1.0471899036922605)","('14boat', 1.076963698437834)","('14boat', 1.077045716303041)","('14boat', 1.077045716303041)","('46kitchen2', 1.1400160583023349)","('07bathrobe-slippers', 1.1015496588759188)","('68toys', 1.1639250900839153)","('49livingroom-chair', 1.1282311756599668)","('60street', 1.013580460279403)"
9,"('54office_supply', 1.0000098894377727)","('57pancakes', 1.0459199089379054)","('29cooking', 1.0749284409031608)","('29cooking', 1.075167233846476)","('29cooking', 1.075167233846476)","('50lock', 1.1282389469619336)","('31farm', 1.1006378226171218)","('65toilet', 1.1542914472762855)","('43ironing', 1.1236833928355348)","('42horseriding', 1.012774366707482)"
