,Network Name,Layer Number,Context Ratio,pCon1,pConRel,Context Error Bars,Category Ratio,pCat1,pCatRel,Category Error Bars,pConVCat
0,GoogLeNet,0,1.0000015532196633,0.8046411674315926,0.804145775305996,6.211592705344172e-06,1.0000034980587729,0.4252043734629438,0.42419196599497555,4.358544247260488e-06,0.5230442595956245
1,GoogLeNet,1,1.0371812210017457,6.322504000742237e-14,3.195501408778135e-14,0.003952884168378427,1.067063311909722,5.899200214647031e-40,1.6285513226599859e-40,0.003578024807333657,1.7594860422507467e-08
2,GoogLeNet,2,1.0371812210017457,6.322504000742237e-14,3.195501408778135e-14,0.003952884168378427,1.067063311909722,5.899200214647031e-40,1.6285513226599859e-40,0.003578024807333657,1.7594860422507467e-08
3,GoogLeNet,3,1.038932894294321,3.4595177408611595e-19,4.412900056694053e-19,0.003139390218972863,1.0696129576181446,1.1228606167221629e-39,1.0961683589380576e-41,0.0037379162185012683,1.9762700699864165e-07
4,GoogLeNet,4,1.0786719287705906,1.3877587224458129e-18,7.793048106854815e-19,0.006531019871383207,1.1563080351349586,9.731773965410746e-45,4.8378620066513485e-49,0.007498908026293489,7.399371465620299e-11
5,GoogLeNet,5,1.0786719287705906,1.3877587224458129e-18,7.793048106854815e-19,0.006531019871383207,1.1563080351349586,9.731773965410746e-45,4.8378620066513485e-49,0.007498908026293489,7.399371465620299e-11
6,GoogLeNet,6,1.0561308457342418,5.586355048391917e-20,4.524817251522851e-20,0.004359989786750497,1.110952484070414,1.038777498279833e-52,7.669496602140086e-56,0.004508832298971174,1.633652280727899e-12
7,GoogLeNet,7,1.090287504965351,2.767508598312004e-23,1.7016749370061415e-23,0.006047206182497882,1.1802695961562217,2.5827679150607918e-52,4.3544324982260774e-57,0.0073843518520269,2.722653499030518e-13
8,GoogLeNet,8,1.090287504965351,2.767508598312004e-23,1.7016749370061415e-23,0.006047206182497882,1.1802695961562217,2.5827679150607918e-52,4.3544324982260774e-57,0.0073843518520269,2.722653499030518e-13
9,GoogLeNet,9,1.1267761922994588,4.284968704265865e-23,1.3692484005895506e-22,0.008561154025787162,1.2606215389158608,8.28496164507284e-49,4.4041282160815166e-51,0.011470450863543041,5.491938756856646e-13
10,GoogLeNet,10,1.0647397634214784,1.9462387816724092e-21,3.0740079034346567e-21,0.004703694749593375,1.1331589411472738,4.153636423065352e-53,3.0708272016857594e-54,0.0053681278626207165,1.554616243832871e-14
11,GoogLeNet,11,1.0487162060918158,8.352157539997732e-21,9.039972850791303e-21,0.0036424907726963964,1.0975794859051775,6.499830102826481e-51,4.132116262843672e-52,0.004112423590470097,3.1352913991488727e-14
12,GoogLeNet,12,1.064363320752929,5.323521909049048e-21,6.826456686930553e-21,0.004769697399500256,1.128229387095574,1.623495717252338e-49,1.0578548752572862e-51,0.005561460696484758,2.4481391966701926e-12
13,GoogLeNet,13,1.0752029162588939,1.4116457757355435e-22,3.3698611891683887e-22,0.0051943490027380685,1.1495083407937698,1.6009155346785628e-52,2.606991996123097e-53,0.006098676728703732,5.140161083977017e-14
14,GoogLeNet,14,1.0752029162588939,1.4116457757355435e-22,3.3698611891683887e-22,0.0051943490027380685,1.1495083407937698,1.6009155346785628e-52,2.606991996123097e-53,0.006098676728703732,5.140161083977017e-14
15,GoogLeNet,15,1.048078693485922,2.120442103228736e-18,3.0440930088116366e-18,0.004027320650921227,1.0981222845910474,3.959868940311382e-40,8.48413524163211e-41,0.005214452979712706,4.519732155595848e-14
16,GoogLeNet,16,1.1181528268260743,4.789692625049275e-14,4.941467632365959e-14,0.01247304582401052,1.2234449578799298,9.56643562118084e-27,7.30700038655825e-27,0.016702041654218968,1.2333458222104594e-06
17,GoogLeNet,17,1.0078557850206837,8.371843616378385e-11,7.915311956100629e-11,0.001020871982301809,1.0158610866623925,9.221861889728821e-33,1.0279063527637672e-32,0.0010065465944546852,8.561697277001148e-11
18,GoogLeNet,18,0.9894650566492361,0.6989528378641998,0.924477892152619,0.026937347506015164,1.0214257196016912,0.5438506643859429,0.4038565415267199,0.03508788631387835,0.062281171027693975
