models,invalCorrelations,pVal_inVal,inOutRatioCorrelations,pVal_inOutRatio
"AlexNet_L2,ResNet18_Places365_L2",0.8682211221664378,{1.8952333756502735e-44},0.8541151223977461,{1.3987667830676263e-41}
"AlexNet_L2,ResNet18_Places365_L9",0.31415750347309823,{0.00014044281320892265},0.19448237069743274,{0.020382490638649546}
"AlexNet_L12,ResNet18_Places365_L9",0.6071363201254949,{1.1490646413023988e-15},0.5359279934264354,{6.289870961516714e-12}
"AlexNet_L12,ResNet18_Places365_L2",0.21142178698683445,{0.0115457561440181},0.3323521795034582,{5.324444450825759e-05}
