,Layer1inVals,Layer1OutVals,Layer1inOutRatios,Layer2inVals,Layer2OutVals,Layer2inOutRatios,Layer3inVals,Layer3OutVals,Layer3inOutRatios,Layer4inVals,Layer4OutVals,Layer4inOutRatios,Layer5inVals,Layer5OutVals,Layer5inOutRatios,Layer6inVals,Layer6OutVals,Layer6inOutRatios,Layer7inVals,Layer7OutVals,Layer7inOutRatios,Layer8inVals,Layer8OutVals,Layer8inOutRatios,Layer9inVals,Layer9OutVals,Layer9inOutRatios
0,0.8181681566792545,0.8307754734115931,0.9848246401875991,0.6630274331296193,0.6714657338435401,0.9874330136466993,0.6625712169095158,0.671157997625825,0.9872060219103634,0.6625712169095158,0.671157997625825,0.9872060219103634,0.46484115850156915,0.46877811642193895,0.9916016601832449,0.40598478004929534,0.3938996306875826,1.0306807836824248,0.24565536129740878,0.24092512768249869,1.0196336250203997,0.0851144921733767,0.0972066193683904,0.8756038706665916,0.7203184907201805,0.7269438247419155,0.9908860440157296
1,0.8749122491491028,0.8505426721577634,1.0286517981861105,0.7966449055644469,0.7407647602431546,1.07543575007935,0.7966082336253968,0.740743932223611,1.0754164819603569,0.7966082336253968,0.740743932223611,1.0754164819603569,0.6164425341864154,0.5432546470634557,1.134721143240236,0.5401244243981214,0.5138038457557554,1.0512269008100765,0.2921998878415273,0.31251481915071433,0.9349953024167155,0.09304847590429959,0.10682045238630578,0.8710735989752114,0.7438624479510869,0.7520414206635845,0.9891243055398722
2,0.7537942182646024,0.788558122276199,0.9559145952219101,0.7995973068066449,0.8013281726884401,0.9978400037078589,0.7995047323870956,0.8012864108119749,0.9977764774232551,0.7995047323870956,0.8012864108119749,0.9977764774232551,0.6077992272730417,0.5624707267475945,1.080588194851584,0.49721868641562683,0.49684353078270177,1.0007550780269476,0.34589576714154757,0.3496225433855191,0.9893405722414698,0.10925178253394983,0.11474279807556756,0.9521450092405674,0.7342615278076825,0.7359776876175672,0.9976681904373486
3,0.8229977557063233,0.8531721765949531,0.9646326712047065,0.7765746178468197,0.7453525765459398,1.0418889560234257,0.7765415144428678,0.7454016409112809,1.0417759658987567,0.7765415144428678,0.7454016409112809,1.0417759658987567,0.59417954154326,0.5151509553919743,1.1534085986332947,0.5084504829992191,0.49552998042848717,1.026074108693806,0.28522987725597054,0.2791798739519413,1.021670628395909,0.09616313587645076,0.11036791437232801,0.8712961228210112,0.721069635984488,0.7338292245876616,0.9826123188125367
4,0.9300463707353284,0.8909304588481649,1.0439045623580254,0.7241262524105269,0.692659127110298,1.0454294530579658,0.7236314886996094,0.6923374883778651,1.0452004995353719,0.7236314886996094,0.6923374883778651,1.0452004995353719,0.5740662531898713,0.5087756257204967,1.128328921765688,0.5144111607643096,0.4667836928341194,1.1020332729299425,0.3151402217828897,0.3096776347782366,1.017639591598421,0.0796120225598129,0.09626577695536427,0.8270023374633619,0.7296130615905104,0.7309141550432082,0.9982199093508856
5,0.8232759555467088,0.8299737476134177,0.9919301157585185,0.7597822692376621,0.808677246704508,0.9395370926211898,0.7597816826557879,0.8086770382920112,0.9395366093991069,0.7597816826557879,0.8086770382920112,0.9395366093991069,0.5831655097645474,0.5802767010798554,1.0049783296129522,0.5557086263479127,0.542259308271027,1.0248023738306464,0.348670739664948,0.3361118214142869,1.037365297649502,0.104208411299094,0.10867443664417563,0.9589045456963868,0.736343848824556,0.733821123607602,1.0034377931294098
6,0.8981454492419394,0.8856341571399611,1.0141269304047418,0.8707690080077928,0.8390107387686342,1.037852041424128,0.8709110795754826,0.8391096105301423,1.0378990642536539,0.8709110795754826,0.8391096105301423,1.0378990642536539,0.6875485073577665,0.6371650147798583,1.0790744805650005,0.5625115801098994,0.5345730821464377,1.0522631963646243,0.3224653632374791,0.32120858480255404,1.0039126551854074,0.09579016292242135,0.10889534449841164,0.8796534265412839,0.7395074815840494,0.7342313441484117,1.0071859332588928
7,0.9143623887473642,0.8883264271285469,1.0293090026635554,0.7811551742817875,0.8152859344293529,0.958136454087786,0.7812995835379273,0.8154106238970045,0.9581670395756509,0.7812995835379273,0.8154106238970045,0.9581670395756509,0.6211461787461133,0.6181691344655328,1.0048159057361452,0.5014189712984625,0.5275659214565772,0.9504385156533147,0.23913905156746865,0.2835060184279501,0.8435060846097812,0.12776778908694197,0.11609518443367363,1.1005434007466264,0.7401689098924717,0.7287255757815004,1.0157032146136757
8,0.9327038661482142,0.8903908972150398,1.0475217896606093,0.7290128537076903,0.6933049887640019,1.0515038338428042,0.7289523760848147,0.6929665267802998,1.05193014079874,0.7289523760848147,0.6929665267802998,1.05193014079874,0.5035723521157556,0.5203742238271234,0.9677119447081804,0.49576910260204204,0.4721755403838105,1.049967777236096,0.2656934238941695,0.256957027598777,1.0339994448761833,0.12223440783087428,0.1075787284157059,1.1362321309333188,0.7568553908960328,0.7508270065705741,1.0080289923946577
9,0.8874540425732422,0.8731532883515153,1.0163782859350232,0.8735683937766624,0.8579748233713728,1.01817485779363,0.8735680632813855,0.8579744158666162,1.0181749561833013,0.8735680632813855,0.8579744158666162,1.0181749561833013,0.7206335700348475,0.6961251599361016,1.035206901731573,0.5834549565308366,0.5655565850687747,1.0316473575493517,0.3468714625583478,0.36078622784300934,0.961432105189125,0.0855968971957601,0.09860462427648026,0.8680819771266768,0.7508505150631036,0.7518424434474064,0.9986806698757861
10,0.8960428803912003,0.8634078283604035,1.037797957070612,0.867073751691243,0.864800245690659,1.0026289377366773,0.8673733270549612,0.8650174059234249,1.0027235534399694,0.8673733270549612,0.8650174059234249,1.0027235534399694,0.7020850709563282,0.6622999191798149,1.060071201315837,0.531699807230362,0.5299997619679592,1.0032076340111746,0.31861617637256234,0.3386266761059944,0.9409069008870155,0.12227080844648094,0.12028986010605709,1.016468124068623,0.7443121843084926,0.7459420195597005,0.997815064430651
11,0.8366639337945105,0.7991263403127407,1.0469732901897333,0.7922768605235716,0.7457037104028318,1.0624553015775942,0.7922764593801284,0.7457040064284608,1.062454341870477,0.7922764593801284,0.7457040064284608,1.062454341870477,0.5847935846207226,0.5457393865010807,1.0715619929322522,0.5597229641263617,0.49948454031253564,1.1206011777184013,0.31154617953947294,0.3061435057359199,1.0176475205331104,0.08414756149035338,0.09157358766942113,0.9189064623538006,0.7363229158344715,0.7450431331350575,0.9882956879772956
12,0.9147940871256497,0.8984625405672013,1.0181772147652792,0.7983343139560002,0.7914928049120478,1.008643804468586,0.7985996213554547,0.7916616225737768,1.0087638437734567,0.7985996213554547,0.7916616225737768,1.0087638437734567,0.5856069686491763,0.6075287269873128,0.9639165073776104,0.5857524846271207,0.5269471026042052,1.11159636656563,0.3539821040218505,0.3469372083784792,1.0203059674005501,0.12643994064111688,0.10502034413121036,1.2039566398977448,0.7569387942257353,0.7462295781177574,1.0143511010847228
13,0.9021721242388747,0.8930850505973034,1.0101749252610306,0.7675252383713109,0.8043349220584349,0.9542358752832445,0.767400610396208,0.8042739501578587,0.9541532586571858,0.767400610396208,0.8042739501578587,0.9541532586571858,0.5610620707620013,0.601766152629907,0.932358970856011,0.511691643771116,0.5086939088541039,1.0058930033657467,0.24871851700163933,0.27767395185965943,0.8957214579758112,0.09996199427838343,0.1118040577692531,0.8940819883719253,0.7185522177995863,0.7266992994839807,0.988788923162332
14,0.9284769112159521,0.8834024919114362,1.0510236497148513,0.8432453429382039,0.7870669353276503,1.0713769122916679,0.8432117222465711,0.7870170469852137,1.0714021068242672,0.8432117222465711,0.7870170469852137,1.0714021068242672,0.6144229927261998,0.5650057702582821,1.0874632173142718,0.6203000981927227,0.5444467817484727,1.139321819849223,0.31998548956237766,0.31640759439187754,1.011307867554117,0.09112932046618942,0.09584298171356315,0.9508189210821821,0.7294999480891227,0.7443331107183949,0.9800718758635418
15,0.9105029208297923,0.8952136742102611,1.0170788796686099,0.751977415858534,0.7613441566824944,0.9876971002643857,0.7519367798023044,0.761306190402011,0.9876929798840083,0.7519367798023044,0.761306190402011,0.9876929798840083,0.553141802404111,0.5324876492840409,1.0387880416528736,0.5466068615307003,0.5199129358450773,1.0513430688971686,0.35882637693452624,0.3485207798129691,1.0295695342099473,0.10831420748953033,0.10014305483421136,1.0815948012455427,0.7521951018739969,0.7485409249730417,1.004881732954129
16,0.9166398889080776,0.9107282044290953,1.0064911621823418,0.8083535951177399,0.8235792101817676,0.981512871044101,0.8088036598999899,0.8238577889900993,0.9817272722412893,0.8088036598999899,0.8238577889900993,0.9817272722412893,0.6737389968595378,0.6535355288481567,1.0309141081388327,0.4104633424088457,0.4962737833369071,0.8270905217860219,0.2702106659282445,0.28073237406539403,0.9625205031226695,0.11746024366524949,0.10820350644832603,1.085549327565869,0.7379076780308569,0.7340317847485532,1.005280279904543
17,0.8809084456980254,0.8639484201850688,1.0196308310967495,0.801071498642524,0.7711978472487497,1.0387366892949048,0.8010823771452495,0.7711159922398835,1.0388610600829609,0.8010823771452495,0.7711159922398835,1.0388610600829609,0.5613866960683611,0.5373924093795892,1.0446494707963458,0.49302820298731387,0.4921950509968963,1.0016927272810445,0.30948279849323096,0.27785606528696005,1.1138241599067054,0.09272391168521428,0.09644635886056144,0.961403963619519,0.7460410858692234,0.7413098154908649,1.0063823117939232
18,0.9270635206227588,0.9100109690938634,1.0187388417371226,0.8397505710614532,0.8386637755739803,1.0012958655412643,0.8399558016701801,0.8388075420153542,1.0013689190872879,0.8399558016701801,0.8388075420153542,1.0013689190872879,0.6771344579960205,0.661923363883371,1.0229801438393245,0.5541333770201384,0.555824712622687,0.9969570701623397,0.357047011618446,0.3408308595370499,1.0475782976442405,0.1117779713199219,0.10061400555859489,1.1109583670717236,0.7156680680371649,0.7206940964846568,0.9930261279064065
19,0.8902705126708228,0.8900792039034794,1.0002149345434703,0.7518322246228892,0.7763706383360441,0.9683934289867699,0.7519506205154634,0.7764453272857352,0.9684527604076137,0.7519506205154634,0.7764453272857352,0.9684527604076137,0.5079682963417886,0.5391761524908629,0.942119368586868,0.4862412099188173,0.5043370655326728,0.9641195207519738,0.31546166646994367,0.2710298774605727,1.1639368671294719,0.11947761892726202,0.11217506636712087,1.0650996054349702,0.7306150000840672,0.7290487026139212,1.002148412670553
20,0.8850764120586863,0.8908592810509185,0.9935086616761624,0.820489780258962,0.8315416957279387,0.9867091265227516,0.8205964173325394,0.8316260343298073,0.9867372875042849,0.8205964173325394,0.8316260343298073,0.9867372875042849,0.6643864490830873,0.6255823044752968,1.0620288398987519,0.5055268152835191,0.513275629414669,0.9849032105031238,0.25941120153566355,0.2726457213338137,0.951458912564608,0.1050792313130205,0.09559987873778499,1.0991565334641882,0.7455690749103384,0.7440629247801872,1.0020242241348016
21,0.8602110248148769,0.8753283136303448,0.9827295786277376,0.7534153271582884,0.7930359328705048,0.9500393310441759,0.7534223059143161,0.7930591702705475,0.9500202937660888,0.7534223059143161,0.7930591702705475,0.9500202937660888,0.4310893254552206,0.5687853772117498,0.7579121101327696,0.47783976082305407,0.5311354628007747,0.8996570447458306,0.3378063684292677,0.33160735320814966,1.018693841258782,0.0947416728602695,0.09884114051263099,0.9585246828284258,0.7207150422239235,0.7396494630367789,0.974400818551106
22,0.8666229281310913,0.8981490274577646,0.9648988103723624,0.7670307260234352,0.8106958476719559,0.9461387130896105,0.7674073195036206,0.810770926384187,0.9465155872399668,0.7674073195036206,0.810770926384187,0.9465155872399668,0.5612230310904857,0.6405335703044397,0.8761805112318181,0.3981016699528715,0.5169096647488572,0.7701571417634276,0.28202336371715786,0.3590298864102427,0.7855150069454275,0.13073853695692234,0.11842664836945732,1.1039621466703629,0.7393131124381871,0.7382462099572022,1.001445185178867
23,0.8797072335424748,0.8492128935901617,1.0359089460163449,0.7951338341360726,0.8063691034388479,0.9860668405388285,0.7951151897188415,0.8064821356840354,0.9859055204545198,0.7951151897188415,0.8064821356840354,0.9859055204545198,0.576152957685873,0.5862587168457385,0.982762287588255,0.3884339927246071,0.4999766578885678,0.7769042546205812,0.22549624410628483,0.26660734923333373,0.845799055257593,0.09679656399422346,0.10450535484871157,0.926235446349636,0.7394145695110522,0.74455309269655,0.9930985134090471
