,Layer1inVals,Layer1OutVals,Layer1inOutRatios,Layer2inVals,Layer2OutVals,Layer2inOutRatios,Layer3inVals,Layer3OutVals,Layer3inOutRatios,Layer4inVals,Layer4OutVals,Layer4inOutRatios,Layer5inVals,Layer5OutVals,Layer5inOutRatios,Layer6inVals,Layer6OutVals,Layer6inOutRatios,Layer7inVals,Layer7OutVals,Layer7inOutRatios,Layer8inVals,Layer8OutVals,Layer8inOutRatios,Layer9inVals,Layer9OutVals,Layer9inOutRatios,Layer10inVals,Layer10OutVals,Layer10inOutRatios,Layer11inVals,Layer11OutVals,Layer11inOutRatios,Layer12inVals,Layer12OutVals,Layer12inOutRatios,Layer13inVals,Layer13OutVals,Layer13inOutRatios,Layer14inVals,Layer14OutVals,Layer14inOutRatios,Layer15inVals,Layer15OutVals,Layer15inOutRatios,Layer16inVals,Layer16OutVals,Layer16inOutRatios,Layer17inVals,Layer17OutVals,Layer17inOutRatios,Layer18inVals,Layer18OutVals,Layer18inOutRatios
27,0.7034243767505106,0.7324876585077006,0.9603224963320192,0.7034243767505106,0.7324876585077006,0.9603224963320192,0.7046933910345132,0.6675582401236365,1.0556283312509167,0.5800520839601933,0.47991327633122766,1.2086602154341144,0.5800520839601933,0.47991327633122766,1.2086602154341144,0.6514753749005047,0.5589051028100226,1.1656278885718951,0.4975001313773288,0.44357377301999745,1.1215724680703794,0.4975001313773288,0.44357377301999745,1.1215724680703794,0.3836537838299542,0.336284774767563,1.1408598087592048,0.5655671161328519,0.5385449497801266,1.050176250587361,0.6569736873911027,0.6156242140786895,1.0671667429038585,0.6288182901988503,0.5416894413196987,1.1608464965956928,0.5613088831065095,0.4699445737997292,1.1944150744587934,0.5613088831065095,0.4699445737997292,1.1944150744587934,0.5348189826139023,0.47834463971796565,1.1180620377166433,0.13379836572223214,0.10087379416106697,1.3263937064624924,0.7187841129828997,0.7110262113504195,1.0109108518204215,0.017892001736590554,0.01742597752370564,1.0267430743699142
28,0.7810998343351145,0.7816075233532795,0.9993504553078163,0.7810998343351145,0.7816075233532795,0.9993504553078163,0.7671814068738996,0.753151798838033,1.018627862347951,0.5799145534444249,0.5408125597140789,1.0723023033174723,0.5799145534444249,0.5408125597140789,1.0723023033174723,0.5367890570195091,0.5711096936830279,0.9399053508579261,0.4376881582841794,0.43141321795425674,1.0145450813020476,0.4376881582841794,0.43141321795425674,1.0145450813020476,0.25892229623469865,0.31421057283959714,0.8240406867749709,0.5052030697829718,0.49614403681324887,1.0182588770549565,0.5682444547559868,0.5672262965571769,1.001794977075269,0.4733713827631161,0.47176180516698424,1.0034118438129218,0.36818806350700567,0.43549168579319525,0.8454537147739016,0.36818806350700567,0.43549168579319525,0.8454537147739016,0.3890733445691413,0.44173217064804676,0.8807901493756909,0.06362441924416894,0.08095148709625026,0.7859573866570275,0.700317613154143,0.6967093672967435,1.0051789828395727,0.024969394780405215,0.02284122261862776,1.0931724276458765
29,0.677096196948741,0.647466853795408,1.0457619459276528,0.677096196948741,0.647466853795408,1.0457619459276528,0.7567486878544042,0.7260326301177473,1.0423067179937564,0.5278191580261162,0.49108547463496927,1.0748009975624948,0.5278191580261162,0.49108547463496927,1.0748009975624948,0.5356153588403363,0.554664427658357,0.9656565882574429,0.4278293487614061,0.44021594745176224,0.9718624489592953,0.4278293487614061,0.44021594745176224,0.9718624489592953,0.32693257037081175,0.3445112299289307,0.9489750753212159,0.5248247946837099,0.5236844727753345,1.00217749803108,0.570794763073027,0.5980739026318351,0.9543883465926774,0.4624996700018121,0.4919681739318468,0.9401007921010008,0.3948988311525147,0.44935482763773726,0.8788129265874403,0.3948988311525147,0.44935482763773726,0.8788129265874403,0.41965377308328355,0.4676082224137024,0.8974473778863696,0.07292216025311984,0.0891718395705395,0.817771177586111,0.6975986341354308,0.6924672625635987,1.0074102731627126,0.025932997411720095,0.023091076460320676,1.1230744247147997
30,0.8134861821563093,0.7844322560543406,1.0370381583339123,0.8134861821563093,0.7844322560543406,1.0370381583339123,0.7743141069877695,0.7691092513155553,1.0067673814393876,0.6787275915393934,0.6445848986058719,1.0529684964810166,0.6787275915393934,0.6445848986058719,1.0529684964810166,0.6130303541299149,0.6288732409009227,0.9748075037374603,0.5146374190560776,0.5401815816624691,0.952711896381627,0.5146374190560776,0.5401815816624691,0.952711896381627,0.36671153732468487,0.37287839778919535,0.9834614702780479,0.5825534686745012,0.5725186608236724,1.0175274773339125,0.6347275643081646,0.6338392032048908,1.00140155594476,0.5701724803242564,0.5764982357693731,0.9890272770103544,0.5151823494058694,0.49749714146771645,1.0355483609131462,0.5151823494058694,0.49749714146771645,1.0355483609131462,0.5073449272234662,0.4940078624074674,1.0269976772252223,0.08240564210749696,0.09334002138986822,0.88285433065523,0.7229990200455398,0.7087600841917988,1.0200899234752727,0.029789726717102123,0.02574706303708798,1.1570145563472927
31,0.8395398454009046,0.799442188722311,1.0501570435539296,0.8395398454009046,0.799442188722311,1.0501570435539296,0.8493669886878992,0.8142322952965418,1.0431506998608564,0.6045145099210094,0.5814134524659561,1.039732581619972,0.6045145099210094,0.5814134524659561,1.039732581619972,0.6094944121686687,0.6147855157320099,0.9913935780399101,0.48573949753970025,0.4602763544904808,1.055321423316231,0.48573949753970025,0.4602763544904808,1.055321423316231,0.36975482788955905,0.3481174369834618,1.0621554355150706,0.5693742411144219,0.5528111582491997,1.0299615567053295,0.6304829653841378,0.5981854712219613,1.053992441668969,0.5387639750652966,0.5034886385532061,1.0700618322062947,0.5316694843539986,0.4709822913406659,1.128852388145178,0.5316694843539986,0.4709822913406659,1.128852388145178,0.5120099404634474,0.46856490754603664,1.0927193484141624,0.09579470863722207,0.08278495579607589,1.157151172166995,0.6960096757865765,0.7128353831298525,0.9763960828243412,0.023201543551186008,0.02314287943877496,1.002534866612698
32,0.8196948728176939,0.8135333491797382,1.0075737812643677,0.8196948728176939,0.8135333491797382,1.0075737812643677,0.7915606001488665,0.7864024805195432,1.0065591344853282,0.5982019788752583,0.6057969297337386,0.9874628766081426,0.5982019788752583,0.6057969297337386,0.9874628766081426,0.6262080395410934,0.609919919393526,1.0267053421763361,0.5148188997084805,0.5077392339794785,1.0139435073266134,0.5148188997084805,0.5077392339794785,1.0139435073266134,0.3788085819421989,0.36320992639760674,1.0429466664066782,0.5134526235411867,0.5332699833998581,0.962838036125105,0.581951163534795,0.5967666048130809,0.9751738097293057,0.4898570151235583,0.49088037445187227,0.9979152571958969,0.440329480068242,0.44177763050984037,0.9967219923744733,0.440329480068242,0.44177763050984037,0.9967219923744733,0.4498009457216538,0.46859909448560244,0.9598843681407793,0.08800784394054059,0.08004810683026736,1.0994369189411428,0.6971264422413168,0.6932446635080262,1.0055994354340179,0.01721867495771833,0.02104984943910419,0.8179951598955997
33,0.7991328883985027,0.8098969153014959,0.9867093864668122,0.7991328883985027,0.8098969153014959,0.9867093864668122,0.8116497889364123,0.7996371909641621,1.0150225603661156,0.6059815823849259,0.629840185994716,0.9621195913815663,0.6059815823849259,0.629840185994716,0.9621195913815663,0.5758969826046689,0.6115808938250697,0.941652998678197,0.4899177788540213,0.502900786673592,0.9741837591755503,0.4899177788540213,0.502900786673592,0.9741837591755503,0.26766743688099065,0.32188843503439135,0.8315534444485164,0.5029894954634893,0.5362912962533014,0.9379035217940904,0.5599578346280154,0.6024253567563513,0.9295057526180596,0.43167419138993574,0.4960311501437414,0.8702562152897936,0.3444985248318375,0.44972735012126885,0.7660163980219206,0.3444985248318375,0.44972735012126885,0.7660163980219206,0.41464401810746254,0.4738595914093446,0.8750356131322273,0.08354605240792426,0.08913460935471339,0.9373020537449227,0.7123069607633405,0.7014564856809022,1.0154684934902352,0.03859407453061989,0.024841226671593494,1.5536299813548695
34,0.7854423604596803,0.7644568304280323,1.0274515567084381,0.7854423604596803,0.7644568304280323,1.0274515567084381,0.7637586277904095,0.7608783792228229,1.0037854256951402,0.5332794032083791,0.5175634211956367,1.030365326004756,0.5332794032083791,0.5175634211956367,1.030365326004756,0.5664339120963826,0.5298553999156012,1.0690348955330227,0.45973383681642455,0.4137888843269731,1.1110347673166254,0.45973383681642455,0.4137888843269731,1.1110347673166254,0.3572987097927639,0.2905909201665748,1.2295590983639488,0.5391381479625901,0.4938712672528238,1.09165724696147,0.5788967024077571,0.572826394324943,1.0105971165835816,0.52903722376935,0.48988666690058275,1.0799175799506142,0.43349056550804543,0.42978246556068944,1.0086278530291328,0.43349056550804543,0.42978246556068944,1.0086278530291328,0.4461725816687267,0.4394448350465308,1.015309650007568,0.06840423427444192,0.06835190153328312,1.0007656369462277,0.6889228224581334,0.693175787623478,0.993864521465867,0.02349945282096122,0.02005256767635302,1.1718924578757532
35,0.8208334980376466,0.7968058225948211,1.0301549948073656,0.8208334980376466,0.7968058225948211,1.0301549948073656,0.8013118168851716,0.7834849037724058,1.022753358778109,0.6301105970070005,0.5926182350239352,1.0632656232414972,0.6301105970070005,0.5926182350239352,1.0632656232414972,0.6471657099094653,0.6194500627148524,1.0447423430278528,0.4888085157227766,0.47755242819581856,1.023570370209368,0.4888085157227766,0.47755242819581856,1.023570370209368,0.3491621039569644,0.3514683105426874,0.9934383655181827,0.5459029970434703,0.5348039903308184,1.0207534104332063,0.5928815419850919,0.5975103346934654,0.9922532005898306,0.5211394369427003,0.5245843591747896,0.9934330443295937,0.44649936817921076,0.4623435219319269,0.9657307759249865,0.44649936817921076,0.4623435219319269,0.9657307759249865,0.4750918764984633,0.48729809473956004,0.9749512292929845,0.09668701197083271,0.08907089641012556,1.0855062188398652,0.7041454774984537,0.708559207097649,0.9937708386892967,0.027877157703415624,0.020926710110947,1.3321328367249072
36,0.8812459383313138,0.8377681744638759,1.051897130008861,0.8812459383313138,0.8377681744638759,1.051897130008861,0.8535203884517548,0.8268363826482686,1.032272413700544,0.6565640538923607,0.6144780770194176,1.0684906076341811,0.6565640538923607,0.6144780770194176,1.0684906076341811,0.6617564911374105,0.6257656502630108,1.0575148873372526,0.4932110382017697,0.4889319291925476,1.008751952477902,0.4932110382017697,0.4889319291925476,1.008751952477902,0.33402147165034274,0.3375641865601585,0.9895050628862122,0.5041536337249874,0.5088886737546868,0.990695332252606,0.5919019322756025,0.6015110639858708,0.984025012529954,0.4851344309041026,0.5022213279429375,0.9659773568183143,0.4486252754426273,0.45121086075968636,0.9942696740217959,0.4486252754426273,0.45121086075968636,0.9942696740217959,0.4748862337268366,0.4737454165631723,1.00240808063525,0.09361527865133608,0.09090031976727851,1.0298674294106815,0.7085650914338334,0.7068299799256004,1.0024547791654446,0.027549837460822523,0.02030260642092089,1.3569606231657871
