,Network Name,Layer Number,Context Ratio,pCon1,pConRel,Context Error Bars,Category Ratio,pCat1,pCatRel,Category Error Bars,pConVCat
0,ResNet50_Places365,0,0.9999999678519189,0.9966257159816903,0.9970439769790875,7.523311769765655e-06,1.000003435072519,0.4211065446746607,0.4200950883009479,4.243076271225954e-06,0.47394201909739964
1,ResNet50_Places365,1,1.0249431361958379,2.552459038027676e-05,1.2456609896402239e-05,0.005504515635272091,1.0604248222280614,7.1003191986683045e-31,7.86111771916116e-34,0.004058780788205807,5.257873831706272e-06
2,ResNet50_Places365,2,1.011120548837677,0.00013009817882722214,8.451295991492904e-05,0.00273064734481326,1.0299365897623736,5.454813683093579e-34,5.476189828289764e-35,0.0018576757933332817,5.815204635458641e-08
3,ResNet50_Places365,3,1.0110153444942143,0.0001366166398547805,8.915112630495799e-05,0.0027142678784178895,1.0298168218358141,5.393241054434119e-34,4.921214553399466e-35,0.0018500183402681595,4.836796105647343e-08
4,ResNet50_Places365,4,1.0110153444942143,0.0001366166398547805,8.915112630495799e-05,0.0027142678784178895,1.0298168218358141,5.393241054434119e-34,4.921214553399466e-35,0.0018500183402681595,4.836796105647343e-08
5,ResNet50_Places365,5,1.0168623615361891,6.839899246197438e-06,4.787502492916105e-06,0.0034508294771928303,1.0523354768674298,3.7332628919359376e-47,3.359659209432807e-48,0.002415197692287579,2.615586566663233e-12
6,ResNet50_Places365,6,1.0316432535988174,0.00012461700928523614,5.725732545883318e-05,0.007746279103616589,1.133621232542487,3.757166894473681e-57,3.9276936538167647e-59,0.005053564602744659,5.0349600004606515e-15
7,ResNet50_Places365,7,1.0962852737302442,4.565552979652788e-05,1.175111141825579e-05,0.022031374257291975,1.5774896204575357,7.52235371397818e-63,4.3081467423106996e-72,0.019617538073904706,4.356794511211358e-20
8,ResNet50_Places365,8,1.1841265265061236,5.497818210800327e-07,1.3374286077954785e-07,0.03325053612291841,1.931603802165919,1.029685052057765e-51,1.7802966141312066e-72,0.03918349444569782,3.3193586449048914e-19
9,ResNet50_Places365,9,1.1631583233506493,8.297314222954613e-07,1.4142770751775737e-07,0.030029063680263143,1.8119406195080103,3.922209016769351e-45,3.952358046754351e-72,0.03909349467662652,5.855955659639811e-17
