,Layer1_bottom10,Layer2_bottom10,Layer3_bottom10,Layer4_bottom10,Layer5_bottom10,Layer6_bottom10,Layer7_bottom10,Layer8_bottom10,Layer9_bottom10,Layer10_bottom10
0,"('22chess', 0.9994718178634568)","('69tub', 0.8229369602500428)","('70tv', 0.7345772908287991)","('70tv', 0.7346127849480741)","('70tv', 0.7346127849480741)","('11biking', 0.8935969406772789)","('70tv', 0.7902542691842805)","('19carpet', 0.5535846567581295)","('26coathanging', 0.9607573525231009)","('67toy', 0.9904705821071207)"
1,"('06basketball', 0.9998745821547136)","('38groceryshopping', 0.8478100132766705)","('49livingroom-chair', 0.7988375022603118)","('49livingroom-chair', 0.7988839366590559)","('49livingroom-chair', 0.7988839366590559)","('49livingroom-chair', 0.9153446607458117)","('59pizza', 0.8540441442549598)","('01art', 0.6319352577821011)","('70tv', 0.9701708198360316)","('22chess', 0.9933979941620683)"
2,"('02baby', 1.0000054538854783)","('01art', 0.8925616961027041)","('11biking', 0.8269921848390597)","('11biking', 0.8268841251802447)","('11biking', 0.8268841251802447)","('05baseball', 0.9160750098155181)","('49livingroom-chair', 0.8879140605613602)","('15bowling', 0.6472637308673584)","('22chess', 0.9743935050108418)","('26coathanging', 0.9940821256931944)"
3,"('46kitchen2', 1.0000055379211592)","('44kayak', 0.9060194466666175)","('64tennis', 0.8539707554158231)","('64tennis', 0.8540786189684827)","('64tennis', 0.8540786189684827)","('64tennis', 0.920207329995577)","('15bowling', 0.8957140739022521)","('44kayak', 0.6643354216605404)","('49livingroom-chair', 0.9762329366101224)","('44kayak', 0.994328807939234)"
4,"('45kitchen', 1.0000055379211592)","('21cheese', 0.9270667547054515)","('06basketball', 0.8922176728070784)","('06basketball', 0.892282792139395)","('06basketball', 0.892282792139395)","('70tv', 0.9284850395783488)","('19carpet', 0.906371491754611)","('05baseball', 0.6830599123039578)","('68toys', 0.9764557026484455)","('19carpet', 0.9944062263730611)"
5,"('10bed-dresser', 1.0000089655355493)","('64tennis', 0.9384655872985265)","('19carpet', 0.8941803138367393)","('19carpet', 0.8938874708128967)","('19carpet', 0.8938874708128967)","('59pizza', 0.9327410286040728)","('06basketball', 0.906693723098945)","('51makeup', 0.7200347868340766)","('02baby', 0.9793450706857514)","('68toys', 0.9944323132311288)"
6,"('69tub', 1.000009099550753)","('23childEating', 0.9421431903313643)","('59pizza', 0.9046639615496613)","('59pizza', 0.9047232492210069)","('59pizza', 0.9047232492210069)","('15bowling', 0.9462602342342527)","('11biking', 0.9075568606092121)","('22chess', 0.7416460881404642)","('19carpet', 0.980667054363936)","('39gun', 0.9944525955719984)"
7,"('65toilet', 1.000009099550753)","('63teethhygene', 0.9478295193564553)","('05baseball', 0.9184149852115655)","('05baseball', 0.9183237501971545)","('05baseball', 0.9183237501971545)","('06basketball', 0.949974016638356)","('64tennis', 0.9144994934079347)","('39gun', 0.7582340879199516)","('52motorbike', 0.9832936644961418)","('33fishtank', 0.9946496340841167)"
8,"('63teethhygene', 1.000009099550753)","('73winter', 0.9500816913151086)","('15bowling', 0.9234279136735615)","('15bowling', 0.9234646673630791)","('15bowling', 0.9234646673630791)","('19carpet', 0.9654252732449907)","('22chess', 0.9146658628529424)","('33fishtank', 0.7604416906268596)","('67toy', 0.9843983941860763)","('15bowling', 0.9953075002706303)"
9,"('73winter', 1.0000094514728177)","('59pizza', 0.9524002488549002)","('21cheese', 0.9420739479546717)","('21cheese', 0.9421344589350406)","('21cheese', 0.9421344589350406)","('21cheese', 0.9674234728090142)","('01art', 0.9177627923603715)","('67toy', 0.7735117325584098)","('51makeup', 0.9854324376901185)","('28construction', 0.9955305058212189)"
