,Layer1_top10,Layer2_top10,Layer3_top10,Layer4_top10,Layer5_top10,Layer6_top10,Layer7_top10,Layer8_top10,Layer9_top10,Layer10_top10
0,"('60street', 1.0000101942001327)","('71valentines', 1.1344076916151802)","('42horseriding', 1.1547389447788123)","('42horseriding', 1.1547863191215095)","('42horseriding', 1.1547863191215095)","('71valentines', 1.1080226153300603)","('50lock', 1.1724336370368964)","('66tools', 1.5010959462948426)","('61street', 1.0574371148432171)","('66tools', 1.013172498646056)"
1,"('61street', 1.0000101942001327)","('57pancakes', 1.121144560716431)","('20casino', 1.151825660770254)","('20casino', 1.1519353066177056)","('20casino', 1.1519353066177056)","('50lock', 1.1054851005533954)","('53ocean', 1.1630152473946553)","('63teethhygene', 1.4799423784494017)","('53ocean', 1.0457830237397288)","('53ocean', 1.0108780529152954)"
2,"('21cheese', 1.0000101942001327)","('18car', 1.1138048968586103)","('71valentines', 1.1453913227250236)","('71valentines', 1.1454382677078951)","('71valentines', 1.1454382677078951)","('65toilet', 1.0972122953956507)","('42horseriding', 1.1597649774506884)","('08beachball-pail', 1.3689512155946448)","('20casino', 1.044768427368814)","('63teethhygene', 1.0087119176132937)"
3,"('52motorbike', 1.0000100395066203)","('03backyard', 1.1111784204594184)","('50lock', 1.1445854672874667)","('50lock', 1.1446920482990548)","('50lock', 1.1446920482990548)","('42horseriding', 1.0953385122088433)","('65toilet', 1.140292137846661)","('42horseriding', 1.3621295794760941)","('63teethhygene', 1.0430252464604985)","('48livingroom', 1.0086142978573114)"
4,"('07bathrobe-slippers', 1.0000100395066203)","('46kitchen2', 1.0947303921940497)","('08beachball-pail', 1.136194380208424)","('08beachball-pail', 1.136520653473103)","('08beachball-pail', 1.136520653473103)","('53ocean', 1.0870775332487217)","('48livingroom', 1.1349306027049855)","('24cleaning', 1.3616038291770747)","('71valentines', 1.037345034215383)","('42horseriding', 1.0085911399506717)"
5,"('67toy', 1.0000098894377727)","('42horseriding', 1.09197271022665)","('54office_supply', 1.1313543663507943)","('54office_supply', 1.1315227143585207)","('54office_supply', 1.1315227143585207)","('31farm', 1.085360035486549)","('08beachball-pail', 1.134465877786881)","('31farm', 1.359603171312024)","('14boat', 1.0365290249005603)","('24cleaning', 1.008380884369779)"
6,"('23childEating', 1.0000098894377727)","('14boat', 1.09177290653509)","('53ocean', 1.1177427970480052)","('53ocean', 1.1177719250765021)","('53ocean', 1.1177719250765021)","('14boat', 1.0781064649081444)","('31farm', 1.1323272909515412)","('50lock', 1.330151942295005)","('42horseriding', 1.0365166120720168)","('08beachball-pail', 1.008062035332924)"
7,"('18car', 1.0000098894377727)","('10bed-dresser', 1.089375496747039)","('14boat', 1.11453975293457)","('14boat', 1.1145956889583655)","('14boat', 1.1145956889583655)","('04barber', 1.072257444265802)","('30emergency', 1.1290059114439892)","('14boat', 1.3262459720497566)","('57pancakes', 1.0330259088083764)","('07bathrobe-slippers', 1.0078562637502984)"
8,"('11biking', 1.0000098894377727)","('65toilet', 1.089225935320544)","('41hiking', 1.1135651480169653)","('41hiking', 1.113618612612897)","('41hiking', 1.113618612612897)","('48livingroom', 1.0669728400795577)","('69tub', 1.1212780544909975)","('53ocean', 1.306085157723288)","('31farm', 1.0330101063206518)","('45kitchen', 1.0074339641725578)"
9,"('54office_supply', 1.0000098894377727)","('20casino', 1.0879111348865502)","('29cooking', 1.108477896508432)","('29cooking', 1.1085366969319514)","('29cooking', 1.1085366969319514)","('10bed-dresser', 1.0650840895050704)","('03backyard', 1.1199672891767358)","('55office-computer-printer', 1.2920506573872035)","('30emergency', 1.0305627734078273)","('71valentines', 1.0073671674106126)"
