models,invalCorrelations,pVal_inVal,inOutRatioCorrelations,pVal_inOutRatio
"ResNet50_L2,Vgg16_L2",0.937652052236565,{2.1899953374012164e-33},0.9027328166311129,{5.589556638277873e-27}
"ResNet50_L2,Vgg16_L30",0.2889709595153801,{0.014522215316484578},0.44258306151779214,{0.000111230874394662}
"ResNet50_L9,Vgg16_L30",0.2142058255011003,{0.07284886246293282},0.5172512192973127,{3.860959327128587e-06}
"ResNet50_L9,Vgg16_L2",0.13856712443276645,{0.2491434839289074},0.26193424399649956,{0.02734185020857919}
