,Layer1_bottom10,Layer2_bottom10,Layer3_bottom10,Layer4_bottom10,Layer5_bottom10,Layer6_bottom10,Layer7_bottom10,Layer8_bottom10,Layer9_bottom10,Layer10_bottom10
0,"('chesspiece (2).jpg', 0.9994464597613429)","('lego (2).jpg', 0.9546543413412137)","('toothbrush (2).jpg', 0.9797038066991673)","('toothbrush (2).jpg', 0.9796914047652993)","('toothbrush (2).jpg', 0.9796914047652993)","('broom (2).jpg', 0.9037501492544141)","('rainboots (2).jpg', 0.9709316300340681)","('laundry (2).jpg', 1.015371112438087)","('laundry (2).jpg', 1.2626399687149634)","('laundry (2).jpg', 1.1718031175264012)"
1,"('basketball (2).jpg', 0.9997409806202358)","('balloon (2).jpg', 0.9605368146582732)","('balloon (2).jpg', 0.9797878088403212)","('balloon (2).jpg', 0.9801918337054238)","('balloon (2).jpg', 0.9801918337054238)","('toothbrush (2).jpg', 0.9340441319359418)","('laundry (2).jpg', 0.9995331044020688)","('rainboots (2).jpg', 1.0604053086952985)","('rainboots (2).jpg', 1.3403725536418207)","('rainboots (2).jpg', 1.2445924348720785)"
2,"('easel (2).jpg', 1.0000091255569876)","('toothbrush (2).jpg', 0.9781601415057616)","('bat (2).jpg', 0.9809280699319929)","('bat (2).jpg', 0.9820222872192411)","('bat (2).jpg', 0.9820222872192411)","('cake (2).jpg', 0.9463879803224837)","('toothbrush (2).jpg', 1.0171245073260464)","('nail (2).jpg', 1.2077522058558314)","('basketballrim (2).jpg', 1.3524424935711232)","('dustpan (2).jpg', 1.2927477706533173)"
3,"('coffeetable (2).jpg', 1.0000091255569876)","('broom (2).jpg', 0.9822492271914187)","('lego (2).jpg', 0.9851404146966871)","('lego (2).jpg', 0.9858706986198917)","('lego (2).jpg', 0.9858706986198917)","('trafficlight (2).jpg', 0.9470661885234463)","('tent (2).jpg', 1.0341135940176496)","('fishbowl (2).jpg', 1.2378728742920746)","('dustpan (2).jpg', 1.384593691011055)","('pokerchips (2).jpg', 1.3012103062725235)"
4,"('sofa (2).jpg', 1.0000091255569876)","('stroller (2).jpg', 0.9827800918932934)","('cake (2).jpg', 0.9874639154207676)","('cake (2).jpg', 0.9873589099721455)","('cake (2).jpg', 0.9873589099721455)","('fishbowl (2).jpg', 0.9652757356781912)","('fishbowl (2).jpg', 1.0564293856249727)","('dumbbell (2).jpg', 1.2532031133855523)","('dumbbell (2).jpg', 1.411734706901747)","('dumbbell (2).jpg', 1.3075099422890921)"
5,"('chair (2).jpg', 1.0000091255569876)","('cake (2).jpg', 0.9840013560667892)","('dustpan (2).jpg', 0.9875949996799911)","('broom (2).jpg', 0.989106226087132)","('broom (2).jpg', 0.989106226087132)","('balloon (2).jpg', 0.9877166932016936)","('coatrack (2).jpg', 1.0742843309615122)","('bird (2).jpg', 1.2713889386083728)","('pokerchips (2).jpg', 1.4142026846052298)","('basketballrim (2).jpg', 1.3198293586953806)"
6,"('lamp (2).jpg', 1.0000091255569876)","('bat (2).jpg', 0.9867049907250306)","('broom (2).jpg', 0.9894221053548786)","('dustpan (2).jpg', 0.9898657868965282)","('dustpan (2).jpg', 0.9898657868965282)","('stroller (2).jpg', 0.9896706352336297)","('nail (2).jpg', 1.0866384570270557)","('kayak (2).jpg', 1.3166178474946697)","('birdhouse (2).jpg', 1.4827867838430848)","('birdhouse (2).jpg', 1.343043832644946)"
7,"('key (2).jpg', 1.0000091255569876)","('washer (2).jpg', 0.988863217423262)","('dumbbell (2).jpg', 0.9922408853680499)","('fish (2).jpg', 0.9919091726398478)","('fish (2).jpg', 0.9919091726398478)","('garbagebin (2).jpg', 0.9905897608286982)","('fish (2).jpg', 1.0878672369032614)","('parkingmeter (2).jpg', 1.3207903265828886)","('beachchair (2).jpg', 1.4963572805995413)","('medal (2).jpg', 1.3456880201623242)"
8,"('lock (2).jpg', 1.0000091255569876)","('bowlingball (2).jpg', 0.9897841051558529)","('fish (2).jpg', 0.992462339993875)","('dumbbell (2).jpg', 0.9920061669644331)","('dumbbell (2).jpg', 0.9920061669644331)","('laundry (2).jpg', 0.9915605501705114)","('computer (2).jpg', 1.0908972895733038)","('cheesegrater (2).jpg', 1.3317534902576544)","('medal (2).jpg', 1.5032600548047728)","('nail (2).jpg', 1.3471693444149222)"
9,"('lipstick (2).jpg', 1.0000091255569876)","('dustpan (2).jpg', 0.9903634315568437)","('stroller (2).jpg', 0.9942631028793825)","('stroller (2).jpg', 0.9940628465933685)","('stroller (2).jpg', 0.9940628465933685)","('bat (2).jpg', 0.9943115946124292)","('hairdryer (2).jpg', 1.0935873721508578)","('hairdryer (2).jpg', 1.333355745534419)","('board (2).jpg', 1.5347036223793193)","('highchair (2).jpg', 1.3611461211963978)"
