,Layer1_bottom10,Layer2_bottom10,Layer3_bottom10,Layer4_bottom10,Layer5_bottom10,Layer6_bottom10,Layer7_bottom10,Layer8_bottom10,Layer9_bottom10,Layer10_bottom10
0,"('22chess', 0.9994710361086783)","('69tub', 0.922327807293685)","('64tennis', 0.9462540559315109)","('64tennis', 0.9479607249309505)","('64tennis', 0.9479607249309505)","('38groceryshopping', 0.8181354539240661)","('01art', 0.8258225469928214)","('01art', 0.5020623613405923)","('59pizza', 0.5399373646935431)","('59pizza', 0.43099143092758097)"
1,"('06basketball', 0.9998742030873513)","('21cheese', 0.9389959405858691)","('69tub', 0.9471943612619783)","('69tub', 0.9503866956516499)","('69tub', 0.9503866956516499)","('69tub', 0.8830828145771792)","('73winter', 0.8481793225956407)","('67toy', 0.6981220088271686)","('38groceryshopping', 0.5859703837299511)","('02baby', 0.6127431897565417)"
2,"('01art', 1.0000091889294935)","('38groceryshopping', 0.9533244798668952)","('21cheese', 0.9547199929307734)","('21cheese', 0.9566808111580702)","('21cheese', 0.9566808111580702)","('01art', 0.8953078917768491)","('19carpet', 0.8595907791119846)","('47laundry', 0.7460533707918202)","('12birdcage', 0.6052442649867282)","('12birdcage', 0.6712721738401299)"
3,"('52motorbike', 1.0000091889294935)","('64tennis', 0.9542629011784619)","('38groceryshopping', 0.9695450704412628)","('38groceryshopping', 0.9690797116386595)","('38groceryshopping', 0.9690797116386595)","('64tennis', 0.918899255737431)","('67toy', 0.8625999060649803)","('12birdcage', 0.7703296286343736)","('01art', 0.609015921863474)","('01art', 0.6715048379653363)"
4,"('51makeup', 1.0000091889294935)","('01art', 0.9584102863566223)","('73winter', 0.9786145297726416)","('73winter', 0.9782592972400372)","('73winter', 0.9782592972400372)","('73winter', 0.9195547628865671)","('38groceryshopping', 0.8640632476426209)","('51makeup', 0.8083659649882823)","('02baby', 0.6143006354253748)","('19carpet', 0.6786500524727724)"
5,"('50lock', 1.0000091889294935)","('44kayak', 0.9746253808795172)","('01art', 0.9806691690830635)","('01art', 0.9812385876283195)","('01art', 0.9812385876283195)","('24cleaning', 0.9225257298543235)","('63teethhygene', 0.8697664683950326)","('02baby', 0.8223176301017016)","('49livingroom-chair', 0.7107212755358291)","('38groceryshopping', 0.7579404952523574)"
6,"('49livingroom-chair', 1.0000091889294935)","('73winter', 0.9763804444923064)","('24cleaning', 0.9816234676250243)","('24cleaning', 0.9819977844222704)","('24cleaning', 0.9819977844222704)","('23childEating', 0.9430583941589422)","('21cheese', 0.8932876093605584)","('38groceryshopping', 0.8299825944350939)","('19carpet', 0.7416050194331765)","('49livingroom-chair', 0.7825230424244296)"
7,"('48livingroom', 1.0000091889294935)","('23childEating', 0.9770467003625213)","('62sushi', 0.9830631812145475)","('62sushi', 0.9832879103778639)","('62sushi', 0.9832879103778639)","('63teethhygene', 0.9442593595205626)","('22chess', 0.8934179847854276)","('19carpet', 0.85634356003003)","('73winter', 0.7480167770724243)","('68toys', 0.8082813307024913)"
8,"('47laundry', 1.0000091889294935)","('59pizza', 0.9809015005949935)","('05baseball', 0.9851643303290183)","('05baseball', 0.985136130422401)","('05baseball', 0.985136130422401)","('62sushi', 0.954665085920301)","('70tv', 0.9020700017784727)","('39gun', 0.8611453076748362)","('62sushi', 0.7515316541096826)","('73winter', 0.8197460070850231)"
9,"('46kitchen2', 1.0000091889294935)","('24cleaning', 0.9819615318434262)","('28construction', 0.988827747826805)","('28construction', 0.9894444380343291)","('28construction', 0.9894444380343291)","('21cheese', 0.9599365000743336)","('62sushi', 0.9041803553741508)","('22chess', 0.8735036289765759)","('67toy', 0.7541417071933771)","('05baseball', 0.8338150294257541)"
