,Layer1_top10,Layer2_top10,Layer3_top10,Layer4_top10,Layer5_top10,Layer6_top10,Layer7_top10,Layer8_top10,Layer9_top10,Layer10_top10
0,"('basketballrim (2).jpg', 1.000009743789258)","('beachball (2).jpg', 1.1669071577065848)","('beachball (2).jpg', 1.1187197725732159)","('beachball (2).jpg', 1.1191255965675753)","('beachball (2).jpg', 1.1191255965675753)","('beachball (2).jpg', 1.2919726183977338)","('rolette (2).jpg', 1.5460128413063368)","('remotecontrol (2).jpg', 2.6162560240928605)","('tableset (2).jpg', 5.29275821499154)","('pizza (2).jpg', 5.249435046136525)"
1,"('highchair (2).jpg', 1.0000096725620395)","('fries (2).jpg', 1.161428813334285)","('fries (2).jpg', 1.1059349752018282)","('fries (2).jpg', 1.105184207390853)","('fries (2).jpg', 1.105184207390853)","('cow (2).jpg', 1.2665755880826355)","('chicken (2).jpg', 1.5049110966070354)","('rolette (2).jpg', 2.360059280327705)","('pizza (2).jpg', 4.7022653667719725)","('television (2).jpg', 4.554565440488515)"
2,"('tent (2).jpg', 1.0000095331866181)","('pallette (2).jpg', 1.1229648610909118)","('cow (2).jpg', 1.0887588661973826)","('cow (2).jpg', 1.0887602965571024)","('cow (2).jpg', 1.0887602965571024)","('burger (2).jpg', 1.2496876425586112)","('carpet (2).jpg', 1.5040413044050738)","('pizza (2).jpg', 2.3150348056331076)","('television (2).jpg', 4.5717664580087165)","('carpet (2).jpg', 3.7500672641933686)"
3,"('dresser (2).jpg', 1.0000095331866181)","('tennisball (2).jpg', 1.1203098323623786)","('rubberduck (2).jpg', 1.0805626862262214)","('tennisball (2).jpg', 1.0831198417128027)","('tennisball (2).jpg', 1.0831198417128027)","('chicken (2).jpg', 1.2323235972540199)","('cow (2).jpg', 1.4990981696573333)","('carpet (2).jpg', 2.304688692691983)","('carpet (2).jpg', 4.228995455748088)","('tableset (2).jpg', 3.7035970623301644)"
4,"('footballball (2).jpg', 1.0000095331866181)","('cow (2).jpg', 1.1094371413858448)","('pallette (2).jpg', 1.08020833919789)","('sippycup (2).jpg', 1.079989562515227)","('sippycup (2).jpg', 1.079989562515227)","('carpet (2).jpg', 1.2282973258271277)","('remotecontrol (2).jpg', 1.4947192120740558)","('chicken (2).jpg', 2.277143267310163)","('cow (2).jpg', 4.098696612820339)","('crib (2).jpg', 3.521339918375629)"
5,"('motorcycle (2).jpg', 1.0000095331866181)","('rubberduck (2).jpg', 1.1088346312203488)","('sippycup (2).jpg', 1.0801614650136615)","('rubberduck (2).jpg', 1.0798804613520938)","('rubberduck (2).jpg', 1.0798804613520938)","('bag (2).jpg', 1.2139748174815375)","('burger (2).jpg', 1.4639262218970677)","('burger (2).jpg', 2.212845252727319)","('horse (2).jpg', 4.073433658466977)","('horse (2).jpg', 3.217170928765565)"
6,"('stroller (2).jpg', 1.0000095331866181)","('burger (2).jpg', 1.104863134877899)","('tennisball (2).jpg', 1.0797418308440285)","('pallette (2).jpg', 1.0796350727943844)","('pallette (2).jpg', 1.0796350727943844)","('pants (2).jpg', 1.2058163172013785)","('plant (2).jpg', 1.45567902884219)","('chess (2).jpg', 2.177729721297443)","('crib (2).jpg', 4.058093874790409)","('cow (2).jpg', 2.970405696030359)"
7,"('bike (2).jpg', 1.0000095331866181)","('sippycup (2).jpg', 1.0944259178203521)","('pants (2).jpg', 1.074541830909993)","('pants (2).jpg', 1.0744762201437577)","('pants (2).jpg', 1.0744762201437577)","('rolette (2).jpg', 1.2034444351309388)","('pants (2).jpg', 1.4164701334397751)","('cow (2).jpg', 2.141653460910208)","('sofa (2).jpg', 3.898001544910046)","('burger (2).jpg', 2.8951315991327586)"
8,"('sippycup (2).jpg', 1.0000094649943658)","('carpet (2).jpg', 1.0907426356674335)","('golfcart (2).jpg', 1.0671642931374394)","('burger (2).jpg', 1.0671443573725807)","('burger (2).jpg', 1.0671443573725807)","('fries (2).jpg', 1.1959870349497304)","('lipstick (2).jpg', 1.4001678848031631)","('horse (2).jpg', 2.0705535167010893)","('chicken (2).jpg', 3.5193751599266463)","('sofa (2).jpg', 2.8862989602473452)"
9,"('ovenmitt (2).jpg', 1.0000094649943658)","('pants (2).jpg', 1.089197907803246)","('burger (2).jpg', 1.0671428713073103)","('golfcart (2).jpg', 1.0666442217931182)","('golfcart (2).jpg', 1.0666442217931182)","('pizza (2).jpg', 1.192949250177648)","('backhoe (2).jpg', 1.3979952445149606)","('sleepingbag (2).jpg', 2.0340062032387145)","('burger (2).jpg', 3.309586504208053)","('motorcycle (2).jpg', 2.8122492067941125)"
