,Layer1_top10,Layer2_top10,Layer3_top10,Layer4_top10,Layer5_top10,Layer6_top10,Layer7_top10,Layer8_top10,Layer9_top10,Layer10_top10
0,"('21cheese', 1.0000101942001327)","('17burger', 1.0706945026469432)","('08beachball-pail', 1.0637662798977092)","('08beachball-pail', 1.0636174841524786)","('08beachball-pail', 1.0636174841524786)","('65toilet', 1.1411625843014404)","('45kitchen', 1.2593221310831273)","('53ocean', 1.6364660432083575)","('17burger', 2.63726952335789)","('17burger', 2.1094026368978662)"
1,"('61street', 1.0000101942001327)","('18car', 1.0576514947907125)","('18car', 1.0504179302686814)","('18car', 1.0498416241819362)","('18car', 1.0498416241819362)","('03backyard', 1.1395391101138008)","('53ocean', 1.2078057131750608)","('32farm_animals', 1.5631995611711924)","('32farm_animals', 2.1876999923798905)","('32farm_animals', 1.9241253419185504)"
2,"('60street', 1.0000101942001327)","('71valentines', 1.05537298299562)","('37golf', 1.0428409675636865)","('37golf', 1.0423025000341073)","('37golf', 1.0423025000341073)","('08beachball-pail', 1.1364284698308025)","('65toilet', 1.1958858042930949)","('45kitchen', 1.5125799348032027)","('55office-computer-printer', 2.084878720207826)","('55office-computer-printer', 1.8538961721509242)"
3,"('52motorbike', 1.0000100395066203)","('37golf', 1.0522688488949317)","('03backyard', 1.0427805046638006)","('03backyard', 1.0422374922652897)","('03backyard', 1.0422374922652897)","('14boat', 1.1271851443801133)","('20casino', 1.1902515710448667)","('08beachball-pail', 1.4815519480172035)","('41hiking', 1.8177710570935142)","('41hiking', 1.5538342599581463)"
4,"('07bathrobe-slippers', 1.0000100395066203)","('03backyard', 1.050942089528242)","('71valentines', 1.04178687789848)","('71valentines', 1.0412712317765316)","('71valentines', 1.0412712317765316)","('46kitchen2', 1.125125483871537)","('30emergency', 1.1854686299514603)","('55office-computer-printer', 1.475278217627967)","('66tools', 1.6751711949772883)","('65toilet', 1.4973673063314994)"
5,"('67toy', 1.0000098894377727)","('65toilet', 1.048591853191398)","('14boat', 1.0398334083947411)","('14boat', 1.0393526043246137)","('14boat', 1.0393526043246137)","('18car', 1.121987938110085)","('18car', 1.1824880640942057)","('41hiking', 1.4731699571468189)","('57pancakes', 1.5960219175201575)","('57pancakes', 1.4938629343040892)"
6,"('18car', 1.0000098894377727)","('14boat', 1.0466761763574455)","('17burger', 1.038143090765599)","('17burger', 1.0385645753864563)","('17burger', 1.0385645753864563)","('20casino', 1.111249847527375)","('03backyard', 1.1779863153099763)","('42horseriding', 1.467235546682032)","('08beachball-pail', 1.5918318930514936)","('08beachball-pail', 1.467391345268966)"
7,"('29cooking', 1.0000098894377727)","('08beachball-pail', 1.046256606843487)","('42horseriding', 1.0368400682166605)","('65toilet', 1.037766350838566)","('65toilet', 1.037766350838566)","('45kitchen', 1.1100939635415445)","('07bathrobe-slippers', 1.172976640094487)","('20casino', 1.3928495806519932)","('65toilet', 1.587160489278857)","('66tools', 1.4551855656234638)"
8,"('23childEating', 1.0000098894377727)","('42horseriding', 1.044859622022816)","('31farm', 1.036010043130704)","('42horseriding', 1.0362827738941827)","('42horseriding', 1.0362827738941827)","('56office-desk-chair', 1.1073093165329877)","('14boat', 1.1638456199846197)","('14boat', 1.3502608110863237)","('27coffeemaking', 1.5564878096616537)","('27coffeemaking', 1.4343598390327652)"
9,"('54office_supply', 1.0000098894377727)","('57pancakes', 1.0437754385599398)","('30emergency', 1.035846510725958)","('31farm', 1.0355150238472821)","('31farm', 1.0355150238472821)","('11biking', 1.1044281886955087)","('46kitchen2', 1.1637046821407293)","('65toilet', 1.3478586449380026)","('53ocean', 1.5505732162992383)","('50lock', 1.4270271434025281)"
