,Layer1inVals,Layer1inOutRatios,Layer2inVals,Layer2inOutRatios,Layer3inVals,Layer3inOutRatios,Layer4inVals,Layer4inOutRatios,Layer5inVals,Layer5inOutRatios,Layer6inVals,Layer6inOutRatios,Layer7inVals,Layer7inOutRatios,Layer8inVals,Layer8inOutRatios,Layer9inVals,Layer9inOutRatios,Layer10inVals,Layer10inOutRatios,Layer11inVals,Layer11inOutRatios,Layer12inVals,Layer12inOutRatios,Layer13inVals,Layer13inOutRatios
0,1.0,1.0000096023686076,0.2664542505238788,0.6225786075773172,0.2594258467613141,0.6121466127771977,0.2594258467613141,0.6121466127771977,0.1096379117843148,0.3415659878242309,0.09482296182737972,0.3026179089742551,0.09482296182737972,0.3026179089742551,0.06682641148702528,0.2387318858297683,0.058294411339638544,0.21593298805494418,0.01075931877604984,0.05286709906060698,-0.0004863925101321537,-0.002488428381699412,0.0035345285943340797,0.01671156797776764,-0.01972031070387317,-0.10287506311274879
1,1.0,1.0000054538854783,0.4979067175204547,1.0042530845012492,0.4897379520216491,0.9964603993772749,0.4897379520216491,0.9964603993772749,0.3299055377646073,0.8921616693973008,0.32526201641204855,0.8895706331525467,0.32526201641204855,0.8895706331525467,0.27181375978646816,0.8566539937818669,0.2665578969472755,0.8639936359348467,0.21455717266416488,0.8392800116622013,0.20998512823864776,0.8471637123796228,0.22749420327808909,0.8520600978491829,0.19031011708633003,0.7870500744920335
2,1.0,1.0000094649943658,0.7690786038093994,1.4124763959347402,0.7690786038093994,1.4147972403909004,0.7690786038093994,1.4147972403909004,0.6354232086097164,1.4424011244319925,0.6348078303157981,1.4496529065328656,0.6348078303157981,1.4496529065328656,0.5079594151145485,1.406190600836773,0.48890347218266117,1.4106623369707387,0.4062833631341578,1.4584063260923321,0.3999302261937445,1.4738319335813153,0.4755217357848791,1.6345412965258956,0.4478663079189532,1.6857428113221473
3,1.0,1.0000094649943658,0.7128469952554372,1.258249221949676,0.7128469952554372,1.2604474464111923,0.7128469952554372,1.2604474464111923,0.5410058217143618,1.2325375891351118,0.5408388389042982,1.2366233741827721,0.5408388389042982,1.2366233741827721,0.46679256804886976,1.2490902309327525,0.457731437316718,1.2557909087732613,0.3815464505614803,1.2750319050121075,0.37598113788614174,1.2819094214494047,0.41882273124408725,1.4096258061110276,0.4008863298251658,1.4459843556480685
4,1.0,1.0000094649943658,0.3425864077933468,0.7951749287556442,0.3278668720177752,0.7734639769279577,0.3278668720177752,0.7734639769279577,0.18124623226240247,0.6373158520412442,0.1613786095719118,0.5883038597001667,0.1613786095719118,0.5883038597001667,0.1950130655554934,0.8066461227704654,0.16853999382033946,0.7469436037434453,0.1347701414007057,0.6960943267866387,0.10672850059421644,0.5945299729954687,0.1355211034398753,0.6765661573596462,0.1072633123190348,0.6223297585203219
5,0.9997357878090597,0.9998745821547136,0.5837877178797293,1.1436966357690344,0.5837877178797293,1.1470061132395188,0.5837877178797293,1.1470061132395188,0.4448377969687896,1.0840919942029477,0.4425889269262352,1.0868493795193779,0.4425889269262352,1.0868493795193779,0.37778199293717973,1.060300215412689,0.36420905376711454,1.0551721251997557,0.3367379567678861,1.1672125301027507,0.32533274789872785,1.1690255078758298,0.3156594754983357,1.1334555351597841,0.2778998468235672,1.1095830540965075
6,1.0,1.0000100395066203,0.4877822110704009,1.065480057295557,0.4708905489411711,1.045887350770417,0.4708905489411711,1.045887350770417,0.4450758042505781,1.122691100051209,0.4309129551431966,1.1028823001872725,0.4309129551431966,1.1028823001872725,0.3708003761712982,1.0882904994197944,0.355639589795706,1.0810421310350988,0.33442086670501375,1.3209273216290507,0.32945314795592695,1.3332891791513337,0.35552534706179756,1.5309114069831935,0.3302246304662774,1.5534598888776323
7,1.0,1.000009743789258,0.47387818946824367,2.249113549716928,0.46629156867283894,2.3075604649655537,0.46629156867283894,2.3075604649655537,0.4165111146995806,1.6234402179691836,0.41286833853502436,1.64598405663516,0.41286833853502436,1.64598405663516,0.47829910509250856,1.4886926483995104,0.4667135197775596,1.49715338416583,0.5589672867770987,1.8604587542508888,0.5478177025583434,1.898729994370253,0.6049494957884035,2.126117209214277,0.5803276216912109,2.2606658358290117
8,1.0,1.000009743789258,0.39709819637608107,0.9173410476916156,0.38638071890182923,0.9047198819298261,0.38638071890182923,0.9047198819298261,0.36787820376259606,0.9999062811357015,0.3570606661351467,0.98824068714446,0.3570606661351467,0.98824068714446,0.3784204644301454,1.1190689423346194,0.3580676772729913,1.1044829957220634,0.4105668146844635,1.4052056630678684,0.38858335100963787,1.3917875411340186,0.38948446962341676,1.3199461828056853,0.35392146529802004,1.3205950342117938
9,1.0,1.0000089655355493,0.6605754038020233,1.2838831098633805,0.660569537909171,1.286327483581067,0.660569537909171,1.286327483581067,0.46068760011775983,1.2341235214050763,0.46069039579037174,1.2418253060092457,0.46069039579037174,1.2418253060092457,0.46452833776454994,1.3546148753964418,0.4513502267791297,1.3712446168436403,0.37477301812835223,1.3694064213016077,0.35856177446737286,1.3674717492125725,0.34706460118794086,1.3148042596937966,0.31445068014810845,1.3263805012016496
