,Layer1_bottom10,Layer2_bottom10,Layer3_bottom10,Layer4_bottom10,Layer5_bottom10,Layer6_bottom10,Layer7_bottom10,Layer8_bottom10,Layer9_bottom10,Layer10_bottom10,Layer11_bottom10,Layer12_bottom10,Layer13_bottom10,Layer14_bottom10,Layer15_bottom10,Layer16_bottom10,Layer17_bottom10,Layer18_bottom10,Layer19_bottom10,Layer20_bottom10,Layer21_bottom10,Layer22_bottom10,Layer23_bottom10,Layer24_bottom10,Layer25_bottom10,Layer26_bottom10,Layer27_bottom10,Layer28_bottom10,Layer29_bottom10,Layer30_bottom10,Layer31_bottom10,Layer32_bottom10,Layer33_bottom10,Layer34_bottom10,Layer35_bottom10,Layer36_bottom10,Layer37_bottom10
0,"('chesspiece (2).jpg', 0.9994479582366893)","('cake (2).jpg', 0.9759072356585083)","('cake (2).jpg', 0.9758109000722553)","('lego (2).jpg', 0.9004805337087005)","('lego (2).jpg', 0.9005606760208532)","('lego (2).jpg', 0.9005606760208532)","('dumbbell (2).jpg', 0.8887531749903689)","('dumbbell (2).jpg', 0.8887645739589317)","('bat (2).jpg', 0.8055040885277998)","('bat (2).jpg', 0.8055040779797898)","('bat (2).jpg', 0.8055040779797898)","('toothbrush (2).jpg', 0.8845080598648197)","('toothbrush (2).jpg', 0.8845095308196672)","('toothbrush (2).jpg', 0.867956568070112)","('toothbrush (2).jpg', 0.8678791350571745)","('toothbrush (2).jpg', 0.8909977929507893)","('toothbrush (2).jpg', 0.8909814776312481)","('toothbrush (2).jpg', 0.9680320956155926)","('toothbrush (2).jpg', 0.9680370610112675)","('toothbrush (2).jpg', 0.9680370610112675)","('nail (2).jpg', 1.0193404691614538)","('nail (2).jpg', 1.0196665364319262)","('laundry (2).jpg', 1.0962875568638644)","('laundry (2).jpg', 1.0965665749586033)","('nail (2).jpg', 1.2484513833547712)","('nail (2).jpg', 1.2510146391016357)","('laundry (2).jpg', 1.233685837824243)","('laundry (2).jpg', 1.2401958010022782)","('laundry (2).jpg', 1.2401958010022782)","('basketballrim (2).jpg', 1.2813014625236658)","('basketballrim (2).jpg', 1.283809130616357)","('laundry (2).jpg', 1.357447921718686)","('laundry (2).jpg', 1.369923714944524)","('laundry (2).jpg', 1.412034685860967)","('laundry (2).jpg', 1.419826301840816)","('chicken (2).jpg', -326.33009534418716)","('chicken (2).jpg', -216.68094340838496)"
1,"('basketball (2).jpg', 0.9997396363836301)","('lego (2).jpg', 0.9763755553151122)","('lego (2).jpg', 0.9772100741541992)","('bat (2).jpg', 0.9116519827550065)","('bat (2).jpg', 0.9114946850404899)","('bat (2).jpg', 0.9114946850404899)","('bat (2).jpg', 0.8945831525871537)","('bat (2).jpg', 0.8943130867806769)","('toothbrush (2).jpg', 0.8844206422199374)","('toothbrush (2).jpg', 0.8844206255307531)","('toothbrush (2).jpg', 0.8844206255307531)","('bat (2).jpg', 0.8892598047030014)","('bat (2).jpg', 0.889275429458637)","('bat (2).jpg', 0.9840112956104667)","('bat (2).jpg', 0.9837190500482148)","('nail (2).jpg', 0.9833437540831315)","('nail (2).jpg', 0.9833957848193923)","('fishbowl (2).jpg', 1.0216568652496445)","('fishbowl (2).jpg', 1.0216652251519622)","('fishbowl (2).jpg', 1.0216652251519622)","('toothbrush (2).jpg', 1.0797007550890803)","('toothbrush (2).jpg', 1.078567810336433)","('nail (2).jpg', 1.106514162882579)","('nail (2).jpg', 1.1078957196711494)","('basketballrim (2).jpg', 1.2670899812780547)","('basketballrim (2).jpg', 1.2686820063154114)","('nail (2).jpg', 1.2386925350241853)","('nail (2).jpg', 1.2410578026550125)","('nail (2).jpg', 1.2410578026550125)","('laundry (2).jpg', 1.3010634611772591)","('laundry (2).jpg', 1.3043562765652321)","('basketballrim (2).jpg', 1.451476621044422)","('basketballrim (2).jpg', 1.4576770044358254)","('basketballrim (2).jpg', 1.4394563992681217)","('basketballrim (2).jpg', 1.453206576665239)","('cow (2).jpg', -67.22555337619302)","('cow (2).jpg', -87.12785229056341)"
2,"('fries (2).jpg', 1.0)","('balloon (2).jpg', 0.984794153303808)","('balloon (2).jpg', 0.984675836746133)","('cake (2).jpg', 0.9427233894338234)","('cake (2).jpg', 0.9428249413783556)","('cake (2).jpg', 0.9428249413783556)","('toothbrush (2).jpg', 0.9235962604707355)","('toothbrush (2).jpg', 0.9236070963748402)","('broom (2).jpg', 0.9599940571165683)","('broom (2).jpg', 0.9599940342852579)","('broom (2).jpg', 0.9599940342852579)","('nail (2).jpg', 1.010661184516594)","('nail (2).jpg', 1.0107470230895408)","('nail (2).jpg', 0.9904187092537715)","('nail (2).jpg', 0.9904164003761903)","('bat (2).jpg', 1.001919493670381)","('bat (2).jpg', 1.0019863825937532)","('rainboots (2).jpg', 1.0314660072777486)","('rainboots (2).jpg', 1.031481308064352)","('rainboots (2).jpg', 1.031481308064352)","('fishbowl (2).jpg', 1.0857985090273419)","('fishbowl (2).jpg', 1.0857873096324702)","('fishbowl (2).jpg', 1.118504646724609)","('fishbowl (2).jpg', 1.1207308930971536)","('ovenmitt (2).jpg', 1.2684878433260178)","('ovenmitt (2).jpg', 1.269247412677854)","('chair (2).jpg', 1.3474895750395088)","('dustpan (2).jpg', 1.3508609553055464)","('dustpan (2).jpg', 1.3508609553055464)","('nail (2).jpg', 1.3220679606797956)","('nail (2).jpg', 1.3256985049658114)","('chair (2).jpg', 1.5454548553367362)","('chair (2).jpg', 1.5578086679808736)","('dustpan (2).jpg', 1.6653598873777187)","('dustpan (2).jpg', 1.6840566700711332)","('laundry (2).jpg', 1.7167321499939487)","('laundry (2).jpg', 1.8100934760364567)"
3,"('burger (2).jpg', 1.0)","('garbagebin (2).jpg', 0.9856618768343715)","('trafficlight (2).jpg', 0.9856776411289829)","('chopsticks (2).jpg', 0.9436081316810386)","('chopsticks (2).jpg', 0.9436022693203134)","('chopsticks (2).jpg', 0.9436022693203134)","('dustpan (2).jpg', 0.9335334806960552)","('dustpan (2).jpg', 0.9335411115765597)","('balloon (2).jpg', 0.9860232203936323)","('balloon (2).jpg', 0.9860231744327304)","('balloon (2).jpg', 0.9860231744327304)","('washer (2).jpg', 1.0151021481258682)","('washer (2).jpg', 1.015104130917611)","('fishbowl (2).jpg', 1.000908372182704)","('fishbowl (2).jpg', 1.0009028039694987)","('balloon (2).jpg', 1.0456267902047778)","('balloon (2).jpg', 1.0456284858800824)","('balloon (2).jpg', 1.0693064707529296)","('balloon (2).jpg', 1.0693126313621764)","('balloon (2).jpg', 1.0693126313621764)","('laundry (2).jpg', 1.120072354100205)","('laundry (2).jpg', 1.1201992344186518)","('cake (2).jpg', 1.202700335877685)","('toothbrush (2).jpg', 1.2020318188713448)","('laundry (2).jpg', 1.284747224722474)","('laundry (2).jpg', 1.2862919151296472)","('dustpan (2).jpg', 1.3509927929272603)","('chair (2).jpg', 1.3526036060793798)","('chair (2).jpg', 1.3526036060793798)","('ironing (2).jpg', 1.4503147928702387)","('ironing (2).jpg', 1.4519281804835023)","('dumbbell (2).jpg', 1.5745468624297856)","('dumbbell (2).jpg', 1.58879958374355)","('chair (2).jpg', 1.7349667565137143)","('chair (2).jpg', 1.7588944441496357)","('basketballrim (2).jpg', 1.7667304046888725)","('basketballrim (2).jpg', 1.8216739346046473)"
4,"('cow (2).jpg', 1.0)","('trafficlight (2).jpg', 0.9859410218443119)","('garbagebin (2).jpg', 0.9860934684807799)","('toothbrush (2).jpg', 0.9442123381775901)","('toothbrush (2).jpg', 0.9442665774190017)","('toothbrush (2).jpg', 0.9442665774190017)","('ovenmitt (2).jpg', 0.955150967073884)","('ovenmitt (2).jpg', 0.9551496000877752)","('dustpan (2).jpg', 1.000431762790724)","('dustpan (2).jpg', 1.0004317652172676)","('dustpan (2).jpg', 1.0004317652172676)","('rainboots (2).jpg', 1.0257267226662683)","('rainboots (2).jpg', 1.0257266263024707)","('balloon (2).jpg', 1.0274939017091989)","('balloon (2).jpg', 1.0275018355489307)","('cheesegrater (2).jpg', 1.0531184723079978)","('cheesegrater (2).jpg', 1.0529784599447571)","('nail (2).jpg', 1.0795470871813948)","('nail (2).jpg', 1.0800645992674565)","('nail (2).jpg', 1.0800645992674565)","('rainboots (2).jpg', 1.1342914158874786)","('rainboots (2).jpg', 1.134486432953796)","('medal (2).jpg', 1.204803894892187)","('cake (2).jpg', 1.2038989631331132)","('medal (2).jpg', 1.2985924464446166)","('medal (2).jpg', 1.3002051721967351)","('basketballrim (2).jpg', 1.3571191266950502)","('basketballrim (2).jpg', 1.3590025252480376)","('basketballrim (2).jpg', 1.3590025252480376)","('dumbbell (2).jpg', 1.4571062955043304)","('dumbbell (2).jpg', 1.4603441835282338)","('dustpan (2).jpg', 1.5929399337243801)","('dustpan (2).jpg', 1.6065585237844975)","('cheesegrater (2).jpg', 1.7945893362686678)","('cheesegrater (2).jpg', 1.8181932378477539)","('dustpan (2).jpg', 1.8686605733880517)","('dustpan (2).jpg', 1.9555353608111614)"
5,"('chicken (2).jpg', 1.0)","('broom (2).jpg', 0.9887415839497216)","('broom (2).jpg', 0.9885432279885582)","('broom (2).jpg', 0.9520240033692102)","('broom (2).jpg', 0.9520712716740378)","('broom (2).jpg', 0.9520712716740378)","('bowlingball (2).jpg', 0.9820125286171855)","('bowlingball (2).jpg', 0.9820217163577173)","('rainboots (2).jpg', 1.0055503263485117)","('rainboots (2).jpg', 1.0055502706191417)","('rainboots (2).jpg', 1.0055502706191417)","('computer (2).jpg', 1.0284431980558761)","('computer (2).jpg', 1.028444897040089)","('rainboots (2).jpg', 1.0339195416209161)","('rainboots (2).jpg', 1.0339257300776357)","('fishbowl (2).jpg', 1.059831121392111)","('fishbowl (2).jpg', 1.0598274650306012)","('bat (2).jpg', 1.0799415913133037)","('bat (2).jpg', 1.0804216833380504)","('bat (2).jpg', 1.0804216833380504)","('dustpan (2).jpg', 1.1576675432626038)","('dustpan (2).jpg', 1.157154443764821)","('toothbrush (2).jpg', 1.2110439292569521)","('medal (2).jpg', 1.2056876102358278)","('dumbbell (2).jpg', 1.3066832781558049)","('dumbbell (2).jpg', 1.3084674121091882)","('ovenmitt (2).jpg', 1.3777291558784317)","('ovenmitt (2).jpg', 1.3810348657906202)","('ovenmitt (2).jpg', 1.3810348657906202)","('birdcage (2).jpg', 1.481508937075804)","('birdcage (2).jpg', 1.4808495447673131)","('can (2).jpg', 1.644727248325829)","('can (2).jpg', 1.66133033777205)","('dumbbell (2).jpg', 1.8063131648325674)","('pokerchips (2).jpg', 1.8283036891267377)","('cheesegrater (2).jpg', 2.155157772456949)","('cheesegrater (2).jpg', 2.2054992603580184)"
6,"('tennisball (2).jpg', 1.0000081872830517)","('stroller (2).jpg', 0.9887901872553987)","('stroller (2).jpg', 0.9889000281485435)","('rainboots (2).jpg', 0.9557366783024457)","('rainboots (2).jpg', 0.9558127446440625)","('rainboots (2).jpg', 0.9558127446440625)","('lego (2).jpg', 0.9899774993579809)","('lego (2).jpg', 0.9899867280972098)","('washer (2).jpg', 1.024258385907747)","('washer (2).jpg', 1.0242583884175562)","('washer (2).jpg', 1.0242583884175562)","('broom (2).jpg', 1.033810973728796)","('broom (2).jpg', 1.0338131904223462)","('broom (2).jpg', 1.051932054406491)","('broom (2).jpg', 1.0519437639099147)","('broom (2).jpg', 1.062556304182529)","('broom (2).jpg', 1.062562103734883)","('laundry (2).jpg', 1.0843170093177847)","('laundry (2).jpg', 1.0843310939195308)","('laundry (2).jpg', 1.0843310939195308)","('sippycup (2).jpg', 1.1668840925039412)","('sippycup (2).jpg', 1.166694646884564)","('dustpan (2).jpg', 1.2126319511901686)","('dustpan (2).jpg', 1.2100933214086214)","('chair (2).jpg', 1.322611265180077)","('chair (2).jpg', 1.3248509952719603)","('ironing (2).jpg', 1.3870975035264441)","('ironing (2).jpg', 1.3890990932986103)","('ironing (2).jpg', 1.3890990932986103)","('boxing_gloves (2).jpg', 1.4899416617478876)","('boxing_gloves (2).jpg', 1.4923116475026086)","('pokerchips (2).jpg', 1.674956373435808)","('pokerchips (2).jpg', 1.6854175177365076)","('pokerchips (2).jpg', 1.8195616030957167)","('dumbbell (2).jpg', 1.8303235494727048)","('can (2).jpg', 2.196709903116921)","('can (2).jpg', 2.299257110723982)"
7,"('bowlingpin (2).jpg', 1.0000081872830517)","('toothbrush (2).jpg', 0.9900683142751303)","('toothbrush (2).jpg', 0.9902384614708798)","('bowlingball (2).jpg', 0.9564901185867117)","('bowlingball (2).jpg', 0.956551987872697)","('bowlingball (2).jpg', 0.956551987872697)","('cake (2).jpg', 0.990161380042219)","('cake (2).jpg', 0.9901657004496233)","('lego (2).jpg', 1.0260237337338236)","('lego (2).jpg', 1.0260236969094219)","('lego (2).jpg', 1.0260236969094219)","('balloon (2).jpg', 1.0343166790855827)","('balloon (2).jpg', 1.0343187367310862)","('tub (2).jpg', 1.0667509202535355)","('tub (2).jpg', 1.0667512091905484)","('washer (2).jpg', 1.0705285175775237)","('washer (2).jpg', 1.0705341232736885)","('sushi (2).jpg', 1.0852138494368515)","('sushi (2).jpg', 1.0852304513668278)","('sushi (2).jpg', 1.0852304513668278)","('cheesegrater (2).jpg', 1.1726765499836196)","('cheesegrater (2).jpg', 1.1726198465375945)","('ovenmitt (2).jpg', 1.235004432756699)","('ovenmitt (2).jpg', 1.2364095902554952)","('fishbowl (2).jpg', 1.3226530247683383)","('fishbowl (2).jpg', 1.3253833705795253)","('hairdryer (2).jpg', 1.3883736710959633)","('hairdryer (2).jpg', 1.393178914727585)","('hairdryer (2).jpg', 1.393178914727585)","('dustpan (2).jpg', 1.4914439530683903)","('dustpan (2).jpg', 1.493428522056529)","('ironing (2).jpg', 1.6798749092409375)","('ironing (2).jpg', 1.6946671862933125)","('highchair (2).jpg', 1.8410968038609308)","('can (2).jpg', 1.8685204038335517)","('dumbbell (2).jpg', 2.199670661212951)","('dumbbell (2).jpg', 2.3273115830653457)"
8,"('helmet (2).jpg', 1.0000081872830517)","('pokerchips (2).jpg', 0.9930841774394045)","('pokerchips (2).jpg', 0.9929187078170499)","('dumbbell (2).jpg', 0.9573784879653852)","('dumbbell (2).jpg', 0.9573978505267078)","('dumbbell (2).jpg', 0.9573978505267078)","('fish (2).jpg', 0.9981364339867654)","('fish (2).jpg', 0.9981421827090751)","('trafficlight (2).jpg', 1.0294187030710975)","('trafficlight (2).jpg', 1.0294186527938323)","('trafficlight (2).jpg', 1.0294186527938323)","('punchingbag (2).jpg', 1.047487131056813)","('punchingbag (2).jpg', 1.0474894704257691)","('cake (2).jpg', 1.0688010725818549)","('cake (2).jpg', 1.068801949292603)","('cake (2).jpg', 1.0745466274438427)","('cake (2).jpg', 1.0745446965414516)","('cake (2).jpg', 1.08742814718898)","('cake (2).jpg', 1.0874473267060305)","('cake (2).jpg', 1.0874473267060305)","('ovenmitt (2).jpg', 1.1799729705814719)","('ovenmitt (2).jpg', 1.1802426053483086)","('kayak (2).jpg', 1.2445680266196557)","('kayak (2).jpg', 1.246137917055072)","('cheesegrater (2).jpg', 1.331126192028945)","('cheesegrater (2).jpg', 1.329381374609903)","('birdcage (2).jpg', 1.391911444871258)","('birdcage (2).jpg', 1.3972591548482618)","('birdcage (2).jpg', 1.3972591548482618)","('chair (2).jpg', 1.4956621276716926)","('chair (2).jpg', 1.4999493196262004)","('cheesegrater (2).jpg', 1.6851999209075141)","('cheesegrater (2).jpg', 1.7009668121247323)","('can (2).jpg', 1.8415542740668644)","('highchair (2).jpg', 1.8713581086988025)","('medal (2).jpg', 2.2093438473393854)","('chair (2).jpg', 2.3471073286288617)"
9,"('bat (2).jpg', 1.0000081872830517)","('dustpan (2).jpg', 0.9933600345951851)","('rainboots (2).jpg', 0.9932820125432129)","('trafficlight (2).jpg', 0.9666475887288796)","('trafficlight (2).jpg', 0.9667040803107102)","('trafficlight (2).jpg', 0.9667040803107102)","('beachchair (2).jpg', 0.9983453501848472)","('beachchair (2).jpg', 0.9983575746573246)","('cake (2).jpg', 1.0507279747246965)","('cake (2).jpg', 1.0507279244051317)","('cake (2).jpg', 1.0507279244051317)","('fishbowl (2).jpg', 1.0497831402226496)","('fishbowl (2).jpg', 1.0497839849780999)","('pokerchips (2).jpg', 1.0724514583340823)","('pokerchips (2).jpg', 1.0724604917762537)","('tub (2).jpg', 1.0777233735434923)","('tub (2).jpg', 1.0777262820075608)","('birdcage (2).jpg', 1.1012861522756012)","('birdcage (2).jpg', 1.1013063811356827)","('birdcage (2).jpg', 1.1013063811356827)","('anchor2.jpg', 1.1810841578772273)","('anchor2.jpg', 1.1813068644759421)","('rainboots (2).jpg', 1.2448673084658584)","('rainboots (2).jpg', 1.2466664255164848)","('can (2).jpg', 1.3314650054586215)","('can (2).jpg', 1.33135057886503)","('can (2).jpg', 1.396695121864383)","('can (2).jpg', 1.4001716918334164)","('can (2).jpg', 1.4001716918334164)","('medal (2).jpg', 1.5134497643041676)","('medal (2).jpg', 1.5165455529111447)","('birdcage (2).jpg', 1.7040817106024944)","('birdcage (2).jpg', 1.7249164389486413)","('golfclubs (2).jpg', 1.8653247412108358)","('golfclubs (2).jpg', 1.893909062588503)","('chair (2).jpg', 2.2154807144755666)","('golfclubs (2).jpg', 2.351094785683663)"
