,Layer1_top10,Layer2_top10,Layer3_top10,Layer4_top10,Layer5_top10,Layer6_top10,Layer7_top10,Layer8_top10,Layer9_top10,Layer10_top10
0,"('easel (2).jpg', 1.0000091255569876)","('tennisball (2).jpg', 1.3124887574809025)","('bike (2).jpg', 1.2207307335621551)","('bike (2).jpg', 1.220737165566702)","('bike (2).jpg', 1.220737165566702)","('lamp (2).jpg', 1.547507937120736)","('bike (2).jpg', 1.4902429706716596)","('rolette (2).jpg', 2.2409665278793973)","('rolette (2).jpg', 1.2794612899773683)","('rolette (2).jpg', 1.0393493897013353)"
1,"('printer (2).jpg', 1.0000091255569876)","('fries (2).jpg', 1.2664522535148162)","('lamp (2).jpg', 1.1873476555523366)","('lamp (2).jpg', 1.1873516921457392)","('lamp (2).jpg', 1.1873516921457392)","('bike (2).jpg', 1.4643160927157617)","('carpet (2).jpg', 1.4709499136059314)","('bike (2).jpg', 2.1712501565097675)","('burger (2).jpg', 1.240968650989589)","('bike (2).jpg', 1.0386742553889385)"
2,"('washer (2).jpg', 1.0000091255569876)","('pallette (2).jpg', 1.2445157122261938)","('carpet (2).jpg', 1.1353665301345155)","('carpet (2).jpg', 1.135349875049953)","('carpet (2).jpg', 1.135349875049953)","('carpet (2).jpg', 1.3833739491764783)","('rubberduck (2).jpg', 1.372656348411088)","('horse (2).jpg', 2.128874470358579)","('backhoe (2).jpg', 1.2235241602025682)","('burger (2).jpg', 1.0383172803594094)"
3,"('coffeetable (2).jpg', 1.0000091255569876)","('rubberduck (2).jpg', 1.2290140929769806)","('pants (2).jpg', 1.12252537243152)","('pants (2).jpg', 1.1225231912884979)","('pants (2).jpg', 1.1225231912884979)","('rubberduck (2).jpg', 1.3576754684800545)","('excersiceequipment (2).jpg', 1.3105917176996185)","('tractor (2).jpg', 1.9857024667214231)","('bike (2).jpg', 1.217401618782764)","('horse (2).jpg', 1.0375566135365588)"
4,"('sofa (2).jpg', 1.0000091255569876)","('beachball (2).jpg', 1.2241613691051756)","('rubberduck (2).jpg', 1.1186990623599045)","('rubberduck (2).jpg', 1.1186887577061775)","('rubberduck (2).jpg', 1.1186887577061775)","('coatrack (2).jpg', 1.329465535117798)","('lamp (2).jpg', 1.2894453853259271)","('chicken (2).jpg', 1.8791424805434789)","('scissors (2).jpg', 1.2101025647828099)","('tractor (2).jpg', 1.0350537449090174)"
5,"('chair (2).jpg', 1.0000091255569876)","('bag (2).jpg', 1.1592262698751836)","('pizza (2).jpg', 1.1138807397337411)","('beachball (2).jpg', 1.113872864273807)","('beachball (2).jpg', 1.113872864273807)","('easel (2).jpg', 1.3102177745843988)","('remotecontrol (2).jpg', 1.2816637267700925)","('helm2.jpg', 1.8773819144346053)","('fish (2).jpg', 1.189966855771447)","('motorcycle (2).jpg', 1.034056152451456)"
6,"('lamp (2).jpg', 1.0000091255569876)","('train (2).jpg', 1.1519863429494681)","('beachball (2).jpg', 1.1138475204394043)","('pizza (2).jpg', 1.1138523273939451)","('pizza (2).jpg', 1.1138523273939451)","('pizza (2).jpg', 1.2734585650319619)","('rolette (2).jpg', 1.2809497550584967)","('rubberduck (2).jpg', 1.8684125903603819)","('tractor (2).jpg', 1.1858986330125412)","('ambulance (2).jpg', 1.0332460031182233)"
7,"('key (2).jpg', 1.0000091255569876)","('burger (2).jpg', 1.1457566546709301)","('tennisball (2).jpg', 1.1131317801766187)","('tennisball (2).jpg', 1.1131178017704184)","('tennisball (2).jpg', 1.1131178017704184)","('television (2).jpg', 1.2598470676462918)","('coatrack (2).jpg', 1.261758423123214)","('pizza (2).jpg', 1.8469012426521687)","('rubberduck (2).jpg', 1.1813559488973973)","('toothpaste (2).jpg', 1.0295080483207208)"
8,"('lock (2).jpg', 1.0000091255569876)","('sippycup (2).jpg', 1.1408379399919921)","('paper (2).jpg', 1.1120096599884022)","('paper (2).jpg', 1.112008537040306)","('paper (2).jpg', 1.112008537040306)","('toothbrush (2).jpg', 1.2586672888675674)","('beachball (2).jpg', 1.2483194192809803)","('coatrack (2).jpg', 1.8245534045129297)","('umbrella (2).jpg', 1.1765090091961699)","('hammer (2).jpg', 1.0291256923700831)"
9,"('lipstick (2).jpg', 1.0000091255569876)","('pizza (2).jpg', 1.1392442726245589)","('sofa (2).jpg', 1.1034825835182778)","('sofa (2).jpg', 1.1034769458460425)","('sofa (2).jpg', 1.1034769458460425)","('racket (2).jpg', 1.2477670929172247)","('motorcycle (2).jpg', 1.2375261676902005)","('pants (2).jpg', 1.8237916254053599)","('bowlingpin (2).jpg', 1.174952683115381)","('backhoe (2).jpg', 1.028500670314363)"
