models,invalCorrelations,pVal_inVal,inOutRatioCorrelations,pVal_inOutRatio
"AlexNet_Places365_L2,ResNet50_Places365_L2",0.8767053381653744,{1.2764622837426968e-23},0.8765152946031776,{1.341709009773432e-23}
"AlexNet_Places365_L2,ResNet50_Places365_L9",0.03699325185469822,{0.7593894311719912},0.32963441586262,{0.004997945987623907}
"AlexNet_Places365_L12,ResNet50_Places365_L9",0.7288001112545959,{5.804580382460032e-13},0.7697550777962092,{4.3555064507889645e-15}
"AlexNet_Places365_L12,ResNet50_Places365_L2",0.3076241541199935,{0.00906241729196121},0.5770628923523207,{1.3820236528567558e-07}
