,Network Name,Layer Number,Context Ratio,pCon1,pConRel,Context Error Bars,Category Ratio,pCat1,pCatRel,Category Error Bars,pConVCat,Confounds Removed
0,AlexNet_Places365,0,0.9999999690994367,0.9967528011023019,0.9971713174796014,7.514381552473296e-06,1.0000034004483715,0.42539012584685376,0.42437760882248077,4.239378711188689e-06,0.4743247034990712,True
1,AlexNet_Places365,1,1.0298846814382112,0.00021906306946049486,7.351389435208925e-05,0.007623825768075342,1.0853445609627446,4.417668596036901e-32,4.0831372109136624e-35,0.005556301259498313,6.571855968845136e-07,True
2,AlexNet_Places365,2,1.0294523641572044,0.000252147342070431,8.679583195715651e-05,0.007594420141571216,1.0846916688562223,5.658471204189398e-32,5.245598052857246e-35,0.00552900672747963,5.729088182896367e-07,True
3,AlexNet_Places365,3,1.0294523641572044,0.000252147342070431,8.679583195715651e-05,0.007594420141571216,1.0846916688562223,5.658471204189398e-32,5.245598052857246e-35,0.00552900672747963,5.729088182896367e-07,True
4,AlexNet_Places365,4,1.0136009042132568,0.00021767108340915728,0.00014112652235686644,0.003468032730657693,1.0542983052684,9.627650373728234e-47,1.056711600548709e-47,0.0025273313490301453,4.3587606981802437e-13,True
5,AlexNet_Places365,5,1.0135981748496665,0.00021798407205646358,0.0001413446235959998,0.003467712679960555,1.0542938460113924,9.655587388371243e-47,1.0587912551439543e-47,0.002527190123658876,4.3275360624881003e-13,True
6,AlexNet_Places365,6,1.0135981748496665,0.00021798407205646358,0.0001413446235959998,0.003467712679960555,1.0542938460113924,9.655587388371243e-47,1.0587912551439543e-47,0.002527190123658876,4.3275360624881003e-13,True
7,AlexNet_Places365,7,1.0178748215651972,0.0005484268609764802,0.00031115004059221806,0.004906935477962496,1.0839419597534339,2.4403932350630433e-55,2.8715139151493855e-56,0.0032876353251762016,4.0910545064496675e-16,True
8,AlexNet_Places365,8,1.0203925458777114,0.0003672324995954605,0.00020461902739239574,0.00541590699086792,1.0958292858462373,5.196212119550291e-55,3.8490927129154346e-56,0.0037772209156144774,2.0594890697334877e-16,True
9,AlexNet_Places365,9,1.1098280448197995,0.0005050854970857572,9.489014868836008e-05,0.029941299439991253,1.6655452769047805,9.45010344841438e-47,6.2166077854972e-61,0.030972787383237017,5.348675433541028e-14,True
10,AlexNet_Places365,10,1.1096052087671084,0.000758299657357956,0.00013890875524673324,0.03094449215165822,1.6923506530523904,3.983608286206213e-46,1.0607815983541005e-60,0.03264421528832453,6.181707085623904e-14,True
11,AlexNet_Places365,11,1.1496658827214088,5.229764658628596e-06,1.15375875495532e-06,0.030190349041843586,1.6975644104024958,6.604480058279785e-47,1.8072241054390012e-64,0.0323577792836911,9.963618507962612e-15,True
12,AlexNet_Places365,12,1.1547726088713697,5.38368442066736e-06,1.2490389209895875e-06,0.03126869293248041,1.7360836878259902,4.238327447483926e-47,3.1008761666475386e-63,0.03400799181697349,2.527288958070252e-15,True
